"","SNP","Chromosome","Position","GLM.Lg","MLM.Lg","CMLM.Lg","SUPER.Lg","rrBLUP.Lg","Adj.P.GLM.Lg","Adj.P.MLM.Lg","Adj.P.CMLM.Lg","Adj.P.SUPER.Lg","Adj.P.rrBLUP.Lg"
"32057","PstI.TP77165",7,1443983,0.0114902579816022,0.00464797376604428,0.00464797376604428,0.00000000798119766594504,0.6578608464652,0.256819878258033,0.29395188985704,0.29395188985704,0.00000226791701865059,1
"32276","NsiI.TP352047",7,5611318,0.0000012395609992721,0.0000236072617825736,0.0000236072617825736,0.0000000000000989952351808982,0.00303180021506826,0.00127809363833519,0.0208984290407237,0.0208984290407237,0.000000000127590715971723,0.416160220623324
"32805","NsiI.TP216625",7,57473921,0.0000866631247522327,0.00222710055423308,0.00222710055423308,0.0000000000849530275855517,1,0.0164605202424135,0.216052701078396,0.216052701078396,0.0000000521883697599822,1
"32923","NsiI.TP193811",7,59357559,0.00000106056655155951,0.000051361833069284,0.000051361833069284,0.00000000000171664032455495,1,0.0011598098700812,0.0278137130992969,0.0278137130992969,0.00000000144070037284975,1
"33135","PstI.TP862004",7,62011344,0.00144486313825292,0.0294432880883306,0.0294432880883306,0.000000000000128568684773969,1,0.0856194103994604,0.603275501646306,0.603275501646306,0.000000000154659556537433,1
"33137","NsiI.TP676974",7,62034862,0.000578859253341637,0.0116526450786015,0.0116526450786015,0.000000000749264258446641,0.381265872686068,0.052355570763391,0.43046918645147,0.43046918645147,0.000000325776488660511,1
"33170","PstI.TP175766",7,62320486,0.000000102771797955685,0.0000023213668530682,0.0000023213668530682,0.000000000000263501213167949,0.514921031079105,0.000231801790289048,0.00420396913397615,0.00420396913397615,0.000000000288158538812271,1
"33661","PstI.TP858495",8,3962414,0.000796149534129141,0.00106155904866211,0.00106155904866211,0.000000000018350250726065,0.628691953263152,0.0604872513424262,0.14500273855464,0.14500273855464,0.0000000127350740038891,1
"34033","NsiI.TP423749",8,52745949,0.00000410874002690947,0.0000487346040896569,0.0000487346040896569,0.0000000000000126199963935036,0.803551458199267,0.00290737666845312,0.0278137130992969,0.0278137130992969,0.0000000000239700226236188,1
"34828","NsiI.TP423888",9,7279333,0.000000186814812995648,0.00000121854055417224,0.00000121854055417224,0.000000000000179856329904376,0.789491018460534,0.000329992810235089,0.00420396913397615,0.00420396913397615,0.00000000020283297604966,1
"35401","NsiI.TP521872",9,52023089,0.0000403306816781323,0.000090694921860352,0.000090694921860352,0.00000000376579461160482,0.513409904831339,0.0104109871296683,0.0350977781386978,0.0350977781386978,0.00000125833329577403,1
"35411","PstI.TP891554",9,52132580,0.00060381992969452,0.00351221336439725,0.00351221336439725,0.00000000900994490866967,0.375527247819916,0.053539689490948,0.265164761285289,0.265164761285289,0.0000025011607066467,1
"35451","GFSSContig19578_877",9,52518574,0.000749142751138392,0.0113802403136459,0.0113802403136459,0.000000000198992627915605,0.87883252745634,0.0594177222045765,0.4296804066401,0.4296804066401,0.000000108806756912399,1
"35686","PstI.TP210243",9,55242138,0.0000244258230024165,0.0000526277027133174,0.0000526277027133174,0.00000000128529540179066,0.395613734800273,0.00794125315775862,0.0278137130992969,0.0278137130992969,0.000000488249899577067,1
"35833","NsiI.TP529142",9,56879095,0.0307444794560474,0.18958207906477,0.18958207906477,0.00000000035819343313435,0.937053279419206,0.406710694505073,0.99990690322193,0.99990690322193,0.000000182063163590879,1
"36047","PstI.TP63042",9,59079217,0.0000360779576420932,0.000391357641386438,0.000391357641386438,0.0000000000784442079403236,1,0.00993878881975465,0.0866461016095324,0.0866461016095324,0.0000000505516888598285,1
