"","Name","Chromosome","Position"
"8365","PstI.TP1049281",3,705558
"8366","PstI.TP620526",3,716710
"8367","PstI.TP244561",3,727644
"8368","PstI.TP910515",3,799187
"8369","NsiI.TP326716",3,808949
"8370","PstI.TP664741",3,811979
"8371","NsiI.TP16575",3,827690
"8372","NsiI.TP819455",3,863872
"8373","NsiI.TP622394",3,880552
"8374","NsiI.TP630244",3,884430
"8375","PstI.TP15204",3,912527
"8376","PstI.TP922943",3,924284
"8377","NsiI.TP565172",3,944664
"8378","NsiI.TP65419",3,945902
"8379","NsiI.TP100588",3,947727
"8380","PstI.TP424908",3,951072
"8381","NsiI.TP715791",3,960930
"8382","NsiI.TP409408",3,987525
"8383","PstI.TP109994",3,998411
"8384","PstI.TP1271315",3,1000218
"8385","PstI.TP1170092",3,1000269
"8386","PstI.TP12165",3,1009062
"8387","PstI.TP1242958",3,1063940
"8388","PstI.TP506855",3,1076083
"8389","NsiI.TP202398",3,1077848
"8390","PstI.TP181846",3,1085762
"8391","PstI.TP533620",3,1099355
"8392","NsiI.TP432900",3,1132442
"8393","NsiI.TP608366",3,1136404
"8394","PstI.TP1203665",3,1140451
"8395","PstI.TP1030217",3,1141809
"8396","NsiI.TP481688",3,1154322
"8397","PstI.TP829848",3,1169406
"8398","PstI.TP177818",3,1173132
"8399","PstI.TP150305",3,1174820
"8400","NsiI.TP416813",3,1181719
"8401","PstI.TP222580",3,1218572
"8402","NsiI.TP636002",3,1219431
"8403","PstI.TP792213",3,1228699
"8404","NsiI.TP625668",3,1228713
"8405","NsiI.TP484790",3,1230186
"8406","PstI.TP469036",3,1239679
"8407","PstI.TP981662",3,1256836
"8408","PstI.TP864763",3,1256958
"8409","NsiI.TP505594",3,1276039
"8410","PstI.TP1237774",3,1276491
"8411","NsiI.TP580217",3,1283470
"8412","PstI.TP166614",3,1286286
"8413","NsiI.TP233159",3,1290506
"8414","PstI.TP851527",3,1292449
"8415","NsiI.TP797203",3,1292686
"8416","NsiI.TP307068",3,1307996
"8417","PstI.TP799869",3,1332119
"8418","PstI.TP542970",3,1340807
"8419","PstI.TP276179",3,1344299
"8420","PstI.TP26697",3,1344319
"8421","PstI.TP293017",3,1347786
"8422","NsiI.TP302970",3,1357186
"8423","NsiI.TP529836",3,1378917
"8424","NsiI.TP34738",3,1405293
"8425","NsiI.TP439833",3,1409062
"8426","NsiI.TP717050",3,1423313
"8427","PstI.TP320876",3,1436337
"8428","PstI.TP749745",3,1436357
"8429","PstI.TP749748",3,1436383
"8430","PstI.TP875104",3,1447825
"8431","PstI.TP974423",3,1448580
"8432","PstI.TP1265102",3,1451313
"8433","NsiI.TP471154",3,1453865
"8434","PstI.TP993168",3,1456902
"8435","NsiI.TP628997",3,1459560
"8436","PstI.TP1278213",3,1460533
"8437","NsiI.TP521868",3,1462770
"8438","PstI.TP802117",3,1469017
"8439","PstI.TP671650",3,1491598
"8440","NsiI.TP681352",3,1496392
"8441","NsiI.TP7824",3,1497822
"8442","PstI.TP487778",3,1541283
"8443","PstI.TP1175375",3,1541888
"8444","PstI.TP579357",3,1555869
"8445","GFSSContig5486_299",3,1574810
"8446","PstI.TP1157898",3,1576323
"8447","PstI.TP1004455",3,1576742
"8448","PstI.TP80558",3,1581858
"8449","PstI.TP5709",3,1593159
"8450","PstI.TP675948",3,1596822
"8451","NsiI.TP36902",3,1611928
"8452","NsiI.TP475463",3,1613406
"8453","PstI.TP225552",3,1637273
"8454","NsiI.TP471227",3,1655623
"8455","NsiI.TP471228",3,1655636
"8456","PstI.TP387942",3,1681133
"8457","PstI.TP387943",3,1681135
"8458","PstI.TP933571",3,1703532
"8459","PstI.TP70951",3,1709194
"8460","NsiI.TP517340",3,1719309
"8461","PstI.TP577923",3,1735805
"8462","NsiI.TP493930",3,1747107
"8463","PstI.TP1224612",3,1747110
"8464","NsiI.TP468338",3,1770761
"8465","NsiI.TP629723",3,1773449
"8466","PstI.TP133978",3,1773678
"8467","PstI.TP275635",3,1773752
"8468","PstI.TP224541",3,1782299
"8469","PstI.TP364848",3,1784739
"8470","NsiI.TP391574",3,1786357
"8471","PstI.TP1096280",3,1833730
"8472","NsiI.TP131570",3,1835202
"8473","NsiI.TP304764",3,1836392
"8474","NsiI.TP210276",3,1836480
"8475","PstI.TP477382",3,1836826
"8476","PstI.TP356238",3,1849836
"8477","PstI.TP740803",3,1863959
"8478","NsiI.TP473363",3,1866168
"8479","NsiI.TP473364",3,1866183
"8480","PstI.TP1064534",3,1870807
"8481","PstI.TP1064580",3,1870844
"8482","PstI.TP26379",3,1904189
"8483","NsiI.TP525103",3,1926213
"8484","PstI.TP877451",3,1927412
"8485","PstI.TP71583",3,1929402
"8486","PstI.TP67743",3,1931845
"8487","PstI.TP1253947",3,1935992
"8488","NsiI.TP555693",3,1937329
"8489","PstI.TP542244",3,1937468
"8490","PstI.TP542404",3,1937470
"8491","NsiI.TP39366",3,1939898
"8492","NsiI.TP634953",3,1945759
"8493","PstI.TP166481",3,1960833
"8494","PstI.TP707831",3,1962270
"8495","NsiI.TP193399",3,1964260
"8496","PstI.TP279678",3,1966560
"8497","PstI.TP327208",3,1973322
"8498","NsiI.TP281134",3,1974705
"8499","NsiI.TP266551",3,2000535
"8500","PstI.TP195562",3,2002525
"8501","PstI.TP1289056",3,2011598
"8502","NsiI.TP678565",3,2012974
"8503","PstI.TP481318",3,2024165
"8504","NsiI.TP39819",3,2033206
"8505","NsiI.TP213627",3,2064923
"8506","PstI.TP303942",3,2071549
"8507","PstI.TP124100",3,2071615
"8508","NsiI.TP642503",3,2116537
"8509","NsiI.TP337762",3,2117374
"8510","NsiI.TP213960",3,2122907
"8511","PstI.TP267556",3,2124660
"8512","NsiI.TP576394",3,2140335
"8513","NsiI.TP816454",3,2141105
"8514","NsiI.TP624113",3,2144767
"8515","PstI.TP1236623",3,2150758
"8516","NsiI.TP144348",3,2152221
"8517","NsiI.TP144962",3,2170945
"8518","PstI.TP444619",3,2190567
"8519","PstI.TP629964",3,2191405
"8520","PstI.TP459717",3,2206366
"8521","PstI.TP463361",3,2206400
"8522","PstI.TP790441",3,2229754
"8523","PstI.TP786016",3,2229779
"8524","NsiI.TP507741",3,2245376
"8525","PstI.TP705742",3,2247166
"8526","NsiI.TP675788",3,2252254
"8527","NsiI.TP574642",3,2257023
"8528","PstI.TP630828",3,2257100
"8529","NsiI.TP280924",3,2257121
"8530","PstI.TP232414",3,2271933
"8531","NsiI.TP575599",3,2279973
"8532","NsiI.TP594877",3,2291727
"8533","PstI.TP365886",3,2326972
"8534","NsiI.TP822804",3,2337899
"8535","PstI.TP758501",3,2339350
"8536","NsiI.TP496495",3,2339722
"8537","PstI.TP1112030",3,2344602
"8538","NsiI.TP203846",3,2352210
"8539","PstI.TP1040754",3,2356976
"8540","NsiI.TP291485",3,2359806
"8541","PstI.TP253724",3,2359914
"8542","PstI.TP473143",3,2361003
"8543","NsiI.TP499978",3,2384016
"8544","NsiI.TP472468",3,2385497
"8545","NsiI.TP136164",3,2387796
"8546","PstI.TP390367",3,2402925
"8547","PstI.TP774514",3,2411196
"8548","PstI.TP487081",3,2424586
"8549","PstI.TP209814",3,2426320
"8550","NsiI.TP530135",3,2432669
"8551","NsiI.TP545362",3,2432670
"8552","NsiI.TP571965",3,2432698
"8553","NsiI.TP608855",3,2436065
"8554","NsiI.TP114895",3,2441296
"8555","PstI.TP162483",3,2449555
"8556","NsiI.TP286990",3,2450030
"8557","PstI.TP718639",3,2454790
"8558","PstI.TP718641",3,2454794
"8559","NsiI.TP239837",3,2466199
"8560","PstI.TP1179525",3,2466208
"8561","PstI.TP937639",3,2497513
"8562","PstI.TP1016509",3,2500886
"8563","PstI.TP1016514",3,2500893
"8564","NsiI.TP429461",3,2501436
"8565","PstI.TP789303",3,2503265
"8566","PstI.TP789525",3,2503970
"8567","NsiI.TP361448",3,2513057
"8568","NsiI.TP653780",3,2515654
"8569","PstI.TP545419",3,2528853
"8570","PstI.TP985611",3,2531572
"8571","NsiI.TP450693",3,2531716
"8572","NsiI.TP215469",3,2544043
"8573","PstI.TP1278464",3,2544145
"8574","NsiI.TP828786",3,2547753
"8575","PstI.TP113501",3,2550582
"8576","NsiI.TP35048",3,2574192
"8577","PstI.TP513843",3,2577255
"8578","PstI.TP1264009",3,2578481
"8579","PstI.TP1264005",3,2578488
"8580","NsiI.TP4993",3,2582440
"8581","NsiI.TP474263",3,2590476
"8582","PstI.TP365233",3,2590739
"8583","NsiI.TP137236",3,2590858
"8584","PstI.TP1237994",3,2598519
"8585","PstI.TP1026630",3,2602309
"8586","PstI.TP1010623",3,2603844
"8587","PstI.TP1010622",3,2603846
"8588","NsiI.TP176258",3,2605958
"8589","PstI.TP209007",3,2643667
"8590","NsiI.TP631512",3,2655138
"8591","PstI.TP65271",3,2656013
"8592","NsiI.TP441693",3,2660294
"8593","NsiI.TP328094",3,2696940
"8594","PstI.TP33762",3,2698512
"8595","PstI.TP1227919",3,2709559
"8596","PstI.TP1248285",3,2715263
"8597","PstI.TP1248288",3,2715385
"8598","PstI.TP774685",3,2733446
"8599","NsiI.TP811577",3,2742014
"8600","GFSSContig17910_784",3,2745496
"8601","GFSSContig17910_1353",3,2746068
"8602","PstI.TP577228",3,2746408
"8603","PstI.TP577227",3,2746412
"8604","PstI.TP300113",3,2789209
"8605","PstI.TP1112819",3,2807000
"8606","PstI.TP1184603",3,2835614
"8607","NsiI.TP395621",3,2835995
"8608","NsiI.TP587437",3,2836985
"8609","NsiI.TP772147",3,2864622
"8610","PstI.TP48802",3,2871140
"8611","PstI.TP1154932",3,2876006
"8612","PstI.TP1244899",3,2879279
"8613","NsiI.TP273494",3,2899907
"8614","PstI.TP1257104",3,2916484
"8615","PstI.TP372286",3,2927462
"8616","NsiI.TP482724",3,2931654
"8617","NsiI.TP476437",3,2931662
"8618","NsiI.TP476438",3,2931700
"8619","NsiI.TP633852",3,2933212
"8620","NsiI.TP279524",3,2933257
"8621","PstI.TP172254",3,2936250
"8622","NsiI.TP145615",3,2940500
"8623","NsiI.TP291060",3,2944113
"8624","NsiI.TP583450",3,2956396
"8625","PstI.TP452304",3,2977792
"8626","NsiI.TP77263",3,2980178
"8627","PstI.TP1237479",3,2980282
"8628","PstI.TP1237477",3,2980305
"8629","PstI.TP968973",3,2980616
"8630","NsiI.TP702580",3,2998523
"8631","PstI.TP1140972",3,3019093
"8632","PstI.TP1111956",3,3037451
"8633","PstI.TP74282",3,3037521
"8634","PstI.TP84776",3,3039523
"8635","NsiI.TP412276",3,3066703
"8636","NsiI.TP436526",3,3069793
"8637","NsiI.TP747304",3,3069848
"8638","PstI.TP698798",3,3070871
"8639","PstI.TP42309",3,3090020
"8640","PstI.TP688603",3,3090055
"8641","NsiI.TP431155",3,3090982
"8642","NsiI.TP431097",3,3091013
"8643","PstI.TP679708",3,3094454
"8644","NsiI.TP694670",3,3095021
"8645","NsiI.TP654253",3,3101084
"8646","PstI.TP729689",3,3102796
"8647","NsiI.TP645603",3,3104505
"8648","PstI.TP995914",3,3105777
"8649","NsiI.TP214429",3,3105834
"8650","PstI.TP51833",3,3112047
"8651","NsiI.TP173065",3,3112906
"8652","NsiI.TP151793",3,3127334
"8653","PstI.TP910330",3,3127837
"8654","PstI.TP149809",3,3132048
"8655","PstI.TP1245048",3,3144124
"8656","PstI.TP989849",3,3162641
"8657","NsiI.TP609368",3,3167228
"8658","NsiI.TP601690",3,3202526
"8659","NsiI.TP371131",3,3202536
"8660","NsiI.TP400390",3,3203331
"8661","NsiI.TP236682",3,3205785
"8662","PstI.TP1054051",3,3206905
"8663","PstI.TP696999",3,3227877
"8664","NsiI.TP433606",3,3236633
"8665","PstI.TP190927",3,3236781
"8666","NsiI.TP409255",3,3241188
"8667","PstI.TP824247",3,3241817
"8668","PstI.TP1114836",3,3245214
"8669","PstI.TP747046",3,3250215
"8670","PstI.TP761602",3,3266703
"8671","NsiI.TP331580",3,3282415
"8672","PstI.TP1128689",3,3289133
"8673","PstI.TP501227",3,3306422
"8674","PstI.TP580141",3,3309801
"8675","PstI.TP1140756",3,3314015
"8676","PstI.TP530763",3,3316912
"8677","PstI.TP1169098",3,3329190
"8678","PstI.TP1158544",3,3329218
"8679","NsiI.TP618135",3,3333481
"8680","NsiI.TP331651",3,3354634
"8681","PstI.TP1185617",3,3358380
"8682","PstI.TP19139",3,3373248
"8683","NsiI.TP596051",3,3373268
"8684","PstI.TP603772",3,3389590
"8685","PstI.TP207713",3,3436667
"8686","NsiI.TP349134",3,3450781
"8687","PstI.TP365053",3,3451546
"8688","NsiI.TP560610",3,3458135
"8689","NsiI.TP34748",3,3480743
"8690","NsiI.TP493151",3,3481929
"8691","NsiI.TP796345",3,3481969
"8692","NsiI.TP796346",3,3481975
"8693","PstI.TP1014785",3,3504439
"8694","NsiI.TP83663",3,3507089
"8695","PstI.TP19943",3,3508127
"8696","NsiI.TP384364",3,3518092
"8697","NsiI.TP560478",3,3520612
"8698","PstI.TP926743",3,3522183
"8699","NsiI.TP833923",3,3523257
"8700","PstI.TP1032333",3,3528771
"8701","NsiI.TP178866",3,3528771
"8702","PstI.TP1292960",3,3529212
"8703","NsiI.TP743545",3,3546784
"8704","PstI.TP1122217",3,3554938
"8705","NsiI.TP797217",3,3555708
"8706","PstI.TP1123380",3,3557266
"8707","PstI.TP1168316",3,3573386
"8708","PstI.TP120517",3,3584004
"8709","NsiI.TP217838",3,3586934
"8710","NsiI.TP376062",3,3590790
"8711","NsiI.TP677022",3,3602878
"8712","NsiI.TP139627",3,3612807
"8713","PstI.TP1080621",3,3657091
"8714","PstI.TP638471",3,3671264
"8715","PstI.TP831757",3,3676028
"8716","PstI.TP831752",3,3676042
"8717","PstI.TP1180625",3,3695689
"8718","PstI.TP676875",3,3702504
"8719","NsiI.TP570976",3,3711018
"8720","PstI.TP937953",3,3716534
"8721","PstI.TP906726",3,3716611
"8722","NsiI.TP47925",3,3717046
"8723","PstI.TP1277784",3,3752097
"8724","PstI.TP362300",3,3764828
"8725","PstI.TP1289979",3,3775660
"8726","NsiI.TP243650",3,3781489
"8727","NsiI.TP18256",3,3782404
"8728","NsiI.TP72335",3,3782431
"8729","PstI.TP865836",3,3784055
"8730","NsiI.TP476794",3,3789076
"8731","NsiI.TP239366",3,3842671
"8732","NsiI.TP4640",3,3845881
"8733","NsiI.TP17375",3,3866471
"8734","PstI.TP1075072",3,3875096
"8735","NsiI.TP774307",3,3883631
"8736","PstI.TP822670",3,3886179
"8737","NsiI.TP197261",3,3889136
"8738","NsiI.TP485637",3,3916651
"8739","NsiI.TP641114",3,3916665
"8740","NsiI.TP134325",3,3938322
"8741","PstI.TP129085",3,3953429
"8742","NsiI.TP453263",3,3954963
"8743","NsiI.TP670947",3,3955978
"8744","PstI.TP375624",3,3956207
"8745","PstI.TP718114",3,3956286
"8746","NsiI.TP131076",3,3961966
"8747","PstI.TP829732",3,3975858
"8748","NsiI.TP137839",3,3984494
"8749","PstI.TP1044288",3,3988286
"8750","PstI.TP1044287",3,3988298
"8751","PstI.TP217258",3,3992070
"8752","NsiI.TP324960",3,3992401
"8753","NsiI.TP133722",3,3992426
"8754","PstI.TP838943",3,4037471
"8755","PstI.TP547839",3,4042596
"8756","NsiI.TP683157",3,4058114
"8757","NsiI.TP60942",3,4060592
"8758","NsiI.TP726918",3,4064206
"8759","PstI.TP1163496",3,4076649
"8760","PstI.TP1207695",3,4076702
"8761","NsiI.TP703627",3,4093586
"8762","PstI.TP821347",3,4103679
"8763","PstI.TP1212070",3,4109029
"8764","PstI.TP712210",3,4110373
"8765","PstI.TP645810",3,4110555
"8766","NsiI.TP776601",3,4136498
"8767","PstI.TP935008",3,4138343
"8768","PstI.TP831238",3,4140006
"8769","PstI.TP811351",3,4140044
"8770","PstI.TP1006562",3,4149154
"8771","NsiI.TP205740",3,4149845
"8772","PstI.TP160329",3,4153446
"8773","PstI.TP1159413",3,4158395
"8774","PstI.TP952923",3,4165010
"8775","PstI.TP877331",3,4170047
"8776","PstI.TP801530",3,4170257
"8777","PstI.TP1060556",3,4173183
"8778","PstI.TP677919",3,4173247
"8779","PstI.TP286131",3,4213473
"8780","NsiI.TP42733",3,4214004
"8781","PstI.TP792244",3,4214096
"8782","NsiI.TP472433",3,4214101
"8783","PstI.TP715411",3,4214133
"8784","PstI.TP1163683",3,4215397
"8785","NsiI.TP82479",3,4219472
"8786","NsiI.TP370942",3,4219616
"8787","NsiI.TP224586",3,4243452
"8788","NsiI.TP810860",3,4243647
"8789","PstI.TP1027273",3,4274869
"8790","NsiI.TP309730",3,4275108
"8791","PstI.TP906047",3,4276001
"8792","NsiI.TP467842",3,4276209
"8793","NsiI.TP467841",3,4276212
"8794","PstI.TP838373",3,4277724
"8795","PstI.TP688344",3,4314042
"8796","PstI.TP784632",3,4314116
"8797","NsiI.TP662692",3,4319435
"8798","PstI.TP221816",3,4376021
"8799","PstI.TP1124808",3,4381551
"8800","PstI.TP40029",3,4393398
"8801","PstI.TP712350",3,4418750
"8802","NsiI.TP443269",3,4418763
"8803","NsiI.TP279366",3,4422791
"8804","PstI.TP96410",3,4423816
"8805","NsiI.TP349396",3,4440288
"8806","NsiI.TP496903",3,4442954
"8807","NsiI.TP526186",3,4444250
"8808","PstI.TP975239",3,4444258
"8809","PstI.TP405528",3,4444303
"8810","NsiI.TP619276",3,4447263
"8811","NsiI.TP793548",3,4447360
"8812","PstI.TP725292",3,4449847
"8813","PstI.TP741784",3,4449903
"8814","PstI.TP919429",3,4451711
"8815","PstI.TP633756",3,4477734
"8816","NsiI.TP675093",3,4478355
"8817","NsiI.TP675091",3,4478365
"8818","NsiI.TP695443",3,4479215
"8819","PstI.TP37313",3,4479720
"8820","PstI.TP653230",3,4507877
"8821","PstI.TP238545",3,4512269
"8822","PstI.TP238549",3,4512275
"8823","GFSSContig14090_244",3,4520006
"8824","PstI.TP130396",3,4520927
"8825","PstI.TP949004",3,4544579
"8826","PstI.TP1280049",3,4545043
"8827","PstI.TP534942",3,4552949
"8828","NsiI.TP647360",3,4556265
"8829","NsiI.TP644038",3,4556688
"8830","PstI.TP227360",3,4567287
"8831","GFk50ctg173656_119",3,4572511
"8832","PstI.TP74252",3,4598161
"8833","NsiI.TP170276",3,4609165
"8834","PstI.TP967109",3,4646186
"8835","PstI.TP262586",3,4654014
"8836","NsiI.TP466604",3,4659120
"8837","PstI.TP1164205",3,4663279
"8838","PstI.TP368020",3,4665593
"8839","PstI.TP311443",3,4665650
"8840","NsiI.TP527015",3,4676752
"8841","PstI.TP1101584",3,4678577
"8842","NsiI.TP343268",3,4680930
"8843","NsiI.TP576783",3,4681015
"8844","NsiI.TP654079",3,4682537
"8845","NsiI.TP581785",3,4683100
"8846","PstI.TP395203",3,4685664
"8847","PstI.TP122566",3,4692206
"8848","PstI.TP747067",3,4707934
"8849","PstI.TP967613",3,4724304
"8850","NsiI.TP222784",3,4731384
"8851","NsiI.TP563841",3,4781905
"8852","PstI.TP415985",3,4782932
"8853","NsiI.TP145943",3,4782932
"8854","NsiI.TP2769",3,4785844
"8855","NsiI.TP666624",3,4815277
"8856","NsiI.TP390095",3,4820799
"8857","PstI.TP1181767",3,4828507
"8858","NsiI.TP261228",3,4847503
"8859","PstI.TP691334",3,4847914
"8860","PstI.TP1014621",3,4850582
"8861","NsiI.TP106346",3,4853318
"8862","PstI.TP1232805",3,4859443
"8863","PstI.TP179905",3,4869587
"8864","NsiI.TP87958",3,4877347
"8865","NsiI.TP647505",3,4885920
"8866","PstI.TP648876",3,4914969
"8867","PstI.TP141330",3,4950107
"8868","PstI.TP103626",3,4967649
"8869","NsiI.TP595381",3,4968162
"8870","NsiI.TP609767",3,4968186
"8871","NsiI.TP355114",3,4991404
"8872","PstI.TP687584",3,4995445
"8873","PstI.TP870698",3,4999757
"8874","PstI.TP931180",3,5004020
"8875","PstI.TP1225677",3,5004476
"8876","PstI.TP1095003",3,5015281
"8877","NsiI.TP39297",3,5024001
"8878","PstI.TP439473",3,5026244
"8879","PstI.TP1230201",3,5047579
"8880","PstI.TP38133",3,5048694
"8881","PstI.TP38134",3,5048721
"8882","PstI.TP287868",3,5064916
"8883","PstI.TP60513",3,5066682
"8884","NsiI.TP348433",3,5066998
"8885","NsiI.TP405021",3,5072651
"8886","PstI.TP1020748",3,5075521
"8887","NsiI.TP506295",3,5081366
"8888","PstI.TP242104",3,5088021
"8889","PstI.TP925141",3,5097722
"8890","NsiI.TP351320",3,5126229
"8891","PstI.TP745959",3,5141381
"8892","NsiI.TP372866",3,5146518
"8893","PstI.TP643379",3,5147929
"8894","PstI.TP931913",3,5176808
"8895","NsiI.TP453794",3,5177334
"8896","PstI.TP680792",3,5190546
"8897","NsiI.TP618974",3,5200751
"8898","PstI.TP213720",3,5231540
"8899","NsiI.TP40081",3,5254430
"8900","PstI.TP49083",3,5274971
"8901","PstI.TP636202",3,5280876
"8902","NsiI.TP264723",3,5284065
"8903","NsiI.TP172972",3,5328512
"8904","NsiI.TP430147",3,5430407
"8905","NsiI.TP430145",3,5430441
"8906","NsiI.TP570384",3,5432659
"8907","PstI.TP278960",3,5435168
"8908","NsiI.TP458758",3,5452961
"8909","GFSSContig16256_300",3,5453936
"8910","PstI.TP426652",3,5481349
"8911","PstI.TP174297",3,5563037
"8912","PstI.TP410173",3,5585945
"8913","NsiI.TP73606",3,5647545
"8914","PstI.TP801907",3,5689993
"8915","NsiI.TP671951",3,5697929
"8916","NsiI.TP747165",3,5713329
"8917","PstI.TP482258",3,5713979
"8918","PstI.TP721838",3,5714318
"8919","PstI.TP115586",3,5715154
"8920","PstI.TP8773",3,5715225
"8921","NsiI.TP440766",3,5753690
"8922","PstI.TP125376",3,5758206
"8923","NsiI.TP768975",3,5764222
"8924","PstI.TP785543",3,5771227
"8925","PstI.TP1170361",3,5784437
"8926","PstI.TP728172",3,5787468
"8927","PstI.TP1219335",3,5989916
"8928","NsiI.TP7041",3,5991415
"8929","PstI.TP365407",3,6004710
"8930","NsiI.TP88867",3,6012440
"8931","PstI.TP992716",3,6017443
"8932","PstI.TP48498",3,6041067
"8933","NsiI.TP506641",3,6042217
"8934","PstI.TP762772",3,6044042
"8935","PstI.TP1293611",3,6058621
"8936","NsiI.TP529691",3,6082062
"8937","PstI.TP188641",3,6088178
"8938","PstI.TP186433",3,6088211
"8939","PstI.TP1175531",3,6089172
"8940","PstI.TP25506",3,6118097
"8941","PstI.TP308152",3,6124917
"8942","PstI.TP541764",3,6125111
"8943","PstI.TP1246489",3,6130583
"8944","NsiI.TP310448",3,6140534
"8945","PstI.TP1206934",3,6141050
"8946","NsiI.TP326908",3,6141142
"8947","NsiI.TP614930",3,6164151
"8948","PstI.TP1119160",3,6164715
"8949","PstI.TP1119335",3,6164741
"8950","PstI.TP66802",3,6165211
"8951","NsiI.TP255092",3,6170362
"8952","NsiI.TP594399",3,6173149
"8953","NsiI.TP572484",3,6188211
"8954","NsiI.TP120580",3,6191698
"8955","PstI.TP852580",3,6204488
"8956","PstI.TP1024739",3,6204514
"8957","NsiI.TP810645",3,6232475
"8958","PstI.TP888691",3,6244791
"8959","NsiI.TP405337",3,6299247
"8960","PstI.TP904729",3,6306293
"8961","NsiI.TP230851",3,6308345
"8962","PstI.TP392273",3,6332867
"8963","NsiI.TP195259",3,6332952
"8964","PstI.TP398580",3,6360865
"8965","PstI.TP930241",3,6360927
"8966","NsiI.TP694884",3,6382094
"8967","NsiI.TP634727",3,6399724
"8968","PstI.TP663866",3,6410825
"8969","PstI.TP362829",3,6437246
"8970","PstI.TP1291354",3,6437333
"8971","PstI.TP153696",3,6482525
"8972","PstI.TP58897",3,6511771
"8973","PstI.TP58896",3,6511778
"8974","PstI.TP443507",3,6515810
"8975","PstI.TP230552",3,6536193
"8976","NsiI.TP621162",3,6536235
"8977","NsiI.TP259359",3,6541132
"8978","NsiI.TP257172",3,6560304
"8979","NsiI.TP731810",3,6572485
"8980","PstI.TP154327",3,6603820
"8981","GFSSContig11465_504",3,6605990
"8982","PstI.TP431135",3,6609541
"8983","NsiI.TP760192",3,6623356
"8984","NsiI.TP773278",3,6632208
"8985","NsiI.TP420344",3,6635288
"8986","PstI.TP433649",3,6644837
"8987","NsiI.TP426185",3,6645847
"8988","PstI.TP149510",3,6652202
"8989","NsiI.TP523861",3,6688247
"8990","PstI.TP150879",3,6693048
"8991","PstI.TP1175503",3,6703848
"8992","NsiI.TP749172",3,6703859
"8993","NsiI.TP561476",3,6721083
"8994","NsiI.TP453301",3,6733897
"8995","PstI.TP1153192",3,6746550
"8996","NsiI.TP112463",3,6752843
"8997","NsiI.TP536712",3,6767531
"8998","NsiI.TP443805",3,6778749
"8999","NsiI.TP591503",3,6784461
"9000","PstI.TP258827",3,6794341
"9001","PstI.TP29525",3,6810228
"9002","PstI.TP1251703",3,6837058
"9003","NsiI.TP598318",3,6894539
"9004","PstI.TP678449",3,6895124
"9005","PstI.TP377631",3,6940601
"9006","PstI.TP1124573",3,6948935
"9007","NsiI.TP810809",3,6959086
"9008","NsiI.TP290596",3,6960039
"9009","PstI.TP1142314",3,6981311
"9010","PstI.TP786913",3,6996621
"9011","NsiI.TP681139",3,7057092
"9012","PstI.TP265208",3,7057209
"9013","PstI.TP286294",3,7073229
"9014","PstI.TP1051109",3,7082779
"9015","PstI.TP977013",3,7090045
"9016","PstI.TP176447",3,7118356
"9017","NsiI.TP291065",3,7124215
"9018","NsiI.TP444857",3,7126264
"9019","PstI.TP911625",3,7132239
"9020","PstI.TP198422",3,7135302
"9021","PstI.TP1027731",3,7144004
"9022","PstI.TP65397",3,7162104
"9023","PstI.TP50134",3,7162561
"9024","PstI.TP476897",3,7193887
"9025","PstI.TP69148",3,7211746
"9026","PstI.TP101298",3,7218627
"9027","PstI.TP317707",3,7227117
"9028","PstI.TP630492",3,7227693
"9029","NsiI.TP557979",3,7233715
"9030","PstI.TP121825",3,7235288
"9031","NsiI.TP228391",3,7255373
"9032","PstI.TP1266849",3,7258095
"9033","NsiI.TP666753",3,7258282
"9034","NsiI.TP361583",3,7258340
"9035","NsiI.TP149035",3,7316431
"9036","NsiI.TP336212",3,7325935
"9037","NsiI.TP515361",3,7327286
"9038","PstI.TP238084",3,7339640
"9039","PstI.TP1226186",3,7342289
"9040","PstI.TP292055",3,7343426
"9041","NsiI.TP420657",3,7345169
"9042","PstI.TP346513",3,7347907
"9043","PstI.TP1246626",3,7356019
"9044","NsiI.TP555534",3,7370035
"9045","PstI.TP889842",3,7384338
"9046","NsiI.TP422766",3,7399644
"9047","PstI.TP1280623",3,7412529
"9048","PstI.TP202435",3,7414396
"9049","GFSSContig12703_673",3,7426013
"9050","PstI.TP418993",3,7426016
"9051","NsiI.TP462576",3,7449896
"9052","NsiI.TP4785",3,7454813
"9053","NsiI.TP221520",3,7460639
"9054","NsiI.TP461474",3,7462706
"9055","PstI.TP864108",3,7475336
"9056","PstI.TP391194",3,7481176
"9057","PstI.TP831915",3,7490442
"9058","NsiI.TP468961",3,7495751
"9059","PstI.TP226226",3,7504729
"9060","PstI.TP413820",3,7504817
"9061","NsiI.TP503043",3,7505890
"9062","NsiI.TP41559",3,7520352
"9063","PstI.TP39746",3,7551318
"9064","PstI.TP364785",3,7551383
"9065","PstI.TP170727",3,7559445
"9066","PstI.TP541042",3,7567947
"9067","NsiI.TP124820",3,7605662
"9068","PstI.TP796",3,7618646
"9069","PstI.TP877625",3,7621796
"9070","PstI.TP877626",3,7621814
"9071","PstI.TP1248568",3,7624589
"9072","PstI.TP492586",3,7659432
"9073","NsiI.TP527435",3,7664263
"9074","NsiI.TP520378",3,7666924
"9075","PstI.TP736914",3,7689930
"9076","PstI.TP115526",3,7689963
"9077","PstI.TP1107510",3,7711344
"9078","NsiI.TP502976",3,7719502
