"","Name","Chromosome","Position","OWA"
"24389","PstI.TP275900",2,70592522,0
"20362","PstI.TP1224948",2,70592770,0
"29605","PstI.TP623312",2,70592772,0
"21033","PstI.TP126284",2,70593281,0.671299660310462
"8466","NsiI.TP472192",2,70594449,0.435087210216914
"27927","PstI.TP488000",2,70608583,0.136526330124273
"15174","NsiI.TP784047",2,70615250,1.27474011562684
"5558","NsiI.TP366193",2,70615686,0
"18500","PstI.TP1120688",2,70631924,0
"30561","PstI.TP689231",2,70634264,0.0959921966930169
"23117","PstI.TP209410",2,70639586,0.192118509781176
"26793","PstI.TP4149",2,70643378,0.0644911536728447
"14976","NsiI.TP774085",2,70680647,0.00316565054200395
"2518","NsiI.TP20885",2,70680874,0.0686542198958482
"13110","NsiI.TP67925",2,70686406,1.1950455867973
"18878","PstI.TP1143879",2,70707227,0.383907541089728
"14936","NsiI.TP771783",2,70714209,0.883383292761307
"26585","PstI.TP402235",2,70727485,1.13423772143544
"2876","NsiI.TP226337",2,70734931,0.291926506207134
"4459","NsiI.TP313629",2,70760459,0
"8748","NsiI.TP485492",2,70768145,0.200706921434235
"32561","PstI.TP799398",2,70792274,1.13525416717846
"21394","PstI.TP1283713",2,70792323,0.327357357288747
"35258","PstI.TP948464",2,70792950,0
"17322","PstI.TP1053287",2,70803182,1.05570092741276
"28839","PstI.TP548897",2,70835377,0
"7677","NsiI.TP441913",2,70836472,0.289451690449686
"1945","NsiI.TP179944",2,70843380,0.451866323229916
"29206","PstI.TP58797",2,70845867,0.290941881313555
"24907","PstI.TP308882",2,70861060,0
"17185","PstI.TP1045751",2,70869265,0.79979784224833
"7655","NsiI.TP441416",2,70869755,0.346351036218471
"9382","NsiI.TP506753",2,70871451,0.130796001857543
"2597","NsiI.TP214170",2,70879253,0
"7234","NsiI.TP431410",2,70880127,0
"26208","PstI.TP380099",2,70908978,0
"15613","NsiI.TP80859",2,70913962,0.344167059625064
"1544","NsiI.TP159783",2,70917617,0
"26401","PstI.TP391279",2,70925840,0.240077011348755
"4539","NsiI.TP3186",2,70926056,0
"3694","NsiI.TP269799",2,70926214,0.0992116875946317
"13859","NsiI.TP717199",2,70926266,0.25151755191473
"26684","PstI.TP4086",2,70932438,0
"1935","NsiI.TP179335",2,70933511,0
"32294","PstI.TP785517",2,70940396,0.330569099478734
"5104","NsiI.TP346359",2,70972957,0
"22646","PstI.TP18451",2,70973688,1.384702722147
"1955","NsiI.TP180407",2,70976820,0.294072076017012
"18384","PstI.TP1113849",2,70994925,0
"574","NsiI.TP111392",2,71036593,0.327201750725358
"11739","NsiI.TP618019",2,71092848,0.0670297256994523
"32681","PstI.TP804767",2,71102945,0.156696045897764
"7393","NsiI.TP435728",2,71103910,0.228107502773738
"29821","PstI.TP636417",2,71118214,0
"23533","PstI.TP227133",2,71118714,0.778215390421458
"17836","PstI.TP1081008",2,71118803,0.0262589279244311
"24235","PstI.TP267051",2,71195963,1.12273993130186
"291","GFSSContig20018_1695",2,71215774,0.186111037115724
"2193","NsiI.TP194183",2,71215858,0
"27846","PstI.TP483917",2,71246092,0
"27847","PstI.TP483920",2,71246128,1.04383039422992
"27830","PstI.TP48338",2,71250737,0.0871794417876903
"1127","NsiI.TP136079",2,71254827,0.554644572211103
"23913","PstI.TP250100",2,71256308,0.403201514796543
"33383","PstI.TP844589",2,71256334,0
"6004","NsiI.TP388907",2,71256645,0.984326372310331
"21592","PstI.TP1295135",2,71260768,0.130399661266068
"25081","PstI.TP31701",2,71261586,0.373627495273526
"16840","PstI.TP1025634",2,71277610,0.21861963029511
"34006","PstI.TP876687",2,71285534,0
"30289","PstI.TP671654",2,71324361,0.0147194028517694
"32239","PstI.TP781971",2,71331724,0
"2613","NsiI.TP214929",2,71351884,0
"4617","NsiI.TP32273",2,71357596,0.41493786827616
"27660","PstI.TP474225",2,71358734,0.217499020455565
"11985","NsiI.TP625887",2,71362948,0.0923978979306497
"25816","PstI.TP356782",2,71378441,0.168893810603336
"22229","PstI.TP163375",2,71379619,0
"7915","NsiI.TP450800",2,71382441,0.404020111322227
"9395","NsiI.TP507237",2,71382528,0.385593561667051
"34300","PstI.TP893748",2,71384719,0
"20897","PstI.TP1254958",2,71396781,0
"7590","NsiI.TP439898",2,71404337,0.0840304933419358
"15924","NsiI.TP82254",2,71408121,0.00458485024869996
"34867","PstI.TP925474",2,71450209,0.705961101512538
"27454","PstI.TP459624",2,71457905,0.483441076053257
"26950","PstI.TP425751",2,71461615,1.30185668841671
"18443","PstI.TP1117116",2,71461640,0
"18340","PstI.TP1110867",2,71471291,0.477318643334126
"24597","PstI.TP291234",2,71490880,0.188528914416607
"24599","PstI.TP291348",2,71490922,0.164380129801744
"30602","PstI.TP691242",2,71491341,0.184729117950792
"34154","PstI.TP884754",2,71495745,0
"16215","NsiI.TP8544",2,71503634,0.187881804696428
"10259","NsiI.TP547555",2,71520352,0.688430380467475
"27111","PstI.TP439012",2,71527319,0.0473539860585005
"5083","NsiI.TP345583",2,71563186,0.391569795518902
"25006","PstI.TP31397",2,71568807,0.174221623236639
"7797","NsiI.TP444585",2,71581669,0.709736648572861
"29573","PstI.TP621469",2,71594764,0.0178908374538308
"4305","NsiI.TP306005",2,71594815,0
"27455","PstI.TP459634",2,71595601,0.498524501712617
"1208","NsiI.TP140285",2,71609172,0.0227769571824075
"1217","NsiI.TP141969",2,71609177,0.337585763600788
"1222","NsiI.TP142630",2,71609177,0
"1218","NsiI.TP141999",2,71609178,0.544266295590892
"34790","PstI.TP921432",2,71640137,0
"902","NsiI.TP126343",2,71669382,0.570139190947252
"26647","PstI.TP4051",2,71675375,0.0351301834005222
"19005","PstI.TP1150271",2,71680683,0
"29768","PstI.TP632746",2,71689525,0.278656821745648
"14726","NsiI.TP762041",2,71690501,0.576089839274299
"14727","NsiI.TP762042",2,71690505,0
"18378","PstI.TP1113712",2,71692555,1.02142330143128
"21046","PstI.TP1263302",2,71707680,0
"29281","PstI.TP596044",2,71708440,0.324730610110076
"414","NsiI.TP101471",2,71708844,0.257860165202612
"6656","NsiI.TP416000",2,71727096,0.40759673882388
"23562","PstI.TP229057",2,71728079,0.159195510483903
"29269","PstI.TP595439",2,71740048,0
"27895","PstI.TP486560",2,71750001,0.112567415297044
"10712","NsiI.TP56799",2,71751615,0.431286671704778
"24818","PstI.TP304739",2,71790900,0.0149688736454227
"34116","PstI.TP883174",2,71803435,0
"27810","PstI.TP482377",2,71803501,0.614403698118085
"184","GFSSContig17549_819",2,71805649,0.00649120950922337
"21812","PstI.TP139822",2,71811481,0.422127463949896
"19368","PstI.TP1169307",2,71816353,0
"29062","PstI.TP578158",2,71842980,0.623956082074734
"23317","PstI.TP217861",2,71848467,0.105121232328845
"26953","PstI.TP425840",2,71864917,0
"31519","PstI.TP743029",2,71882739,0.335202990094974
"20701","PstI.TP1245004",2,71910973,0.198608750786924
"24929","PstI.TP309757",2,71910998,0.372322818420514
"24581","PstI.TP290330",2,71935391,0
"35036","PstI.TP935052",2,71937638,0.0854314064210927
"22269","PstI.TP166155",2,71943540,0.147469413144338
"33650","PstI.TP857297",2,71950355,0
"1248","NsiI.TP144822",2,71951415,0.115629870218579
"7632","NsiI.TP440910",2,71951512,0
"19754","PstI.TP118776",2,71956309,0
"20387","PstI.TP1226157",2,71966862,0
"31950","PstI.TP767032",2,71966917,0
"1552","NsiI.TP16006",2,71985394,0.234533185225233
"9263","NsiI.TP503023",2,71986338,0.208733802484856
"30921","PstI.TP708099",2,71987708,0.461152806302403
"4390","NsiI.TP31010",2,72013712,0
"19328","PstI.TP1167444",2,72022190,0.23257629464427
"27701","PstI.TP476507",2,72023153,0
"1824","NsiI.TP174448",2,72030473,0.323909510809222
"31582","PstI.TP74603",2,72032620,0.154655013633555
"18930","PstI.TP1146849",2,72036886,0.420260410846404
"7530","NsiI.TP438594",2,72037052,2.05344150246472
"1497","NsiI.TP156747",2,72037359,0.101063154528583
"8802","NsiI.TP4874",2,72051499,0
"8806","NsiI.TP4875",2,72051507,0
"10171","NsiI.TP543408",2,72052989,0.131592174406479
"16229","NsiI.TP86315",2,72052998,0.18990098155267
"16248","NsiI.TP86948",2,72054087,0
"31485","PstI.TP741005",2,72058826,0.114057367870237
"25355","PstI.TP332110",2,72096377,0.141538909660928
"32953","PstI.TP820804",2,72096898,0.952454829458013
"22878","PstI.TP197055",2,72096988,0.37472697824639
"26497","PstI.TP39691",2,72097604,0.333091873658895
"34610","PstI.TP911720",2,72102883,0
"34609","PstI.TP911718",2,72102887,0
"27357","PstI.TP453807",2,72125384,0.106327632635539
"3957","NsiI.TP283312",2,72153084,0.0374776789141524
"11533","NsiI.TP609127",2,72163462,0.232410830974223
"20196","PstI.TP1215202",2,72163551,0
"11376","NsiI.TP59922",2,72170229,0.203524039100069
"31395","PstI.TP736251",2,72190143,0.00959804606469995
"6415","NsiI.TP408031",2,72193245,1.83028354223398
"35542","PstI.TP971693",2,72196985,0.117959275524706
"35121","PstI.TP940518",2,72206315,0
"30315","PstI.TP674170",2,72206365,0
"22767","PstI.TP190631",2,72207342,0.184495551942338
"7067","NsiI.TP427100",2,72211902,0.13148451045837
"9946","NsiI.TP530279",2,72212478,0.00169637334966434
"11604","NsiI.TP611963",2,72221752,0.149771028215981
"35531","PstI.TP970991",2,72222252,0.275806280628844
"30319","PstI.TP674366",2,72225136,0
"30318","PstI.TP674364",2,72225142,0.222700983032485
"3369","NsiI.TP25009",2,72225661,0.65871916244859
"4595","NsiI.TP321743",2,72239402,0.571696929792234
"14944","NsiI.TP772242",2,72242394,0.154553786178874
"12140","NsiI.TP631439",2,72246697,0.440358589248217
"28419","PstI.TP523535",2,72259109,0.261121429811678
"31005","PstI.TP71294",2,72259211,0.41305174588861
"18811","PstI.TP1139713",2,72261109,0.0264362962740826
"28247","PstI.TP50939",2,72265591,0
"17685","PstI.TP1071968",2,72265698,1.47865768701632
"17686","PstI.TP1071969",2,72265725,0.0247754182553164
"19931","PstI.TP1197317",2,72276730,0
"24436","PstI.TP279484",2,72288823,0.146125101324144
"15460","NsiI.TP798911",2,72297880,1.41373773812036
"35196","PstI.TP944645",2,72305368,0
"30425","PstI.TP681637",2,72313757,0.319263865034858
"30285","PstI.TP671248",2,72313766,0.0126423924857326
"16396","PstI.TP1000478",2,72314995,0
"10752","NsiI.TP57066",2,72316913,0.347874125310348
"29971","PstI.TP645063",2,72322091,2.13283905175454
"21234","PstI.TP1274263",2,72323176,0.0230329171170635
"34557","PstI.TP908782",2,72357451,0
"15826","NsiI.TP818876",2,72357498,0
"3617","NsiI.TP265519",2,72361853,0.242144255100724
"7777","NsiI.TP444103",2,72395635,0.0117000444015314
"11414","NsiI.TP601798",2,72417322,0.605817975484736
"35301","PstI.TP951622",2,72433507,0.804324115862053
"31281","PstI.TP729769",2,72439495,0.161819033188613
"165","GFSSContig17006_576",2,72443507,0.225957209259483
"32185","PstI.TP778721",2,72456067,0.980628632337142
"32184","PstI.TP778717",2,72456107,1.23565054937585
"14675","NsiI.TP759619",2,72462554,0.241531396053855
"17433","PstI.TP1059278",2,72486659,1.29486753714141
"9997","NsiI.TP532390",2,72514246,0.158550754166004
"9962","NsiI.TP530876",2,72514281,0.392963720374734
"26272","PstI.TP383381",2,72517227,0.0973250930570593
"9827","NsiI.TP523910",2,72531506,0.027403869311162
"31228","PstI.TP727010",2,72532686,2.71843558708181
"31229","PstI.TP727016",2,72532686,0.623220905493831
"31231","PstI.TP727107",2,72532686,0.0138713307084711
"31232","PstI.TP727161",2,72532686,0.109398369327143
"31227","PstI.TP727001",2,72532688,0.00421820532640646
"31230","PstI.TP727092",2,72532688,0.292712787399072
"30248","PstI.TP668465",2,72532742,0.423531369290378
"12563","NsiI.TP655201",2,72534022,0.0609467683200352
"8967","NsiI.TP493169",2,72539660,0
"20547","PstI.TP1235971",2,72541421,1.70190879078617
"10993","NsiI.TP579877",2,72558498,0.0784768866989798
"28442","PstI.TP52519",2,72565878,0
"24841","PstI.TP305982",2,72575359,0.234251836910831
"27743","PstI.TP478371",2,72594799,0.258170192808963
"34245","PstI.TP890801",2,72613106,1.07738969632902
"10182","NsiI.TP544028",2,72616788,0.477450827327316
"24490","PstI.TP28499",2,72618880,0.638551962737722
"23162","PstI.TP210905",2,72650615,0.496218431512522
"27020","PstI.TP432405",2,72662195,0
"13863","NsiI.TP717252",2,72662923,0.62222275536343
"11795","NsiI.TP620094",2,72685163,0.0799173088999442
"14969","NsiI.TP773490",2,72685265,0.595158020083882
"35826","PstI.TP987734",2,72694881,0
"23094","PstI.TP208273",2,72705924,2.7202886848295
"12440","NsiI.TP6465",2,72708844,0.113163727430305
"32490","PstI.TP795095",2,72710649,0.367722053322673
"14527","NsiI.TP753660",2,72714981,0.534115827348684
"18405","PstI.TP1114754",2,72715985,0.421520457658697
"9307","NsiI.TP503982",2,72721437,0.163239882842833
"10115","NsiI.TP539242",2,72721874,0.209907285825585
"11773","NsiI.TP619492",2,72752987,0.264427466006101
"2995","NsiI.TP232331",2,72757508,0
"17684","PstI.TP1071759",2,72760203,0.0676224072680748
"27293","PstI.TP450294",2,72761555,1.10820429512443
"24136","PstI.TP261926",2,72788934,0.828713689394509
"17317","PstI.TP105258",2,72804076,0
"24442","PstI.TP279818",2,72818970,0
"16607","PstI.TP1012808",2,72820597,0.375120369449557
"10635","NsiI.TP563567",2,72884008,0.445161097192652
"27327","PstI.TP452201",2,72888145,0
"1223","NsiI.TP14271",2,72918724,1.13259230858858
"33974","PstI.TP875140",2,72930521,0.498117432912075
"218","GFSSContig18404_380",2,72941797,0.207310078247371
"32844","PstI.TP814688",2,72959515,0
"1029","NsiI.TP132109",2,72971977,0.279924244960257
"19929","PstI.TP1197267",2,72980167,0.292635820889141
"14673","NsiI.TP759568",2,72981996,0.540242674057952
"23742","PstI.TP239129",2,72983624,0.400018731916275
"29375","PstI.TP60395",2,73017155,0
"33398","PstI.TP845428",2,73021573,0.693530031472013
"16177","NsiI.TP835221",2,73022807,0.304974876674002
"18096","PstI.TP1096440",2,73055036,0.90821415132627
"2815","NsiI.TP223943",2,73061862,0.430265732307525
"19885","PstI.TP119425",2,73077344,0.618847465354952
"5177","NsiI.TP349839",2,73083143,0.0626879765165658
"28154","PstI.TP503391",2,73095782,0.588750933026799
"4334","NsiI.TP307543",2,73096489,0.364643758202272
"9370","NsiI.TP506343",2,73096530,0
"20626","PstI.TP124082",2,73100016,1.004128358162
"35198","PstI.TP944726",2,73103112,0.325484617850924
"18298","PstI.TP1108387",2,73105706,0.0735063230246308
"29043","PstI.TP577025",2,73118159,0.63062879396933
"30055","PstI.TP65061",2,73159281,0.838244175267086
"22231","PstI.TP163618",2,73163982,0.724638579305043
"7913","NsiI.TP450783",2,73164177,0.447243868855362
"25875","PstI.TP360015",2,73181318,0
"16129","NsiI.TP832286",2,73185615,0.604232936842359
"27940","PstI.TP488926",2,73214655,0.0290286630175692
"8732","NsiI.TP485031",2,73215522,0.284880252031135
"20175","PstI.TP1213861",2,73220469,0.449268013367304
"2699","NsiI.TP218162",2,73233162,0.197008258951143
"32552","PstI.TP798652",2,73255657,0.630440620244519
"7878","NsiI.TP449902",2,73259064,0
"952","NsiI.TP128643",2,73262159,0.176634839593093
"2676","NsiI.TP217295",2,73278952,0
"26417","PstI.TP39230",2,73281829,0.131287003750876
"1902","NsiI.TP177467",2,73282771,0.414340251001493
"26651","PstI.TP405253",2,73300771,0.208852180808056
"3046","NsiI.TP235005",2,73301064,0.0924671116422078
"5876","NsiI.TP381422",2,73301073,0.276511210358846
"30368","PstI.TP677208",2,73306633,0.0493039138198451
"13409","NsiI.TP694621",2,73306694,0.25528187688465
"18841","PstI.TP1141184",2,73316224,0.482057697905245
"29847","PstI.TP63776",2,73323191,0.0415838493216862
"29845","PstI.TP637692",2,73332665,0.540340920224284
"34770","PstI.TP920295",2,73373373,0.752959165538053
"17981","PstI.TP10906",2,73392402,0
"20206","PstI.TP1215716",2,73397741,0.136368553040732
"25893","PstI.TP360667",2,73427599,0.0431931934333667
"29015","PstI.TP574317",2,73427677,0.626022490021024
"6320","NsiI.TP404589",2,73446605,0.154387925939939
"34122","PstI.TP883444",2,73448450,0.00465814374876001
"4259","NsiI.TP30367",2,73460629,0
"33184","PstI.TP834285",2,73460645,0.464147515297583
"987","NsiI.TP130519",2,73476327,0.165804078079699
"34494","PstI.TP905685",2,73489863,0.0739169236174195
"34584","PstI.TP910279",2,73490064,2.07807073284983
"4193","NsiI.TP300576",2,73492961,0.391834623184447
"17591","PstI.TP1066472",2,73495691,0.810148334924977
"15877","NsiI.TP820576",2,73503160,1.61874872970895
"23718","PstI.TP237905",2,73515537,0.0254760169155979
"14775","NsiI.TP763815",2,73556862,0.270219643770476
"17266","PstI.TP1049477",2,73562509,0.822770663286219
"30567","PstI.TP689286",2,73563234,0
"20497","PstI.TP1232618",2,73564672,0
"26406","PstI.TP391442",2,73566067,0.432663210482437
"26343","PstI.TP387550",2,73605960,0
"26943","PstI.TP425439",2,73607787,0.155148333310049
"6062","NsiI.TP391289",2,73619415,0.0490953699451846
"23320","PstI.TP218011",2,73633092,1.58886954891399
"25433","PstI.TP336193",2,73663045,0
"9322","NsiI.TP504479",2,73713191,0.165712670411815
"1043","NsiI.TP13267",2,73718309,0.100876301166636
"31999","PstI.TP770044",2,73737012,0.718412290635147
"12565","NsiI.TP655253",2,73773883,0.0761391207386846
"16548","PstI.TP1009658",2,73789690,0.585129262081621
"6122","NsiI.TP394376",2,73795096,0.437656901456998
"4537","NsiI.TP318539",2,73815438,0.0890595282424412
"7896","NsiI.TP450366",2,73815537,0.819624887641668
"11879","NsiI.TP622318",2,73833914,0.150060875223045
"5317","NsiI.TP355817",2,73882730,0
"7361","NsiI.TP434582",2,73887451,0.604208756848238
"30734","PstI.TP698939",2,73889603,0.0561632054525188
"33070","PstI.TP828603",2,73889665,0.60188088304124
"3649","NsiI.TP267353",2,73896405,1.3351938898178
"33989","PstI.TP875591",2,73899609,0.221900660751805
"29569","PstI.TP621386",2,73900604,0.279249439096496
"20489","PstI.TP1231486",2,73904492,0.854023050818073
"19899","PstI.TP1194820",2,73905813,0.626935273074198
"30092","PstI.TP653588",2,73909840,0
"27081","PstI.TP437086",2,73910094,0.0312273854652454
"33706","PstI.TP86096",2,73912891,0
"30302","PstI.TP673173",2,73925420,0.59187834057875
"18557","PstI.TP1124025",2,73928606,0.487040394479044
"19411","PstI.TP1171650",2,73930357,0.30986875847016
"3163","NsiI.TP241079",2,73951476,0.800980290933984
"26034","PstI.TP368759",2,73973899,0.348414261720978
"24720","PstI.TP299144",2,73974614,0.429523263848119
"15029","NsiI.TP777037",2,73985749,0.0746828970260563
"29675","PstI.TP627658",2,73988488,0.526935475235226
"1003","NsiI.TP131202",2,73995438,1.44058130200445
"17209","PstI.TP1046882",2,74014248,0.280253106894703
"7382","NsiI.TP435423",2,74014463,0
"33148","PstI.TP832728",2,74016042,0.23737669108909
"7191","NsiI.TP430509",2,74026177,0
"11951","NsiI.TP624493",2,74026388,0
"15356","NsiI.TP794351",2,74027441,0.634602491474727
"30076","PstI.TP652075",2,74034354,0.243469036392686
"4838","NsiI.TP332537",2,74045155,0.280390357639551
"26965","PstI.TP426606",2,74067576,0
"35113","PstI.TP939943",2,74074703,0.10489903429308
"26007","PstI.TP366617",2,74102969,0
"16711","PstI.TP1018526",2,74108162,0.27196381134191
"35358","PstI.TP956112",2,74134866,0.891135494374808
"17863","PstI.TP1083210",2,74137420,0.643388317346612
"333","GFSSContig3429_157",2,74145571,0.377221437577242
"12184","NsiI.TP632649",2,74155149,0.453517300938032
"9513","NsiI.TP511048",2,74157361,0.135942673064235
"32264","PstI.TP783653",2,74160306,0
"16835","PstI.TP1025461",2,74160371,0.264469542168031
"30234","PstI.TP667855",2,74180736,0.31777284101837
"8754","NsiI.TP485639",2,74181691,0
"7741","NsiI.TP44316",2,74181876,0.22287631847195
"18789","PstI.TP113808",2,74189742,0.371480766609124
"18420","PstI.TP1115678",2,74207862,0.321308825320016
"23581","PstI.TP229546",2,74208278,0
"35736","PstI.TP98285",2,74208363,0.0776107360136217
"29293","PstI.TP597315",2,74225334,0.517735788407081
"27619","PstI.TP470724",2,74233578,0
"4862","NsiI.TP333723",2,74239929,0
"7427","NsiI.TP436561",2,74244361,0.0366373952831424
"2096","NsiI.TP188428",2,74244645,0.701830233018256
"30589","PstI.TP690716",2,74246727,0.147166454197775
"5316","NsiI.TP355804",2,74246894,0.89885346790284
"25110","PstI.TP318623",2,74247436,0
"14061","NsiI.TP730806",2,74269636,0
"30338","PstI.TP675484",2,74274060,0
"18801","PstI.TP1139105",2,74276092,1.0359799535293
"28702","PstI.TP541575",2,74276308,0.01175825201885
"23965","PstI.TP253012",2,74284979,0.154037843913909
"20006","PstI.TP1201483",2,74285052,0.195168518596067
"14625","NsiI.TP757015",2,74305571,0.280087518257321
"16366","NsiI.TP98486",2,74337544,0
"29691","PstI.TP628733",2,74339825,0.398424310255056
"3152","NsiI.TP240682",2,74341499,0
"35428","PstI.TP963472",2,74365535,0
"21630","PstI.TP131041",2,74365562,0.154706778951764
"35950","PstI.TP994553",2,74405508,0.291872716948876
"12780","NsiI.TP667943",2,74406586,0.0562406035503473
"6811","NsiI.TP421092",2,74418745,0
"27797","PstI.TP481651",2,74433538,0.320762729800856
"12103","NsiI.TP630500",2,74435495,0.462910358002114
"14661","NsiI.TP7588",2,74438360,0.780311014643392
"12711","NsiI.TP665402",2,74460311,0
"22303","PstI.TP16800",2,74460397,0
"499","NsiI.TP106851",2,74463789,0.142425905131596
"14664","NsiI.TP759023",2,74474776,0.0827067266157768
"31643","PstI.TP749093",2,74477521,0
"9460","NsiI.TP50958",2,74502622,0
"21976","PstI.TP147859",2,74518389,0
"1202","NsiI.TP139942",2,74519273,0.549110012219641
"20375","PstI.TP1225669",2,74521583,0
"19565","PstI.TP1179090",2,74526134,1.10067700715358
"9592","NsiI.TP514967",2,74529451,0
"34394","PstI.TP899848",2,74532319,0.00456987747267039
"24833","PstI.TP305275",2,74544938,0
"35563","PstI.TP972757",2,74544996,0
"31663","PstI.TP750088",2,74551816,0.763171766465522
"29523","PstI.TP617580",2,74592975,0
"24164","PstI.TP263268",2,74593677,0.463564249186046
"28734","PstI.TP5429",2,74605041,0.372634444756195
"14379","NsiI.TP747508",2,74610627,0
"12270","NsiI.TP635643",2,74627072,0.104258248627779
"6739","NsiI.TP41841",2,74627859,0.603329590934472
"27699","PstI.TP476220",2,74636899,0
"63","GFSSContig12299_294",2,74657970,0.0182800449376792
"5739","NsiI.TP374646",2,74682302,0.0157025334626558
"33769","PstI.TP863693",2,74699135,0
"1130","NsiI.TP136162",2,74701703,0.21504960862606
"33373","PstI.TP843926",2,74702611,0.440829874535957
"4883","NsiI.TP335419",2,74707808,1.01683918007481
"21745","PstI.TP13629",2,74748191,3.19730962187786
"13501","NsiI.TP699560",2,74758879,0.0369149963459384
"14399","NsiI.TP748304",2,74773992,0.18818405606501
"32258","PstI.TP783172",2,74775056,0
"24183","PstI.TP264141",2,74829513,0
"7433","NsiI.TP43669",2,74830506,0.150552608072223
"28377","PstI.TP51995",2,74836619,0.403536939075201
"323","GFSSContig2383_483",2,74841918,0.482058344652451
"22168","PstI.TP160077",2,74853246,0.586618904879202
"16970","PstI.TP103361",2,74859736,0
"7180","NsiI.TP430233",2,74867064,0.254999362398282
"10017","NsiI.TP533181",2,74867953,0.765662659758673
"32655","PstI.TP803610",2,74889401,0.119536648042391
"1067","NsiI.TP133835",2,74932493,0.782468317281389
"3166","NsiI.TP241120",2,74944352,0.107725986604151
"898","NsiI.TP126113",2,74966338,0.500253576780343
"18175","PstI.TP1101453",2,74966614,0.214433535101914
"19225","PstI.TP1162079",2,74969881,0
"26856","PstI.TP418762",2,74972183,0.0996629186243801
"33243","PstI.TP836656",2,74973104,0.261085162003816
"33236","PstI.TP836370",2,74973263,1.7693577403965
"26572","PstI.TP40154",2,74988847,1.68325460353744
"1690","NsiI.TP167396",2,75013814,1.8353808109588
"13850","NsiI.TP716920",2,75017730,0.0381842093109053
"31337","PstI.TP732685",2,75019634,0.537810592319815
"23300","PstI.TP217373",2,75022093,0.0733622412179459
"23264","PstI.TP215841",2,75022138,0.301898704478801
"6978","NsiI.TP424626",2,75047684,1.55211248600738
"7167","NsiI.TP429862",2,75047703,0
"13099","NsiI.TP678903",2,75062699,1.0189711858993
"2292","NsiI.TP198676",2,75069959,0.0115681085414985
"31933","PstI.TP766006",2,75070517,0.467930683800841
"8901","NsiI.TP490519",2,75142389,0.895261411232192
"8666","NsiI.TP482616",2,75179365,0.091342451943833
"9230","NsiI.TP502025",2,75191746,0.0896121625493166
"8085","NsiI.TP458534",2,75191846,1.16219496374251
"10013","NsiI.TP532921",2,75209767,0.110095633139958
"13576","NsiI.TP703439",2,75214252,1.1562716080233
"13258","NsiI.TP686399",2,75214286,0.121319936462395
"35051","PstI.TP936172",2,75217141,0.243496112829551
"3993","NsiI.TP286304",2,75224496,0.150546530147226
"26963","PstI.TP426528",2,75226780,0.411485813665961
"6163","NsiI.TP396238",2,75242223,0.637291171629476
"6215","NsiI.TP399251",2,75242266,0
"27470","PstI.TP46038",2,75257343,0.0813989712555939
"26781","PstI.TP414297",2,75262594,0.130375312196559
"192","GFSSContig17883_3292",2,75293222,0.528316997287286
"34725","PstI.TP91738",2,75325372,0.487586570492463
"30732","PstI.TP698852",2,75333362,0.299792319430026
"27040","PstI.TP433676",2,75336590,0.0975510825401288
"11071","NsiI.TP585947",2,75347096,0
"27858","PstI.TP484959",2,75347407,0
"20003","PstI.TP1201365",2,75348824,0.648012612486908
"9950","NsiI.TP530485",2,75356155,0.536300864111946
"16657","PstI.TP1014870",2,75357159,0.0658653066397766
"21171","PstI.TP1270963",2,75367949,0
"8204","NsiI.TP464213",2,75413419,2.45940798894294
"1321","NsiI.TP148238",2,75418608,0.102730160918458
"22491","PstI.TP177130",2,75420404,0.152414703113619
"3564","NsiI.TP261212",2,75427990,0
"30238","PstI.TP668000",2,75429637,0.00548860111317525
"114","GFSSContig14716_1047",2,75444144,0.0317180561639189
"20697","PstI.TP1244481",2,75457518,0.647694293274085
"10524","NsiI.TP557805",2,75471445,0.147037397851063
"15016","NsiI.TP77639",2,75493158,0.800177134861997
"16281","NsiI.TP89226",2,75495877,0.33056629869292
"28418","PstI.TP523465",2,75496167,0
"21210","PstI.TP1272477",2,75556663,0.411224122434896
"29231","PstI.TP589928",2,75564388,0
"28799","PstI.TP547023",2,75564773,0.730773041312047
"17876","PstI.TP1084041",2,75593890,0
"2274","NsiI.TP197655",2,75607433,0.129571261599073
"6850","NsiI.TP421795",2,75631318,0.090475604342348
"6849","NsiI.TP421794",2,75631332,0
"34032","PstI.TP877840",2,75679813,0.161456046648977
"11223","NsiI.TP592344",2,75689234,0
"20725","PstI.TP124624",2,75731187,0.486109136465192
"1245","NsiI.TP144719",2,75734550,0.95259294194833
"1246","NsiI.TP144720",2,75734552,0.220354093646552
"32387","PstI.TP789962",2,75761816,0.678739197544499
"30484","PstI.TP684616",2,75766042,0
"1628","NsiI.TP164112",2,75774037,0.47867429806274
"11843","NsiI.TP621291",2,75792936,0
"19926","PstI.TP1196760",2,75793874,1.0472310889262
"5082","NsiI.TP345522",2,75795014,1.11696711667447
"11406","NsiI.TP601663",2,75796926,0.302122355845027
"14181","NsiI.TP737776",2,75806835,0.551948090346505
"10518","NsiI.TP557583",2,75812920,1.31623412529542
"35544","PstI.TP971823",2,75829543,0
"24206","PstI.TP265153",2,75829578,0.485635031424616
"382","GFSSContig9424_249",2,75838782,0.0587465426888119
"21747","PstI.TP136412",2,75942141,0.644067644955431
"12386","NsiI.TP643544",2,75946500,0.0844637192743993
"33539","PstI.TP852382",2,75954470,0.178290771557135
