"","Name","Chromosome","Position","SRD"
"35152","PstI.TP993599",1,15059302,0.28674633327665
"12152","NsiI.TP649739",1,15060402,0.570024494034882
"12165","NsiI.TP651148",1,15060420,0.0685621788244684
"12153","NsiI.TP649742",1,15060446,0.0431166086865256
"3441","NsiI.TP258606",1,15160092,0.289195878716143
"24397","PstI.TP311828",1,15160302,0.0705094529057064
"7766","NsiI.TP453296",1,15160906,0.0820897234418412
"24850","PstI.TP336162",1,15170686,0.634820926442077
"30876","PstI.TP745600",1,15174350,0
"9376","NsiI.TP51676",1,15234555,0
"16242","PstI.TP1015687",1,15247755,0.00999627136970815
"17067","PstI.TP1062718",1,15364899,0.586327025925941
"17332","PstI.TP1078239",1,15375816,0
"30059","PstI.TP698841",1,15386033,0.569850291919824
"2086","NsiI.TP190002",1,15394010,0.143337177498128
"1727","NsiI.TP171506",1,15417277,0.0449571955359501
"3387","NsiI.TP255144",1,15433398,0.0615215319698715
"12156","NsiI.TP649951",1,15467141,1.27583489437184
"31867","PstI.TP800100",1,15471914,0
"13997","NsiI.TP746922",1,15479561,0.215895300531739
"14205","NsiI.TP755310",1,15480859,0.0297049661783952
"7604","NsiI.TP444665",1,15492552,0.25882370034336
"34222","PstI.TP932846",1,15517451,0.0361774851282217
"20415","PstI.TP1256458",1,15517510,0
"25553","PstI.TP375366",1,15556694,1.91286201600775
"25544","PstI.TP37494",1,15597809,0
"17550","PstI.TP1092363",1,15638428,0.154837240352591
"28340","PstI.TP571211",1,15648129,0.0797390367183019
"25855","PstI.TP393750",1,15650792,0.39386696663118
"21443","PstI.TP147426",1,15718731,0
"4671","NsiI.TP330148",1,15807421,0
"25374","PstI.TP364469",1,15807512,0.209252916966659
"28653","PstI.TP597611",1,15812434,0.381548450404073
"15586","NsiI.TP825699",1,15815917,0.0415337780417466
"28007","PstI.TP537488",1,15836219,1.42950229716515
"24370","PstI.TP31035",1,15851386,0.17816697534201
"33588","PstI.TP896922",1,15851610,0.247367744574322
"11461","NsiI.TP618751",1,15855923,0.351823478429826
"31398","PstI.TP774779",1,15879997,0
"31421","PstI.TP775724",1,15890437,0.144147348937192
"171","GFSSContig17245_347",1,15924838,0.263346106875427
"172","GFSSContig17245_481",1,15924972,0.846551345172743
"23508","PstI.TP256999",1,15936570,0.386454003224143
"30739","PstI.TP73792",1,16408882,1.18570179395506
"28188","PstI.TP548596",1,16432580,0
"17824","PstI.TP1108027",1,16453688,0
"2485","NsiI.TP210346",1,16604420,0.603033121074553
"2484","NsiI.TP210345",1,16604421,0.00306243560734534
"24407","PstI.TP312264",1,16641290,1.13688743129271
"8954","NsiI.TP500717",1,16675031,0.282037849716986
"27063","PstI.TP475870",1,16694458,0.355218281233666
"22124","PstI.TP184964",1,16701416,0.452301778740963
"18525","PstI.TP1150194",1,16733554,0.226337021640105
"7747","NsiI.TP452510",1,16761671,0.672367030384167
"23947","PstI.TP286374",1,16762028,0.0635537687082554
"1132","NsiI.TP137056",1,16781901,0.413770816183477
"17070","PstI.TP1062903",1,16796019,0
"15664","NsiI.TP829961",1,16799395,0.38892855515305
"8892","NsiI.TP498832",1,16844150,0.00162482922097341
"31338","PstI.TP772190",1,16854375,0.500487526697974
"3354","NsiI.TP253869",1,16894827,0.193194068106247
"25134","PstI.TP351621",1,16931277,0.290138431111187
"5028","NsiI.TP34852",1,16931827,0.169236728769792
"4884","NsiI.TP340676",1,16940162,0
"287","GFSSContig19978_2050",1,16994300,0.100527127226889
"19518","PstI.TP1202247",1,17001036,0.127042529011916
"11084","NsiI.TP598222",1,17012247,0.0833244001787627
"17","GFk50ctg100382_211",1,17024823,0.315169413559941
"28","GFSSContig10419_989",1,17026623,0.799529680804312
"242","GFSSContig18974_238",1,17068192,0.0942920874320904
"25697","PstI.TP38431",1,17117695,0.0642262954033413
"14284","NsiI.TP759031",1,17129533,0.248180721461814
"33243","PstI.TP875497",1,17132096,0
"23730","PstI.TP270063",1,17132801,0
"14010","NsiI.TP747614",1,17192351,0
"25653","PstI.TP381954",1,17197451,0
"5008","NsiI.TP347636",1,17221327,0.401818486704204
"4107","NsiI.TP301063",1,17242293,0.897703819850938
"23783","PstI.TP272849",1,17249586,0.633359861546497
"5144","NsiI.TP35382",1,17263489,0.01161446815702
"7867","NsiI.TP458186",1,17286811,0.0609845161753859
"12039","NsiI.TP641314",1,17429648,0.0805617128961417
"18187","PstI.TP1129496",1,17451041,0
"2883","NsiI.TP229448",1,17457495,0.941915217178218
"16514","PstI.TP103232",1,17462250,0.0589894733434898
"27843","PstI.TP527404",1,17466495,0.233209413554568
"23514","PstI.TP25758",1,17466771,0.267557896056854
"7959","NsiI.TP462375",1,17470507,0.141285651763019
"34824","PstI.TP97518",1,17476051,0.198216920084846
"16389","PstI.TP1024630",1,17476089,0.0427139107937978
"9613","NsiI.TP525823",1,17484007,0
"28275","PstI.TP55799",1,17484725,0.00311980237747238
"8317","NsiI.TP474832",1,17489398,0
"8062","NsiI.TP466365",1,17489404,0.0186682019914283
"19473","PstI.TP1199193",1,17514474,0.0890981314674192
"19472","PstI.TP1199192",1,17514476,0.357055449012618
"21555","PstI.TP155582",1,17577155,0
"8277","NsiI.TP473032",1,17585225,0.134949656134781
"24524","PstI.TP318302",1,17585680,0.582472948892893
"2491","NsiI.TP210953",1,17586467,0
"11681","NsiI.TP625844",1,17592650,0
"24399","PstI.TP311967",1,17610629,0
"25828","PstI.TP392482",1,17611146,0
"23850","PstI.TP277421",1,17621133,1.04415047628909
"19759","PstI.TP1219099",1,17631595,0
"24115","PstI.TP297269",1,17656465,1.30304463666063
"11011","NsiI.TP594902",1,17688614,0.160035400732013
"1699","NsiI.TP169607",1,17749425,0.156986319405046
"32152","PstI.TP816389",1,17750979,0
"17400","PstI.TP1082699",1,17758802,0.797124269417704
"27996","PstI.TP537181",1,17761519,1.20910553562014
"27997","PstI.TP537182",1,17761520,0
"34995","PstI.TP985298",1,17808711,0.286454581976037
"30474","PstI.TP72214",1,17829896,0
"22736","PstI.TP21667",1,17831114,0.0989290575391977
"17639","PstI.TP1096743",1,17902676,0.0903035960435622
"2765","NsiI.TP224217",1,17932840,0.346196576636409
"8582","NsiI.TP487331",1,17957458,0
"8581","NsiI.TP487330",1,17957461,1.11072202811048
"22662","PstI.TP213346",1,17977700,0.386990332011771
"22289","PstI.TP194240",1,18003561,0.146255169723524
"33763","PstI.TP907404",1,18035898,0
"21440","PstI.TP147052",1,18036670,0
"33710","PstI.TP904357",1,18039419,0.0722841170608681
"7635","NsiI.TP446696",1,18054371,0.0450101418043257
"4071","NsiI.TP297192",1,18054455,0.14365584746962
"18538","PstI.TP115083",1,18065275,0.516987530552609
"14158","NsiI.TP753912",1,18081527,0.30064816184834
"32013","PstI.TP807298",1,18104978,1.13109479392974
"33815","PstI.TP909448",1,18163576,0.568745333797229
"25176","PstI.TP353784",1,18167193,0.464538985706353
"27643","PstI.TP510832",1,18167351,1.41411246024404
"4614","NsiI.TP32815",1,18169703,0
"2296","NsiI.TP20060",1,18191763,0.492385525309702
"20215","PstI.TP1245745",1,18203316,0.216951778136579
"20214","PstI.TP1245741",1,18203364,0.403943754376392
"19536","PstI.TP1203527",1,18203746,0.211867661988436
"14928","NsiI.TP792686",1,18214875,0.308168290423406
"10138","NsiI.TP553582",1,18225047,0
"15509","NsiI.TP822399",1,18230052,0
"8052","NsiI.TP465973",1,18243284,0.129382799202934
"19165","PstI.TP1183011",1,18308062,0
"25956","PstI.TP399941",1,18308136,0.368837254247337
"26870","PstI.TP460935",1,18308167,0
"25789","PstI.TP389887",1,18317107,1.43992582608801
"26011","PstI.TP402944",1,18317931,0.1733296024814
"8868","NsiI.TP496974",1,18321659,0.281225804334764
"20820","PstI.TP1279895",1,18383885,0.282463214635451
"20576","PstI.TP126528",1,18396876,0.156097800661852
"16309","PstI.TP102086",1,18402297,1.17731826843953
"33829","PstI.TP910433",1,18407927,0
"32573","PstI.TP840542",1,18414544,0.556167192019779
"26631","PstI.TP446397",1,18421945,0.160203340368995
"13068","NsiI.TP694875",1,18437117,0.217336741554157
"18130","PstI.TP1126710",1,18437271,0
"14564","NsiI.TP772843",1,18447607,0
"1685","NsiI.TP168692",1,18509909,0.00445017038170528
"5629","NsiI.TP375636",1,18514595,0.606052050898253
"25877","PstI.TP39503",1,18515765,0
"31550","PstI.TP782649",1,18524859,0.209342787101698
"1869","NsiI.TP17757",1,18535555,1.11992575953911
"13696","NsiI.TP730814",1,18543570,0
"34885","PstI.TP978920",1,18559835,0.167907853475719
"13682","NsiI.TP730116",1,18562747,0.432580497579889
"28594","PstI.TP590958",1,18570749,2.09407589189093
"33683","PstI.TP902375",1,18570894,0.395328887258303
"20777","PstI.TP1277242",1,18598884,0.11422298250691
"18094","PstI.TP1124228",1,18619316,0.839657955478396
"22543","PstI.TP207690",1,18619316,1.26826648860736
"27944","PstI.TP533117",1,18662889,0.00977865245026998
"2841","NsiI.TP227711",1,18774898,0
"16864","PstI.TP1052160",1,18775996,0
"20870","PstI.TP12832",1,18776455,0.217647084076407
"31224","PstI.TP765167",1,18780449,0.549274095675543
"21746","PstI.TP166501",1,18793961,0.570203357713572
"21718","PstI.TP164378",1,18794001,0.0677304412345308
"7982","NsiI.TP463409",1,18837893,0.173012731549174
"16817","PstI.TP1049351",1,18838580,0
"31434","PstI.TP776099",1,18880730,0.0566577087489241
"28822","PstI.TP611399",1,18887226,0
"11866","NsiI.TP632210",1,18891462,0.182931831491097
"28442","PstI.TP579656",1,18905212,0.729819642776337
"13740","NsiI.TP732577",1,18967273,0.0919154698557286
"34228","PstI.TP933002",1,18980084,0.100441321601427
"4238","NsiI.TP307600",1,19030036,0.196947924709014
"23536","PstI.TP259003",1,19053407,0.593412568644367
"18342","PstI.TP1140029",1,19067860,0
"1804","NsiI.TP175150",1,19077723,0.500900475314809
"32648","PstI.TP844462",1,19077913,0
"19272","PstI.TP1188252",1,19077945,0.261011838988536
"11172","NsiI.TP60355",1,19090165,0.0912057677976445
"24146","PstI.TP298371",1,19099334,0.749770030952204
"12627","NsiI.TP673534",1,19100277,0.210362992387106
"5203","NsiI.TP356370",1,19100329,0.0523378941010199
"26821","PstI.TP458499",1,19100550,0.273654036699348
"24677","PstI.TP32567",1,19196244,0.640741053051373
"26004","PstI.TP402708",1,19244402,0.247929588956967
"26002","PstI.TP402677",1,19244412,0
"22729","PstI.TP216475",1,19256904,0.447041529333321
"30091","PstI.TP700265",1,19260692,0.432044014926663
"583","NsiI.TP112078",1,19306902,0.188854532866874
"19342","PstI.TP1192096",1,19348919,0
"13713","NsiI.TP731560",1,19407596,0
"13271","NsiI.TP705647",1,19516496,0.597938447629346
"27250","PstI.TP48535",1,19526877,0.985192824105138
"31059","PstI.TP755111",1,19552506,0.228516350999157
"16624","PstI.TP104009",1,19553232,0.45447109297694
"16623","PstI.TP104004",1,19553251,0.0681078234585473
"29259","PstI.TP64230",1,19553346,0.616046422128901
"14398","NsiI.TP764230",1,19561377,0.950706925175541
"15094","NsiI.TP800691",1,19575278,0.210530166953245
"610","NsiI.TP113064",1,19596875,0.59125127359951
"19733","PstI.TP1217279",1,19627447,0.779529532831184
"28436","PstI.TP579186",1,19637965,0.245347681895583
"25309","PstI.TP360710",1,19693851,1.64882521435254
"23362","PstI.TP250169",1,19758326,0.945963785168421
"2531","NsiI.TP213305",1,19768755,0
"998","NsiI.TP131452",1,19869319,0
"6467","NsiI.TP414865",1,19871236,0.0582042805170939
"29906","PstI.TP689624",1,19885525,0
"13136","NsiI.TP698381",1,19909703,0.252547409915368
"33565","PstI.TP894707",1,19943755,0
"28372","PstI.TP574132",1,19943823,0
"27847","PstI.TP52776",1,19980086,0
"10654","NsiI.TP576208",1,19994793,0.529833048065189
"28661","PstI.TP598023",1,20000137,0
"17863","PstI.TP1110165",1,20001173,0
"33498","PstI.TP890955",1,20013544,0.0845887752969483
"33499","PstI.TP890977",1,20013575,0.185615928322508
"21799","PstI.TP169317",1,20049961,0
"34838","PstI.TP976118",1,20051732,0.777863436402569
"34233","PstI.TP933340",1,20057917,0.00271158342231016
"6545","NsiI.TP416977",1,20058002,0.12880964376287
"20638","PstI.TP1269238",1,20062856,0.0262630589553339
"18748","PstI.TP1162242",1,20076811,0.360386097391597
"22099","PstI.TP183711",1,20086049,0.375248393496194
"30466","PstI.TP721601",1,20117900,1.70163909908683
"19532","PstI.TP1203204",1,20170473,0
"2498","NsiI.TP211576",1,20196980,0.382735808775685
"28473","PstI.TP581539",1,20198717,0
"4442","NsiI.TP319812",1,20221389,0.0414960389935347
"25722","PstI.TP385421",1,20238710,0
"5113","NsiI.TP352570",1,20251715,0
"7443","NsiI.TP440927",1,20252244,0.0953222111997374
"19352","PstI.TP119299",1,20256212,0.632146465193198
"8796","NsiI.TP494369",1,20266459,1.19898295335023
"19799","PstI.TP1221288",1,20300650,2.12230555801671
"6576","NsiI.TP418168",1,20328405,0
"30357","PstI.TP71479",1,20431664,0
"21321","PstI.TP14098",1,20563933,0
"23246","PstI.TP242889",1,20584686,0.111899195398526
"9374","NsiI.TP51631",1,20587907,0.675793017525718
"5394","NsiI.TP363937",1,20591680,0.186240517645846
"2015","NsiI.TP186723",1,20683744,0.542234186730358
"20094","PstI.TP1239144",1,20685889,0.16575775750595
"32989","PstI.TP861963",1,20685949,1.80809053348042
"32990","PstI.TP861964",1,20685961,0
"6031","NsiI.TP396900",1,20733511,0.481473453572846
"29967","PstI.TP692910",1,20750897,0.30976944231005
"344","GFSSContig4787_601",1,20799071,0.0163511651107127
"22180","PstI.TP187958",1,20807868,0
"262","GFSSContig19471_685",1,20815453,0.0442967897281223
"26666","PstI.TP449104",1,20843899,0
"12390","NsiI.TP665420",1,20878178,0.096753793941365
"9012","NsiI.TP502602",1,20932230,0.0780293047801117
"31419","PstI.TP775660",1,20966649,0
"34910","PstI.TP980727",1,20986814,0.456414787302947
"30997","PstI.TP751380",1,21009178,0.792801715899067
"11385","NsiI.TP616011",1,21042200,0.236557927481275
"11234","NsiI.TP608895",1,21123105,0.125898749112409
"10343","NsiI.TP562524",1,21213159,0.393528796012449
"32774","PstI.TP851166",1,21305923,0.016772024480169
"31712","PstI.TP791712",1,21320307,0.921580391220348
"676","NsiI.TP116456",1,21339197,0.34191411929364
"1934","NsiI.TP181017",1,21440904,0.354449783396606
"23725","PstI.TP269661",1,21444393,1.14695854327706
"31959","PstI.TP804333",1,21450705,0.0978048603700272
"32276","PstI.TP82406",1,21456943,0.528755244060722
"15339","NsiI.TP813345",1,21499318,0.637944177345109
"23652","PstI.TP265375",1,21509659,0.194507806211071
"3989","NsiI.TP291566",1,21510033,0.0287843211012485
"6453","NsiI.TP41463",1,21517429,0.0507068900878601
"24394","PstI.TP31180",1,21521967,0
"23303","PstI.TP246926",1,21526787,1.21508592940718
"23659","PstI.TP265643",1,21534801,0
"30668","PstI.TP733780",1,21534851,0.17110586927566
"24390","PstI.TP31166",1,21535414,0.0803312448621198
"30612","PstI.TP730593",1,21558474,0
"8829","NsiI.TP495000",1,21577084,0.213638849217664
"34848","PstI.TP976681",1,21596763,0.00808958839133988
"9234","NsiI.TP509885",1,21597481,0.319065829914165
"4706","NsiI.TP331606",1,21598230,0
"19827","PstI.TP1222913",1,21606888,0.225168865283151
"24987","PstI.TP343978",1,21606944,0
"13497","NsiI.TP717159",1,21610202,0
"1723","NsiI.TP171370",1,21618374,1.58928742792495
"22387","PstI.TP198890",1,21626192,0.0834804518145369
"11563","NsiI.TP621849",1,21679396,0
"21967","PstI.TP17760",1,21692123,0.157732685480085
"14269","NsiI.TP758628",1,21736568,0.13080845135049
"11689","NsiI.TP626225",1,21785011,0.852611924019278
"15744","NsiI.TP834121",1,21845560,0
"13129","NsiI.TP698023",1,21880339,0.0502468522799877
"17275","PstI.TP1074331",1,21885836,1.01581367659867
"19411","PstI.TP119530",1,21888490,0.407955553601117
"858","NsiI.TP124898",1,21921051,0
"6137","NsiI.TP403194",1,21945850,0.510354379411133
"20376","PstI.TP1254328",1,22098030,0.916055862774261
"20377","PstI.TP1254352",1,22098030,1.26143717463652
"20379","PstI.TP1254439",1,22098030,0.769861235246299
"27074","PstI.TP476107",1,22162382,0
"27051","PstI.TP475168",1,22162401,1.37697153655012
"29567","PstI.TP667763",1,22192603,0
"1547","NsiI.TP161413",1,22222480,0.169720967314832
"35224","PstI.TP998401",1,22233896,0.737164751872436
"27406","PstI.TP493844",1,22248452,0
"31176","PstI.TP761935",1,22258955,0.236940216223706
"33746","PstI.TP90605",1,22269286,0.280760985307742
"14313","NsiI.TP760512",1,22274928,0.0545047228985329
"28111","PstI.TP543648",1,22275588,0.530767748979395
"13788","NsiI.TP736014",1,22331623,1.46634101134828
"29830","PstI.TP686526",1,22331623,0.860284589773976
"29831","PstI.TP686527",1,22331630,0.195742572618996
"18078","PstI.TP1123560",1,22335081,0.28743426858249
"4169","NsiI.TP304101",1,22335385,0
"6285","NsiI.TP408788",1,22357510,0
"7526","NsiI.TP442728",1,22435882,0.430196756035716
"11709","NsiI.TP62704",1,22461830,0.320992442678593
"11708","NsiI.TP62703",1,22461871,0.3604323986013
"22556","PstI.TP20840",1,22571279,0.0171346352241747
"33393","PstI.TP884268",1,22671173,0
"1903","NsiI.TP179553",1,22681787,0
"2516","NsiI.TP212379",1,22730922,0
"9049","NsiI.TP503471",1,22798219,0
"3227","NsiI.TP246767",1,22815883,0
"18616","PstI.TP1154991",1,22969451,0
"16647","PstI.TP1040925",1,23057306,0.840358346193617
"30537","PstI.TP726810",1,23057395,0.443899173858443
"18251","PstI.TP1133775",1,23057893,0.330720307464728
"18250","PstI.TP1133741",1,23057929,0.442481447111265
"29505","PstI.TP663223",1,23095352,0.231120127814512
"24713","PstI.TP328085",1,23102616,0
"33263","PstI.TP876768",1,23246197,1.08771225834666
"16299","PstI.TP1020277",1,23246220,0
"17807","PstI.TP1106448",1,23276548,0.312077884970174
"5652","NsiI.TP376615",1,23369581,0.00935858284414586
"26169","PstI.TP413554",1,23370056,0.45778988356463
"15697","NsiI.TP831456",1,23512118,0
"17927","PstI.TP1114341",1,23513036,0.803502569097689
"9493","NsiI.TP521439",1,23513091,0.168428401454389
"18422","PstI.TP1144827",1,23543304,0.00255795349793176
"26283","PstI.TP420365",1,23556111,1.68550520718439
"12664","NsiI.TP674958",1,23556185,0.038142941801056
"21243","PstI.TP13739",1,23745287,0
"21138","PstI.TP13231",1,23745299,0.0565460094628003
"27234","PstI.TP484228",1,23745334,0.117153231226534
"20417","PstI.TP1256502",1,23777666,0
"15361","NsiI.TP814348",1,23854028,0.206798846092859
"33173","PstI.TP871493",1,23884762,0.167583032537295
"22461","PstI.TP202565",1,23912623,0.78281119916318
"34993","PstI.TP985212",1,23912680,0.124374113575327
"30013","PstI.TP696637",1,23943590,0.603507381640511
"4523","NsiI.TP323761",1,23959003,1.5225936178582
"177","GFSSContig17336_1550",1,23965526,0.218204556996143
"33408","PstI.TP884909",1,23972025,0.681499156125487
"6931","NsiI.TP428122",1,24190942,0.927142325419301
"3130","NsiI.TP242000",1,24212453,0.0366290499144411
"9863","NsiI.TP539662",1,24405622,0.710782306310171
"26244","PstI.TP418337",1,24431944,0.165278952027757
"26243","PstI.TP418335",1,24431953,0.253615310379286
"3262","NsiI.TP248674",1,24465369,0.666057973227897
"11732","NsiI.TP628006",1,24471377,0.166333841282323
"12072","NsiI.TP643413",1,24476052,0.485317705457483
"15322","NsiI.TP812619",1,24481015,0
"12826","NsiI.TP681323",1,24522622,0.208279659759176
"30095","PstI.TP700409",1,24589061,0.298251614718223
"23916","PstI.TP283898",1,24589128,0.881021883377268
"31670","PstI.TP789478",1,24608035,0.590005086498435
"16855","PstI.TP1051892",1,24680518,0
"5159","NsiI.TP354424",1,24696627,0.898323162592929
"21235","PstI.TP136711",1,24697339,0.237234720626825
"27114","PstI.TP477936",1,24765218,0.788227251066792
"11344","NsiI.TP614612",1,24771257,0.97269781074327
"18813","PstI.TP1165429",1,24780813,1.11541792177245
"11987","NsiI.TP636354",1,24793038,0.479759685388366
"14932","NsiI.TP792909",1,24793039,0
"14196","NsiI.TP754954",1,24793080,0
"14933","NsiI.TP792915",1,24793083,0.769829365365336
"28503","PstI.TP583992",1,24802048,1.401996821317
"33473","PstI.TP889430",1,24803164,0.362866926788854
"17546","PstI.TP1092153",1,24809634,0.334942856878948
"11371","NsiI.TP615699",1,24833300,0.370922716977896
"22349","PstI.TP197351",1,24876065,0.245669116938311
"3607","NsiI.TP269540",1,24901828,0
"11903","NsiI.TP633763",1,25034365,0.416348406969253
"27636","PstI.TP510443",1,25088662,0.334174233591266
"22093","PstI.TP183213",1,25117469,0.078469897966204
"35061","PstI.TP98839",1,25165051,0
"7508","NsiI.TP442212",1,25199008,0.108224600941977
"27920","PstI.TP53225",1,25200640,0.996209170393154
"30338","PstI.TP713933",1,25304804,0.108568765257456
"26153","PstI.TP412574",1,25335508,0.0332806752291168
"21924","PstI.TP175730",1,25373881,0.742281188565747
"26772","PstI.TP455507",1,25454965,0.0253404084318159
"34320","PstI.TP938342",1,25465702,0.216459941379029
"28101","PstI.TP543090",1,25480362,0
"7435","NsiI.TP440783",1,25487685,0.21912732501041
"104","GFSSContig14236_783",1,25490866,0.0501099471609139
"25467","PstI.TP370290",1,25497963,0.0308848649451249
"31807","PstI.TP796726",1,25509474,0.349170129436611
"7514","NsiI.TP442344",1,25523877,0.222096791720531
"28607","PstI.TP592887",1,25527443,0.532410112220274
"5863","NsiI.TP388888",1,25587993,0.178057831001625
"7631","NsiI.TP446582",1,25591237,0.207386000916549
"33637","PstI.TP89975",1,25592124,1.0385290428958
"8433","NsiI.TP481995",1,25592128,0.67533225025866
"10520","NsiI.TP572024",1,25817159,0.037657635574921
"34400","PstI.TP942802",1,26010567,0.0469878210324208
"26998","PstI.TP47054",1,26095269,0.211656383237332
"17951","PstI.TP1115586",1,26270446,0
"5199","NsiI.TP356169",1,26312357,0.581174666782538
"20096","PstI.TP1239196",1,26316791,0.129822277664847
"14968","NsiI.TP794858",1,26320711,1.1784462691632
"17087","PstI.TP1063835",1,26479377,0.0374527509151155
"3896","NsiI.TP285879",1,26479498,0.643674365102228
"13245","NsiI.TP704474",1,26519309,0.119198971608017
"13246","NsiI.TP704475",1,26519314,1.55868661649346
"366","GFSSContig7729_683",1,26554524,0.213478695333107
"33739","PstI.TP905794",1,26554618,0.128791305002066
"13482","NsiI.TP716491",1,26782151,0.00169699351668307
"6819","NsiI.TP424885",1,26846480,0
"22716","PstI.TP21552",1,26847368,0
"31106","PstI.TP757921",1,26848011,0.660196929202762
"19740","PstI.TP1217912",1,26851894,0
"20036","PstI.TP1235653",1,26856510,0
"5679","NsiI.TP378252",1,26880821,1.07172715314842
"25958","PstI.TP400020",1,26901825,0.0900842041474707
"22339","PstI.TP19694",1,26927564,1.02118711011259
"25994","PstI.TP402314",1,26932166,0.536053497107758
"25968","PstI.TP400818",1,26932208,0.165882724999572
"24570","PstI.TP320357",1,26934148,1.85731500895123
"4945","NsiI.TP344815",1,27077303,0.748496023797279
"19123","PstI.TP118116",1,27080557,0.268437359966472
"27216","PstI.TP483670",1,27130763,0.464497525720912
"30269","PstI.TP709296",1,27152329,0
"23985","PstI.TP288641",1,27158173,0
"24344","PstI.TP309238",1,27158767,0
"25371","PstI.TP364380",1,27181483,0.576016455668395
"27833","PstI.TP52665",1,27201505,0.505804041729694
"1562","NsiI.TP161949",1,27353507,0.0622678328365954
"11843","NsiI.TP631800",1,27359405,0.471635146808059
"12862","NsiI.TP682778",1,27363743,0.1594239698158
"2961","NsiI.TP233987",1,27364229,0.0420567638770482
"11598","NsiI.TP622806",1,27365125,0.598369842966737
"29145","PstI.TP635703",1,27368323,0.0304832091152216
"19923","PstI.TP1227908",1,27374280,0.0805427415595399
"2854","NsiI.TP22822",1,27423923,0
"24330","PstI.TP308752",1,27449641,1.31327408853041
"28995","PstI.TP626212",1,27543084,0.51466010607573
"25850","PstI.TP393655",1,27733652,0.322004346706519
"13180","NsiI.TP701632",1,27877395,0.0908605158693008
"32389","PstI.TP830920",1,27988897,0
"4155","NsiI.TP303366",1,28076885,0.600977448169577
"20971","PstI.TP128835",1,28077998,0.780385538780742
"4152","NsiI.TP303265",1,28198704,0
"21953","PstI.TP176880",1,28241729,0.325063433338292
"14843","NsiI.TP787288",1,28276912,0.660878182456054
"14926","NsiI.TP792352",1,28276916,0
"14869","NsiI.TP788658",1,28276918,0.103724999476835
"14872","NsiI.TP789014",1,28276920,0.163001828632704
"14871","NsiI.TP788860",1,28276960,0
"625","NsiI.TP113555",1,28448779,0.1100666325318
"8901","NsiI.TP499188",1,28678132,1.01017325967491
"25572","PstI.TP376790",1,28681754,0.173558886233281
"33590","PstI.TP896979",1,28970255,0.0457725708846137
"694","NsiI.TP117794",1,29000859,0.805320609957254
"26811","PstI.TP45802",1,29365878,0
"30720","PstI.TP736666",1,29404566,1.72528481641584
"6837","NsiI.TP425431",1,29611471,0.911368368931514
"32478","PstI.TP835294",1,29611742,0.0101899090535838
"11899","NsiI.TP633588",1,29778455,0
"5954","NsiI.TP39290",1,30218094,0.532945779582264
"1858","NsiI.TP177297",1,30377847,0.364260341094565
"21482","PstI.TP150197",1,30650620,0.238164470762269
"28470","PstI.TP58145",1,30654828,0.0291013583210056
"24381","PstI.TP31070",1,30825121,0
"11456","NsiI.TP61845",1,30836654,0.0419327453687559
"18222","PstI.TP1132123",1,31011863,0
"6631","NsiI.TP420617",1,31035254,0
"27629","PstI.TP510044",1,31327463,0.21798080459406
"18741","PstI.TP1161943",1,31327654,0
"23844","PstI.TP277079",1,31345380,0.625172593198677
"28249","PstI.TP552564",1,31345670,0
"5973","NsiI.TP394009",1,33797640,0
"30304","PstI.TP711666",1,34470259,0.405055876851404
"26644","PstI.TP447726",1,34500570,0.31513149131365
"17774","PstI.TP1104697",1,34536264,0
"1206","NsiI.TP142936",1,35940462,0.261393483543854
"18687","PstI.TP1159015",1,36160534,0.327949991746065
"5617","NsiI.TP375233",1,37427919,0.27358141740557
"13629","NsiI.TP725781",1,37725091,0.215063508566432
"22562","PstI.TP20869",1,39514067,0.000417028463642337
"4197","NsiI.TP305483",1,39984940,0
"12761","NsiI.TP678897",1,45967425,0.307575339213376
"2631","NsiI.TP217547",1,45967901,0.152102682626213
"6471","NsiI.TP414962",1,46184765,0.711352577963022
"23065","PstI.TP231608",1,46403489,0.292957514062007
"19672","PstI.TP1213378",1,46786394,0
"34096","PstI.TP925101",1,47183326,0
"32759","PstI.TP850652",1,49250616,0
"11109","NsiI.TP601373",1,49722390,0.557478251066353
"23950","PstI.TP286748",1,49731278,0
"14771","NsiI.TP783625",1,49738878,0.0938511848689172
"23574","PstI.TP261824",1,50142562,0
"19291","PstI.TP1189297",1,50142670,0.567124016650178
"18746","PstI.TP1162168",1,50144561,0.462761217788583
"6329","NsiI.TP410418",1,50177681,0.231613114010186
"19803","PstI.TP122157",1,50223254,0
"31102","PstI.TP757744",1,50223956,0.528671322620656
"17657","PstI.TP109752",1,50256891,1.63244750529557
"15916","NsiI.TP95070",1,50298058,1.43827531924273
"10995","NsiI.TP594451",1,50298081,0.437375683734604
"7534","NsiI.TP443000",1,50535023,0
"19423","PstI.TP1196177",1,50596952,0.381827667412686
"21483","PstI.TP15026",1,50852743,1.75781055666562
"21484","PstI.TP15027",1,50852753,0.192965562664885
"10262","NsiI.TP558322",1,50863891,0.178478022433787
"13509","NsiI.TP717647",1,50889702,0.00231015130256597
"8645","NsiI.TP489333",1,50910297,0
"7336","NsiI.TP438157",1,51067369,0.261368718073761
"18524","PstI.TP1150172",1,51067431,0.72003833575057
"27029","PstI.TP473185",1,51128441,0.000823584162834559
"4260","NsiI.TP30868",1,51136397,0.0252699558297383
"25759","PstI.TP387658",1,51186931,0
