"","Name","Chromosome","Position","Surv","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","TFN.","FNMain","FNsmall","FD","SRD","ADD","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM"
"3173","PstI.TP912371",1,79754777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1277","PstI.TP1259171",1,79892318,0.829638193280681,1.5418602690403,2.22968191658059,1.24654311000337,1.32197462143525,1.19424051229826,2.14750128826904,1.96124141527844,1.77032452796942,2.21987421169124,0.947799369665006,0.137511315298806,1.61922292564355,1.51665439157833,1.46282770513337,0.761070715100245,0.420845715594399,1.37571027370871,0.290205500876089,0.21882235952243,0.237608527092504,0.1837692933352,0.311057773250275,0.231678006984916,0.234797805918327,0.236796349140775,0.296955290344095,0.238774290483849,0.300303399437624,0.185655919940145,0.185579451315197,0.175474073970391,0.45642459883468,0.25175414034213,0.208297497516103,0.237110745538037,0.260399417073914,0.207010361244587
"1601","PstI.TP245404",1,79960134,0.237556524559257,0.195455289132016,0.352779295286112,0.067900640370749,0.521036685944143,0.109299747869699,0.896230015655581,0.468098561690755,0.596999731145999,0.044057239725147,0.212352016269581,0.384831007851405,1.18870711232856,0.645139125808763,0.507614718557629,0.98948861478114,0.0537196868983083,0.752964465243025,2.44980182152208,2.37848755788523,2.39867267857297,2.42663683920415,2.49354695124019,2.30654084279834,2.3461679986971,2.4907549356518,2.63001383243023,2.22041478281312,2.38016516461461,2.59888244037641,2.54867788584402,2.25166126538815,2.39919521822664,2.79036117291691,2.42082810024203,2.44461982352688,2.47036970248323,2.52810534577492
"1330","PstI.TP1294472",1,80228389,0.809670157152797,0.659776236114912,1.00682228441559,0.287415223278949,0.125132222398311,0.248852458063455,0.536984070154917,0.145416220024244,0.109197705841335,0.512661279530599,0.280511211480939,0.0354417962557403,0.073081755043406,0.359247071987184,0.168085218465419,0.0275091761387616,0.543868104097507,0.650254808992244,0.29990992242333,0.261073261212748,0.290054330026241,0.312688021452235,0.319396641301961,0.255947967592261,0.23226738707917,0.305951329813306,0.292054433577395,0.276228283088344,0.25301711136634,0.338100539917011,0.229922221756282,0.238816900116488,0.277213582329654,0.456609106361967,0.301971093580699,0.280841767248678,0.284237102836192,0.245817522041445
"3019","PstI.TP851463",1,80479917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2265","PstI.TP532395",1,80511189,0.926629168876154,0.514226194080582,0.847101625410065,0.713165823761623,0.146976110879587,0.620337690767352,1.32679343797422,0.826819631111667,0.709637564177353,0.232102231725362,0.950391562184676,0.0577276773450499,0.675148028877322,1.00771648619264,0.476606788227174,0.0134214928933636,0.160197665271588,0.784955806897839,0.961465497097547,0.896949635096224,0.872179054140645,0.839330877282645,0.912710001119248,0.797647725323514,0.815413989522541,0.816805178083016,0.924536865431352,0.745629774991958,0.886181116078302,0.845359516958255,0.965266189237443,1.1265311414364,0.820054873439245,0.936491380816208,0.860167565576742,0.818687930157769,0.871376754392643,0.989683553136554
"568","NsiI.TP655257",1,80728948,1.1794144784265,0.58294301768515,0.688338094214012,0.501498662257924,0.396884154575046,0.521758135928504,2.26786237075115,1.21099318319096,1.29020729444325,0.898797304357345,0.489358600953572,0.676811544994129,1.9837290989459,1.97979438786774,1.95311554100683,0.11735705422453,0.00938248692397055,0.385843732588481,0.0342643855761419,0.116525456872034,0.00573585366815664,0.0180499034543584,0.00344642642699542,0.10800978126995,0.0324247514986085,0.0317216155264665,0.0257542542751152,0.0818209238577863,0.0595778972857589,0.0135169530603846,0.273078452836075,0.255129314818309,0.000562120824744413,0.0143461861601487,0.0146438793890424,0.0286440916428706,0.0176745795916558,0.232571715606737
"271","NsiI.TP418719",1,80872893,0.867739251297567,0.0489985860457131,0.124001375209109,0.109453149854875,0.0856666736161617,0.830676210696836,0.0231629070622522,0.167030569869056,0.199193375431424,0.0804295961279272,0.866050654638251,0.411958929064454,0.0207933807595414,0.301273986063876,0.185402076315332,0.543462720611094,0.0388158719696121,0.293747789120616,0.00591758890435281,0.0230817909501218,0.0316596963436456,0.0533392494634737,0.0197698297911528,0.03706645072995,0.0135345469899896,0.0511716924101902,0.00639598623468384,0.0451546097573674,0.00470686310023737,0.0576814855405858,0.0109287379335367,0.013988424930505,0.0556017444499715,0.08210421259791,0.0392852465446457,0.0358661140560991,0.0157964112354058,0.0130260039365902
"2628","PstI.TP703969",1,80877289,0.0365158230595103,0.802560207112894,1.39672844514472,0.520864620390461,0.413894926965045,0.12398143151232,0.392218336785609,0.366651488343498,0.348352572951699,0.175008541479456,0.167920632570714,0.0594833509750774,0.546267695973144,0.436456720251008,0.291160977699517,0.157177540384853,0.257061351324383,0.41537342632313,0.936429872028643,0.902540634202668,0.868377623382175,0.870395246851617,0.939077546193403,0.902469744692588,0.81146268117708,0.849151014716227,0.924145875045492,0.919428926160073,0.854428130088681,0.81218352110796,0.823247428820712,1.02294808931142,1.18420524397442,1.19344520483762,0.875282554078577,0.840309909393463,0.858339577732235,0.909704589400651
"3359","PstI.TP989477",2,124717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","NsiI.TP168250",2,153697,0.490409421490152,0.382201820526876,0.469291670488722,0.146362137920488,0.463785254296008,0.539794692734147,0.0253649474684377,0.542122508974349,0.496056954829396,1.35344478918051,0.0223089498666063,0.539237723395526,0.0361382715023247,0.0439945487689622,0.133683885962132,0.238767548179038,0.15873183524762,0.166637490483525,0.791964760119227,0.842787152360342,0.559419884854412,0.617849048897812,0.749995149599275,0.832045102749821,0.548989409250823,0.622639618290695,0.735545386338325,0.867070361138471,0.504782273968667,0.638339966278646,0.898463648321227,0.971262863698388,0.786303422501082,0.822304946601471,0.613949029084459,0.604368155572785,0.592511014063103,0.904381858906541
"255","NsiI.TP39740",2,186613,0.279768575666915,0.335962640405702,0.0888046514676886,0.435508642764431,0.209980483936734,0.301915837350876,1.68036077903314,0.517570428088184,0.404150841387161,0.375088900199865,0.541374431984616,0.918729514973097,0.350171435677921,0.371621108152727,1.05524464122956,0.0357093143873209,0.125457760411232,0.250916041942805,0.508940532246069,0.445211135350344,0.396704603904968,0.385680539260698,0.505544237346822,0.420822677170163,0.378334850400495,0.381365008203584,0.474592094062224,0.424932258736239,0.369614161494159,0.402267520055474,0.495882988007915,0.550356641236322,0.510308265340919,0.42011325076466,0.397678261475948,0.383216481384564,0.394482073824748,0.508739268806767
"1415","PstI.TP157588",2,329470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2360","PstI.TP576366",2,375350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241282080528391,0.27352972757193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1507","PstI.TP199591",2,465963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3016","PstI.TP850631",2,602280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","NsiI.TP282888",2,675031,1.192466308857,0.0824234879004692,0.306397214559143,0.0711031171638826,0.287610399521921,0.59775671497385,0.151541442763982,0.138016373964303,0.16719513286276,0.294762415017215,0.373546633297222,0.281431641294,0.236595534165144,0.347011075358222,0.151289671110507,0.545565388930702,0.382655533657318,0.0397011591390126,1.11536646940547,1.13736884247244,1.34999826650407,1.37238758600399,1.21720469484904,1.30067387281047,1.44563787593464,1.54927709412603,1.25078469199813,1.37167771190777,1.5128659743756,1.6085713741501,1.03452764445618,0.961104204547058,1.11080458167366,1.37695571546191,1.34522782871525,1.50887979605698,1.51653247950591,1.05644399023494
"2850","PstI.TP790069",2,699673,0.352432936655457,1.58335974104788,1.45807082783276,1.02124988969202,1.23331061800137,2.48064351256473,1.86121640847666,1.14153737594659,1.2853689581357,1.62981180464218,0.152995061789111,0.273129470672178,0.466121155253371,0.353407476374685,0.0731968036522982,0.0587120914175381,0.765121375840369,0.0239458581178043,0.562587173015158,0.616548951289141,0.497580314454838,0.548940473591562,0.549720349644827,0.63234414474516,0.512217560248823,0.51469539262079,0.619580835560047,0.6392578993466,0.433762670668274,0.466384955682842,0.643130254043566,0.471793534381247,0.32903945941765,0.272568311478154,0.535166469091481,0.517460645692791,0.477210759276546,0.570441194937647
"3","NsiI.TP102717",2,738120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1286","PstI.TP1263449",2,1474965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1899","PstI.TP361822",2,1673606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1531","PstI.TP211963",2,1768552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2147","PstI.TP470160",2,1964484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2131","PstI.TP460897",2,2074034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","PstI.TP1120910",2,2555547,0.0901226164425761,0.265026412117575,0.819476975278584,0.0993765492015831,0.143281796229243,0.275167135313807,0.855935509002513,0.36835752662799,0.579220838455191,0.283947294770582,0.337060813530881,0.213156120211506,0.747909903438406,0.399230396546216,0.313818061169358,0.165297082728854,0.0943721927987572,0.385812373633295,0.352303278511798,0.279845867833452,0.290155437067377,0.260374104629375,0.382970724735899,0.279572918707506,0.316673243230979,0.259735006669032,0.392427099477431,0.311817973220685,0.291043098511406,0.193914848359736,0.392253564481957,0.396883829173248,0.301095473702367,0.219445200941766,0.275780380358541,0.280110836165872,0.27224404430694,0.380545150847935
"1897","PstI.TP360841",2,2832783,0.0760744002397355,0.0199508672050276,0.110998933249966,0.0680500862076754,0.0514368585977839,0.182062935882424,0.297534318869126,0.295448121275713,0.180462613292767,0.0891061614615312,0.0536369920000683,0.182572725362888,0.292636011388736,0.445504031198395,0.297636819817584,0.0580926815856751,0.781433317584821,0.0881064789607743,2.59319292067621,2.48717903310377,2.57190767319337,2.52390810594753,2.56994557182311,2.522730211534,2.57236522493254,2.60154971373247,2.61045237098208,2.53823357768485,2.56319661158647,2.48464026839925,2.57426825543142,2.4272117815313,2.46923746895734,2.39803657358445,2.54699047720974,2.5947937439486,2.56093063475189,2.5577550922064
"3058","PstI.TP8678",2,2984246,0.59922526572039,0.272493880058685,0.3220903422593,0.402628735986173,0.507225331948441,0.0965523432881412,0.0285241885067395,0.109016366431354,0.0502839223551932,0.173719219306971,0.828006184174387,0.652587391955875,0.0363223671941134,0.249791135642589,0.27395278433214,0.191185772198233,0.326919656812301,0.786731531506481,0.318721005902205,0.267717619436284,0.352415221406082,0.338063681262747,0.289309422587085,0.293221358271629,0.369698663649311,0.335348067381688,0.298284451514675,0.363015069808828,0.323519001088793,0.30181868022222,0.276787637059262,0.244289464861195,0.263971714481821,0.214186293426874,0.339166009604319,0.345283224402613,0.319359110360321,0.268405830297772
"3317","PstI.TP972096",2,3042190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1571","PstI.TP229147",2,3390758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1547","PstI.TP219584",2,3429973,0.132910922303757,0.681155826184867,1.03694589655664,0.372505619598161,0.465360194810854,0.0745218348566945,0.401489319850832,0.691086661544296,0.655649399517,0.59786614861887,0.653692524490344,0.353701639833605,0.873246405776889,0.980909855599058,0.424358855139914,0.962501702714049,1.00820246397371,0.0716880780468015,0.142094927960395,0.131931185172826,0.124154357075549,0.157414717323898,0.146344043592338,0.123560505823241,0.132096522610257,0.179682601943654,0.102388258205595,0.0840105048932962,0.0975596822305347,0.171853138594226,0.10531889648601,0.190678159059278,0.269004526354211,0.187724918830008,0.143838430078477,0.162538511439164,0.118554128695646,0.136657211879641
"2123","PstI.TP458571",2,3669039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2859","PstI.TP794569",2,3715278,0.0583030478406935,2.30987072650773,1.65399750303188,2.23086718396633,2.20126716958213,2.11122034333635,0.743070524062581,1.29994407333726,1.18085839420673,1.84749151763702,0.129904535284822,0.122365290990592,0.256187023504589,0.666377632532804,0.585176125433322,0.0250847778990293,1.00614667890813,0.35217309509717,0.315917391346205,0.285660775756173,0.265462410463301,0.273146536525241,0.318931705324703,0.315672114703553,0.255495081151137,0.281319394092913,0.2478859736123,0.302226228848195,0.249072970375095,0.27215402073107,0.400646848477055,0.405871899718829,0.368637029147523,0.270478670717192,0.272906395839547,0.274182261344262,0.261283231194625,0.395183493898663
"423","NsiI.TP505510",2,3810005,0.130140395046629,0.100713812673353,0.43952343443117,0.152577985691506,0.0326144042839049,0.501225137105684,0.0126721361747519,0.161489182746285,0.167070969252231,0.420260933273715,0.140228715642496,0.0343330806981827,0.201633300505205,0.29037207007409,0.201952401965859,0.0664509087339999,0.0106985019223771,0.109840492590457,0.30587265942667,0.299159636966993,0.350612566905103,0.301337596162029,0.30467565978173,0.268020409133889,0.334101175144015,0.278510657729396,0.268444451846743,0.285149725702766,0.448276597059702,0.259738724908735,0.136975064198906,0.128225246963323,0.143219063307307,0.202862840648069,0.319294003188413,0.296899517602215,0.361914058577106,0.141106750771294
"2715","PstI.TP739775",2,3917222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","NsiI.TP362814",2,4591437,0.0902278158324625,0.322369132575448,0.37347112960282,0.005026891310508,0.507705216623017,0.023899169164009,0.216808383082308,0.00487589762963176,0.0139698431794437,0.0625188374173047,0.456158126432398,0.00141028817958056,0.262000766604265,0.15779751583712,0.510301178509547,0.333164881737045,0.156631242858291,0.306968765059358,0.233963921423741,0.249748918518029,0.327143577526621,0.302875254517515,0.217081934082936,0.234388292132634,0.309721336070653,0.276907304571424,0.260007349027186,0.25129227716059,0.330496253692221,0.217108271209518,0.323467065420726,0.233891988881231,0.350405754023842,0.255679581419977,0.306392808892582,0.286189361311781,0.284517396522486,0.309686026199581
"2532","PstI.TP665435",2,4646947,0.725681900369975,0.344279320354073,0.232119948354222,0.0848704691828241,0.255519190176286,0.747534416575621,0.549163461429298,0.538823246663354,0.500131625344568,0.549091297270397,0.174385123975561,0.616486645753983,0.388924765386188,0.00890955248832073,0.319988195556816,0.569106405766428,0.768584952855674,0.246623870573734,0.577983889677653,0.50646211209296,0.783447092521793,0.747184731489191,0.595045760104218,0.505379153511815,0.748742617516682,0.748606014811882,0.622752776400878,0.544792808937704,0.693903097723457,0.7367514772494,0.559987601966491,0.360436855079342,0.560398157107524,0.551056197356628,0.741509607801764,0.742406720662236,0.69153305861062,0.526603550989578
"1851","PstI.TP342466",2,4686314,0.130620751918592,0.0374231862649342,0.561998118753913,0.277604264199134,0.0282457808527876,0.0798938403522236,0.318911521630995,0.125366181635787,0.0912727840048476,0.196174762984908,0.539710002474463,0.895244564614364,0.00599496800993096,0.080501850035601,0.104224153883547,0.152972616277055,0.0371717407613563,0.122459526394092,0.0712048389536412,0.088330047067479,0.0482273899876328,0.0732203839341269,0.0838406610572544,0.115478554208889,0.0387022782318313,0.0936334198125063,0.0533981816054767,0.120821502352264,0.0169051760502986,0.174665967575438,0.0714805525737949,0.138423235261502,0.0389264790434806,0.148770021213012,0.064899539505157,0.0755240367745167,0.0712934196564553,0.0828932581764133
"775","PstI.TP1023443",2,4929930,1.08910969117114,0.773514685308734,0.843423779986503,0.959219377471025,0.197293235133046,1.14137651845531,0.634420554625794,0.673058352012827,0.817530725123624,0.14754286013695,1.38859804217516,0.0106870512225706,0.259430075404001,0.354001400259013,0.102167044260016,0.444248524545758,0.129795924737769,0.61082937066528,0.0292680296269121,0.0124895113515552,0.00469597717362493,0.0211581298173947,0.0311492050089064,0.0344582944414897,0.0143983461942394,0.0471602427979258,0.039131946433127,0.0513290956347587,0.0148694563654876,0.108556929202472,0.0487319990301351,0.0229165887567088,0.0552823288180544,0.0754896412976576,0.00947879361871639,0.0251762758250784,0.0395456768702476,0.0224231624646204
"1722","PstI.TP297282",2,5214604,0.875453125119247,0.0872304660273132,0.0022967793715941,0.030946522724261,0.0841323744965781,0.405921372901779,0.145458200782151,0.425990226275751,0.477431492064962,0.618173992711852,0.225574307114304,0.0036543552916304,0.096139013746107,0.01710950063576,0.00728228631355841,0.0836065408438846,0.0606300657423427,0.555028072042331,0.15288731201757,0.130405184815767,0.151651495734912,0.12744424573779,0.158490204311881,0.108057350886525,0.145167084453728,0.105474058340241,0.176134041067902,0.153682212945995,0.103851535408736,0.110723114641696,0.230392762766382,0.144714856091542,0.0616747739892468,0.0876692623672821,0.137369099571749,0.119023809434673,0.116608258271533,0.194499349122036
"1590","PstI.TP241219",2,5225650,0,0,0,0,0,0,0,0,0,0.25652976018008,0,0,0.129239440324173,0.052091904922513,0.705146057157828,0,0.0314313380410116,1.05991923272121,0.0157433809816326,0.0396822922881588,0.010739642328129,0.00091493954067308,0.00856306449294897,0.034206651970063,0.0118150558035009,0.0229682552564216,0.0106159596091986,0.0202357202531279,0.00346392091829276,0.00906515853176374,0.00608557913755553,0.050565222189967,0.0406562118116923,0.169282271997983,0.00681171096577414,0.017720999589424,0.00174579246923343,0.00169874476684533
"2370","PstI.TP580104",2,5389101,0.69823036115192,0.0836484456421958,0.0281068626967291,0.0424953168446531,0.703064700202555,0.0691849020835826,0.0504572043585212,0.129174423671383,0.136460880532658,0.202034087994643,0.42277657729478,0.107334831190885,0.0477632914625871,0.0871305876888382,0.211483681661917,0.232972230077743,0.210580331437056,0.144288422297723,0.169989437291163,0.149271405523849,0.0774717151918124,0.0993307552595385,0.179516105173049,0.121705118342374,0.0711855338296567,0.0686000071837714,0.190209976035613,0.120245663800683,0.0878520473484564,0.092679338891307,0.101555034150399,0.0948223251229903,0.00558362629429951,0.0381136790294232,0.096268696555207,0.0717077638651678,0.0999936644772317,0.0891615643273548
"2719","PstI.TP741957",2,5655578,0.18355173330807,0.173217083394325,0.097102952595905,0.165611781439222,0.0197494108402099,0.0857907561732298,0.441954852509968,0.267922899461707,0.237456208554944,0.143309661707765,0.0917218488479569,0.128837361526821,0.0878220451329066,0.0557806500250464,0.0218667463302155,0.0574849309014768,0.163221140113397,0.189796047738724,0.144635550252181,0.148055847181628,0.190515471524666,0.206186025014295,0.13281170940424,0.149042492313374,0.189919386104983,0.208528614144127,0.115984904293927,0.130621804244966,0.238304806761904,0.319458438266494,0.0841930775802043,0.0146893526164065,0.108835223997641,0.138328285961711,0.195462705013921,0.200455584993862,0.241594258624871,0.0763978080688012
"2207","PstI.TP506408",2,7240618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3195","PstI.TP921414",2,7249958,0.381653711464294,0.672419364058987,0.573798298781964,0.238597121485562,0.691111455676142,1.16069518784004,0.169257215059874,0.422509947322347,0.502254902343535,0.636402384009595,0.177050657270517,0.943346940639864,0.385831850392326,0.478908881304195,0.575914964910001,0.189774075658303,0.281521876698215,0.18386329715291,0.129169406696489,0.0781011838679745,0.0510433719119437,0.00598647017246379,0.137268689658403,0.0726236700034328,0.0446259181688515,0.00702363432629753,0.129470623571892,0.0929254898165018,0.0151249800021824,0.0210684858379411,0.00268566613958751,0.0341648475198824,0.069664321305724,0.0563947018523179,0.0224201271676731,0.012454136425655,0.0192458604473497,0.0112345921097431
"3151","PstI.TP901866",2,7365029,0.000883500359639868,0.401911114005809,0.668536901297367,0.337959433114469,0.307033460514896,0.211605179620224,0.179149765034643,0.36436344906839,0.334401236125582,0.187556056322838,0.248251112403101,0.813072593027153,0.0513398235116695,0.132017862515443,0.411472699394458,0.0979405661771222,0.405390902802932,0.075062146758488,0.395335311734953,0.400190494057583,0.429420450078724,0.403838419514838,0.407175099201534,0.390751701021384,0.398334331099999,0.387988704114022,0.409820987593655,0.411923649894781,0.36952676337168,0.300468001869996,0.376020035034137,0.378754483605313,0.422847843806554,0.269323709721759,0.413448533758722,0.392491217722011,0.358197442641046,0.38193710550099
"1558","PstI.TP223826",2,7685690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1186","PstI.TP1209642",2,7903969,0.42864124453046,0.618302022333532,0.665735428160636,0.343797912969235,0.583780586858228,0.143788541948308,0.0629421401019306,0.142036980002082,0.234412756120355,0.209900798670086,1.40673086659618,0.829798024306792,0.448950483269645,0.223619909923346,0.367678205679087,0.220651387044799,1.37297308274292,0.0919761696609046,0.861314058539739,0.792522473757505,0.76771240787953,0.691094488028886,0.84902774972636,0.722236427807448,0.745851963532663,0.662383147507078,0.97509654800585,0.712736115494752,0.708945337098106,0.615608011054248,0.899232241555815,0.92358735619044,0.953496998319092,0.674350961944758,0.730229918051252,0.693334004320456,0.70595905022886,0.905409156468479
"272","NsiI.TP420988",2,7976608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2689","PstI.TP725918",2,8160952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132","PstI.TP1186327",2,8257580,0.161636850254623,0.151561025097949,0.147818098499369,0.0046890347793459,0.0577496657469709,1.47156968385008,0.144199579472387,0.106384387419542,0.28532192005176,0.148243763823158,0.0488747837403512,0.181669363405998,0.0771827656276061,0.00655348292070016,0.0821743147546678,0.0967406367519437,0.139163827592536,0.491529487950348,0.736516244880719,0.755615957304349,0.848764116814134,0.896070687550963,0.701837493364322,0.729094003151037,0.850449278776069,0.828840373146039,0.660775981490658,0.729360564587785,0.815245514980456,0.813854591983755,0.648550152742019,0.817201438560638,1.2533604406443,1.04073072153168,0.867114686268847,0.833263626960616,0.798778299359404,0.743017427271958
"2740","PstI.TP745911",2,8890642,0.11626379304103,0.572535299089689,1.40577609525078,0.307789157920924,0.287380574321417,0.601427391904781,0.786352018295487,0.864774021847761,1.18794211217663,1.08041244933841,0.440570260412247,1.24355403465731,1.35673293489238,1.4471292431291,0.421737948671318,0.837081137164994,1.32807314192617,1.07870549582618,0.00491607791569785,0.0125007010647161,0.0219378482218393,0.0594280429098583,0.0102379294174403,0.017701062889926,0.00771815505796879,0.0398504099814274,0.0107746405139235,0.00221457935113409,0.00899414675982072,0.021052486207342,0.0039757024221006,0.0249634589357946,0.0401855992418684,0.146979867093722,0.0410777662111064,0.0282053659436511,0.0104726950188105,0.00994139796758984
"2366","PstI.TP577735",2,9251583,0.0590846283305515,0.412023398409057,0.157227672998161,0.762183621699061,0.281776849696498,0.00987571406367094,0.149780637026571,0.438718454492268,0.365221820702222,0.433744287862169,0.472068534855892,0.591021210196933,0.420282954908094,0.423858073599098,0.482425257240117,0.0525389851529419,0.768880810254851,0.123425468267856,0.0293366116424699,0.0192999856015578,0.0919302180475072,0.068447885643315,0.0127380737480361,0.0268677168636294,0.0795952677565279,0.0811268444702453,0.0366310946632564,0.0428397530033883,0.171788069473707,0.064511632924887,0.000405143857468509,0.203566774859858,0.371778459817151,0.192809095255019,0.0725150535771436,0.0786107632626796,0.108013344991656,0.0637845628611258
"2749","PstI.TP749310",2,9525754,0.0658187627293376,0.00704879039054726,0.00401916893937503,0.105894666123516,0.21720835517571,0.0681058316029688,0.698702238008621,0.196713750368704,0.260033341121411,0.0666195408489325,0.1771676083591,0.115379905709487,0.778610805574491,0.526015582467075,1.6417758544579,0.0618189644720788,1.60029551078048,0.157845819564377,1.24245181884989,1.14981273269638,1.42501716001121,1.3588779663429,1.22203555142276,1.22526762257136,1.41887911353658,1.45981167274214,1.15120175944403,1.30129728151843,1.43916658114783,1.39206357898778,1.53839054565442,1.43410845949926,1.38917769347469,1.31497713356187,1.3694996858737,1.44088938519948,1.39771641047825,1.51245790878278
"1927","PstI.TP374085",2,9617733,0.503283134183621,0.335102153281878,0.392236114892776,0.81860622758736,0.209635702255385,0.111613917557696,0.887806070703513,0.215425823991324,0.226093090474897,0.181522381691618,0.0527608038287441,1.32387616935125,0.0436352833627625,0.227114784247392,0.108022251063926,0.103825749586846,0.0723509896855461,0.298389685612626,0.0678584703909496,0.0112507919476591,0.165369635361078,0.1499717227896,0.0590555616028069,0.0300101596934124,0.172964162807661,0.139126445543897,0.0890628531861184,0.0558283831472299,0.127372984822908,0.127840667068187,0.0588724068235119,0.119741519543478,0.232660058374279,0.14400805998711,0.144675788091514,0.146578528622109,0.118621978341232,0.0868217640525608
"3005","PstI.TP845869",2,9862801,0.0821665596633932,0.946730032039314,0.918789685290124,0.588661107989946,1.03530366396161,0.608513710100483,0.31152799950014,1.42234887992116,1.20046129121962,0,0.0233420803131085,0.0963385828208169,0.714580244180849,0.719661729341537,0.467207748536942,0.229999747821388,0.100608682787764,0.056138439029146,0.48782049047551,0.517443819970686,0.584693046275346,0.572932163358413,0.487734386442799,0.549878795287059,0.555810484256892,0.602356960308533,0.482816665474214,0.544792925885729,0.573100988581567,0.630188432032793,0.441025527760469,0.751538271657421,0.512727690663839,0.565706998173105,0.571870818465608,0.585420548641935,0.582905236373719,0.506382409281065
"2105","PstI.TP452173",2,10527282,0.294917947723971,0.756222678550365,0.249554105417106,1.3275538658016,1.21270225641738,0.266212813660823,1.26964182163729,0.559056342337533,0.494633654483172,0.406492539678686,0.146621342196336,1.04132568887793,0.228608019605391,0.0055671524610327,0.135424955469022,0.387932156357279,0.708172001535309,0.196303558460105,0.915246101367872,0.886309412455356,1.04079415574684,1.09670670804882,0.869874834501733,0.937747935604951,1.03400003236422,1.12449533244214,0.826732120695798,0.883332797945635,1.15266214500513,1.14295141370468,0.934243888511562,0.820605907279208,1.03908262083044,0.973797096493727,1.06062670773074,1.08909097750001,1.10382635758121,0.931209355638538
