"","SNP","Chromosome","Position","GLM.CmN.","MLM.CmN.","CMLM.CmN.","SUPER.CmN.","rrBLUP.CmN.","Adj.P.GLM.CmN.","Adj.P.MLM.CmN.","Adj.P.CMLM.CmN.","Adj.P.SUPER.CmN.","Adj.P.rrBLUP.CmN."
"27580","NsiI.TP127922",4,54754163,0.000000156339450284736,0.0000145517083224929,0.00000830766540795671,0.000000182776991129361,0.409932749024517,0.00564197808187555,0.525142049942124,0.299807029242342,0.000116826488893278,1
"28298","PstI.TP515773",4,62359619,0.00442745645295049,0.351610161696979,0.524561037568987,0.0000130472621568576,0.143922520596396,0.166262277288322,0.950693013190386,0.965215160049255,0.00288864783261765,1
"28490","PstI.TP1235909",4,64295006,0.0000463324443096031,0.00548710237330121,0.0137336942008007,0.000000091660380901415,0.273662941304502,0.0354247697147015,0.696158185740531,0.741137645262411,0.0000719095614341362,1
"28681","PstI.TP317521",4,66042591,0.000859818592096475,0.0245159475942557,0.0336235606738239,0.0000121399504848205,0.717346191607812,0.0862702736803414,0.784680079402437,0.774813933631091,0.00273816583185126,1
"28743","GFSSContig20159_1535",4,66481522,0.000480283481359546,0.0411032640031435,0.0357664477888434,0.00000165668710060001,0.481598597258094,0.0698889930455778,0.828402927443694,0.77515402516211,0.000558752561555637,1
"28934","PstI.TP344513",4,68212618,0.000230658983608422,0.0255129604260035,0.0370625520499582,0.000000120807222527336,0.681568421797423,0.050531893606084,0.791395418936271,0.777220171070563,0.0000838402124339712,1
"28982","PstI.TP747686",5,191126,0.000149319141776754,0.0349811869620179,0.0416742489676778,0.0000000484710122218509,0.766634121816234,0.0461899265105028,0.822341773690302,0.784730673629877,0.0000572087449974432,1
"29723","PstI.TP719892",5,64652954,0.000071322794842671,0.00841833303658689,0.0354066053752169,0.00000040918566284582,1,0.0392378187179306,0.725061581442357,0.77515402516211,0.000209022480424777,1
"29731","PstI.TP861953",5,64737000,0.00346760474368271,0.454725503764195,0.340419505701815,0.0000315403804307346,1,0.150898522127551,0.968144098981009,0.937464015958598,0.00657935982071879,1
"29871","PstI.TP926766",5,69640057,0.000519433125622628,0.0675955251853598,0.0440897796827086,0.00000442199261366174,0.760742443813341,0.0728280300656281,0.849601229726003,0.785285050640996,0.00126077750395684,1
"29970","NsiI.TP352026",6,555824,0.00000054810308100395,0.000194793610886427,0.000318197269459346,0.00000000122710367351574,0.716842373121736,0.00760628030498025,0.61479828452461,0.591692470279454,0.0000198374040635467,1
"30014","PstI.TP83171",6,1961375,0.00313866799851385,0.105239400571738,0.128488832177221,0.0000109674372492584,0.783568160605869,0.145770838300565,0.880823132950993,0.860998434918051,0.00252097372898877,1
"30193","NsiI.TP312592",6,32294349,0.000187438614613581,0.0389356801081954,0.027685094419734,0.000000106085001059771,1,0.0479736505260632,0.825424291249104,0.759421687529541,0.0000774266063903913,1
"30645","PstI.TP1135019",6,48321116,0.00134174525583821,0.231518806078602,0.147428472376907,0.00000381889385772707,0.207374179093856,0.101467566358064,0.92616830221756,0.877717945977534,0.00112045724827361,1
"30820","PstI.TP1034808",6,50384753,0.001839083246705,0.140308570345663,0.132575798763388,0.00000897324929200599,0.0812048732336116,0.116029433928479,0.896942164633901,0.86417074718247,0.00214200321874197,1
"31198","PstI.TP622020",6,54188391,0.000574159388975896,0.0223016284384877,0.0111989657215999,0.0000503865928419289,0.131672269433584,0.0757324973407237,0.771047786404462,0.738857317537717,0.00982892628367314,1
"31440","PstI.TP537170",6,56260618,0.000690489023347395,0.196767870171217,0.171202102819737,0.000000597859905079664,0.71717897456257,0.0801674220380192,0.92154963811926,0.891278344858435,0.000265958339171516,1
"31767","NsiI.TP194597",6,59271134,0.000284383399402353,0.0703109146132229,0.0305253775887596,0.000000202324605909293,1,0.0545895112640006,0.854527530181926,0.774813933631091,0.000121691506300909,1
"31838","NsiI.TP495563",6,59994547,0.000290862173573175,0.0726869873976136,0.0400119014172859,0.000000681494872897906,0.249223859527397,0.0555377466661838,0.854987127312108,0.780430456086353,0.000289338670272231,1
"32023","NsiI.TP762015",7,823818,0.0000730524778440851,0.0208614370435241,0.0314952048178494,0.0000000137447532520185,0.232024297859384,0.0392378187179306,0.762659890202405,0.774813933631091,0.0000346549613850924,1
"32317","NsiI.TP668488",7,6826349,0.00143244373250551,0.19289765933617,0.299915445109871,0.00000738413167430413,0.274097942777382,0.103990807939652,0.92154963811926,0.931109878213406,0.00182519550590608,1
"32333","PstI.TP543083",7,7619505,0.000183368649331987,0.0575435959466829,0.0722072951223061,0.00000485673318112893,1,0.0478210336686173,0.83911055899544,0.827267073594264,0.0013278014169741,1
"32455","NsiI.TP11666",7,14339016,0.000096533089822882,0.0138428906238047,0.0139182865524957,0.0000000634747681419114,0.574589517776968,0.0392378187179306,0.752262852068047,0.741137645262411,0.0000598114283828973,1
"32536","PstI.TP729133",7,37735277,0.000747020416031754,0.116755967508392,0.0954320699804274,0.000000950425333414454,0.966436157060723,0.0814965589326735,0.888546890645898,0.8407405005228,0.000364882440768732,1
"32779","PstI.TP190549",7,57197488,0.0000125831794138736,0.000698634874448927,0.00558285995330436,0.0000403812749679508,0.992518639344375,0.0283813611679919,0.61479828452461,0.711407962693959,0.00800702995078796,1
"33093","PstI.TP344899",7,61484903,0.0000960731234076744,0.0227670911812157,0.0311904597022185,0.0000000220275527953917,0.249920067364299,0.0392378187179306,0.774381514182575,0.774813933631091,0.0000404248377320022,1
"33184","PstI.TP116046",7,62490129,0.00000150859269217865,0.000096285827955336,0.0000377560713301247,0.00000371498358087971,0.961212767451833,0.0109382061033905,0.61479828452461,0.388031409939626,0.00109890432349825,1
"33504","PstI.TP1248844",8,1028461,0.000102204471278139,0.00497405242101496,0.00623563838626025,0.0000000594773884410075,0.0869059777892847,0.0392378187179306,0.696158185740531,0.737105519750486,0.0000598114283828973,1
"33520","PstI.TP991040",8,1163254,0.00246133134465221,0.59413063468579,0.225989830185669,0.0000180431920141218,0.61580138664467,0.130706279456043,0.981280839567084,0.919124999234265,0.00389905816410555,1
"33987","PstI.TP178455",8,50346825,0.000555471828012176,0.104497179290685,0.115848219305029,0.00000112463626709507,1,0.0747980124227739,0.880687890430326,0.856003521542365,0.000414141567417621,1
"34265","PstI.TP320596",8,59673184,0.0339484873178069,0.429184404837623,0.244010198608702,0.0000395786657519071,0.687411551381745,0.354084685065033,0.962688200854387,0.923918396215574,0.00793508272030457,1
"34444","PstI.TP107240",8,62622087,0.00000723280839924171,0.00487206783971202,0.00424991459711645,0.00000000584613062178022,0.500997717279692,0.0255999623540608,0.694929156637048,0.661574293779623,0.0000210975161878805,1
"34496","PstI.TP862775",9,773151,0.000352159519346304,0.0327840940713142,0.047163009709834,0.00000464773273181696,1,0.0622722494894677,0.821582821431674,0.793407725098878,0.00130024337242013,1
"34569","PstI.TP723544",9,1942972,0.319033482087436,0.0614936106655479,0.113570065195731,0.0848540108112971,0.000000163909277807365,0.703445788465675,0.844223845399606,0.854746156792528,0.604992742525225,0.00591515801751219
"34599","PstI.TP1185359",9,2350553,0.000896497616605128,0.138436486100739,0.0994567989888482,0.00000146359724128202,1,0.0879152336631681,0.896942164633901,0.841667080863498,0.000503031402317958,1
"34905","NsiI.TP354716",9,10258988,0.00148203568111688,0.313443776128292,0.246446628606953,0.00000548891884889149,0.813030110977697,0.105699019091198,0.945115964577448,0.923918396215574,0.00144586936802041,1
"34941","PstI.TP912734",9,13711537,0.0217011058520724,0.321734826142123,0.259788126314914,0.0000301364447755024,0.495220966396346,0.301220320102593,0.945115964577448,0.92727183163789,0.00632304662243215,1
"35025","NsiI.TP753743",9,41089177,0.0000473130768002818,0.0175139023392948,0.0253510662143204,0.0000000144043565943357,1,0.0354247697147015,0.752262852068047,0.746361047492638,0.0000346549613850924,1
"35027","NsiI.TP102287",9,41271971,0.000410844225235301,0.029942484082344,0.0644816847621411,0.00000316895754393172,1,0.0676342441692441,0.816047715015556,0.823255058020431,0.000961019662566453,1
"35256","PstI.TP892130",9,50014851,0.000126006114557174,0.0193170233480805,0.00994932195266598,0.0000125052543607878,0.68470439076217,0.0449759345228588,0.761680001341568,0.737105519750486,0.00280304111411249,1
"35326","PstI.TP136026",9,50973667,0.0000224956803197001,0.00344590315926137,0.00321827727088002,0.00000000267550711165955,0.734788018377452,0.0352085227530553,0.680883987703641,0.637931036762792,0.0000198374040635467,1
"35582","NsiI.TP415575",9,53923129,0.0000401959106332778,0.01175618277771,0.0103789370574371,0.0000000105460500074185,1,0.0352085227530553,0.752262852068047,0.738857317537717,0.0000292758348205938,1
"35641","NsiI.TP85450",9,54712296,0.0000378863943702869,0.00950208269964122,0.00887501755695208,0.00000000738512916050828,0.143040154686423,0.0352085227530553,0.732225780473389,0.737105519750486,0.000024228594649493,1
"35696","PstI.TP1094509",9,55453914,0.0038159306150841,0.27754956905255,0.281146578993838,0.00000496010157291636,0.0301314868851967,0.155572819272779,0.941461495250345,0.931109878213406,0.00134586575611583,1
"35853","PstI.TP485114",9,57032697,0.0000991341198364547,0.0239801078758458,0.0237421784315743,0.0000000302820614305661,0.162654799048298,0.0392378187179306,0.783831769031693,0.746361047492638,0.0000455341263710946,1
"35920","PstI.TP69959",9,57639787,0.000211761700069115,0.057464046791831,0.094238195140295,0.000000428400146014707,1,0.0502982111930959,0.83911055899544,0.8407405005228,0.000211782253005188,1
"36023","NsiI.TP90957",9,58754094,0.000214197069747647,0.0375549477959493,0.0458118312680225,0.0000001891605852317,0.99754535712081,0.0502982111930959,0.822341773690302,0.788974988162266,0.000117697020686924,1
"36078","PstI.TP53013",9,59327122,0.0000298989178813067,0.00964319637690889,0.0136861312078686,0.0000000043975624171019,0.315029367541378,0.0352085227530553,0.732225780473389,0.741137645262411,0.0000198374040635467,1
