"","Trait.name","Method","SNP","Chromosome","Position","P.value","ID"
"1026","FD_50","SUPER","NsiI.TP670301",1,75616619,0.00010173050734558,28
"1027","FD_50","SUPER","NsiI.TP671476",11,17388,0.0000459047708138152,114
"1028","FD_50","SUPER","NsiI.TP736628",10,3220056,0.000159809752358326,33
"1029","FD_50","SUPER","NsiI.TP750756",1,6898016,0.0000426547382606435,9
"1030","FD_50","SUPER","NsiI.TP799336",11,18928,0.000231394151087545,120
"1031","FD_50","SUPER","NsiI.TP83538",9,3301367,0.00016095515830329,201
"1032","FD_50","SUPER","NsiI.TP91546",11,10135,0.0000372541073243788,83
"1033","FD_50","SUPER","PstI.TP1010215",2,65658184,0.000176509931877886,131
"1034","FD_50","SUPER","PstI.TP1023559",7,58580474,0.000279984873095734,186
"1035","FD_50","SUPER","PstI.TP1044533",10,781197,0.000189397369755783,31
"1036","FD_50","SUPER","PstI.TP1065484",2,9592436,0.0000272069733450679,124
"1037","FD_50","SUPER","PstI.TP1080029",6,54377110,0.000150811950092738,176
"1038","FD_50","SUPER","PstI.TP1082638",11,7557,0.0000429108855287441,73
"1039","FD_50","SUPER","PstI.TP1104477",10,9762760,0.00000779175818451017,37
"1040","FD_50","SUPER","PstI.TP1168316",3,3573386,0.000096903729817667,137
"1041","FD_50","SUPER","PstI.TP1169832",4,56534152,0.000188656918728108,163
"1042","FD_50","SUPER","PstI.TP1171017",11,8229,0.000200937856445463,75
"1043","FD_50","SUPER","PstI.TP1188882",11,8398,0.0000175960644814478,76
"1044","FD_50","SUPER","PstI.TP1194303",4,15320890,0.000146223442164154,160
"1045","FD_50","SUPER","PstI.TP1231136",3,52841481,0.000266195938187598,142
"1046","FD_50","SUPER","PstI.TP1248141",1,57379416,0.000134288038092367,17
"1047","FD_50","SUPER","PstI.TP1273314",11,8970,0.0000573115915838142,78
"1048","FD_50","SUPER","PstI.TP1283654",11,9039,0.000259430612445523,79
"1049","FD_50","SUPER","PstI.TP230384",6,60169404,0.000121478282405807,180
"1050","FD_50","SUPER","PstI.TP29396",11,227,0.000272084218256435,47
"1051","FD_50","SUPER","PstI.TP346636",1,4227896,0.00022112588201994,5
"1052","FD_50","SUPER","PstI.TP366962",11,2898,0.0000765531855797425,54
"1053","FD_50","SUPER","PstI.TP396517",1,1727743,0.000155060763806321,2
"1054","FD_50","SUPER","PstI.TP43003",11,359,0.000123747185835066,48
"1055","FD_50","SUPER","PstI.TP439176",10,44789600,0.000108314412351308,40
"1056","FD_50","SUPER","PstI.TP440583",1,70293723,0.000136334834368073,23
"1057","FD_50","SUPER","PstI.TP477486",2,63077632,0.000142818386107622,128
"1058","FD_50","SUPER","PstI.TP480563",11,3643,0.0000338749431858795,55
"1059","FD_50","SUPER","PstI.TP513010",9,53784174,0.000238931616884797,207
"1060","FD_50","SUPER","PstI.TP522628",7,55214011,0.000141377223829716,184
"1061","FD_50","SUPER","PstI.TP543485",11,4036,0.0000267402750387978,57
"1062","FD_50","SUPER","PstI.TP551551",9,56031713,0.0000996534508957103,208
"1063","FD_50","SUPER","PstI.TP588782",11,4213,0.000124279154952802,58
"1064","FD_50","SUPER","PstI.TP631928",11,4437,0.000177576735490949,59
"1065","FD_50","SUPER","PstI.TP637101",1,3390212,0.00013330955638876,4
"1066","FD_50","SUPER","PstI.TP640904",3,66602989,0.000110912104052203,149
"1067","FD_50","SUPER","PstI.TP724345",5,71593518,0.0000189213954288415,171
"1068","FD_50","SUPER","PstI.TP731358",8,62664658,0.000248267371840602,199
"1069","FD_50","SUPER","PstI.TP734535",8,59703274,0.0000415211478775741,197
"1070","FD_50","SUPER","PstI.TP740140",9,1528558,0.0000632366407935795,200
"1071","FD_50","SUPER","PstI.TP836173",11,5793,0.000251367256383364,64
"1072","FD_50","SUPER","PstI.TP84709",10,53386370,0.000193044433158139,43
"1073","FD_50","SUPER","PstI.TP853332",7,64959288,0.000251936068527672,190
"1074","FD_50","SUPER","PstI.TP855773",7,60046043,0.000115628645341839,187
"1075","FD_50","SUPER","PstI.TP913405",3,8829755,0.000204973532249413,140
"1076","FD_50","SUPER","PstI.TP996140",11,6915,0.0000260544563943245,71
"1077","FM_1","FarmCPU","NsiI.TP178513",10,44909091,0.000000436350348268753,9
"1078","FM_1","FarmCPU","NsiI.TP579718",3,64789626,0.0000000827902097129434,8
"1079","FM_1","FarmCPU","PstI.TP319062",11,2525,0.000000000342086212808093,10
"1080","FM_1","ISIS EM-BLASSO","PstI.TP1020545",11,7078,0.000163455673719756,7
"1081","FM_1","ISIS EM-BLASSO","PstI.TP897332",11,6254,0.000152615976562546,6
"1082","FM_1","ISIS EM-BLASSO","PstI.TP174313",6,49371036,0.000188712209711709,5
"1083","FM_1","mrMLM","NsiI.TP30868",1,51136397,0.000000450544819079099,1
"1084","FM_1","mrMLM","NsiI.TP810192",8,2563502,0.00000466135307618475,4
"1085","FM_1","mrMLM","NsiI.TP825923",6,52448208,0.0000357259675976607,3
"1086","FM_1","mrMLM","PstI.TP622176",3,65129470,0.000000310304447328149,2
"1087","FM_1","SUPER","PstI.TP1165702",11,8193,0.00000164561403623457,3
"1088","FM_1","SUPER","PstI.TP14467",10,3103147,0.00000317358607588348,1
"1089","FM_1","SUPER","PstI.TP318338",3,67023794,0.000000770621518726748,4
"1090","FM_1","SUPER","PstI.TP631928",11,4437,0.00000314959940341224,2
"1091","FM_50","FarmCPU","NsiI.TP632002",1,70863814,0.00000000000587395231292864,9
"1092","FM_50","FarmCPU","NsiI.TP728788",11,18071,0.000000000000747706158230916,10
"1093","FM_50","FASTmrMLM","PstI.TP187918",11,1532,0.0000365763193009452,5
"1094","FM_50","FASTmrMLM","NsiI.TP828738",11,19298,0.0000483058802039773,6
"1095","FM_50","ISIS EM-BLASSO","PstI.TP1009395",11,6997,0.0000894128627502953,7
"1096","FM_50","ISIS EM-BLASSO","PstI.TP1159423",11,8140,0.0000150938489665495,8
"1097","FM_50","mrMLM","NsiI.TP30868",1,51136397,0.0000000209024406991353,1
"1098","FM_50","mrMLM","NsiI.TP810192",8,2563502,0.0000766369125285064,4
"1099","FM_50","mrMLM","NsiI.TP825923",6,52448208,0.0000511044831067374,3
"1100","FM_50","mrMLM","PstI.TP622176",3,65129470,0.0000000066535588113945,2
"1101","FM_50","SUPER","PstI.TP1250993",4,666401,0.0000235925054901061,31
"1102","FM_50","SUPER","NsiI.TP318460",11,12617,0.0000331344227424203,20
"1103","FM_50","SUPER","NsiI.TP753743",9,41089177,0.00000740925158164615,40
"1104","FM_50","SUPER","PstI.TP543083",7,7619505,0.00000757273997298405,36
"1105","FM_50","SUPER","NsiI.TP195180",1,12857502,0.0000224200664397048,2
"1106","FM_50","SUPER","NsiI.TP260208",10,52582112,0.0000531840263725441,9
"1107","FM_50","SUPER","NsiI.TP321836",10,43096218,0.0000361707648631318,7
"1108","FM_50","SUPER","NsiI.TP426523",11,13953,0.0000168104974371164,21
"1109","FM_50","SUPER","NsiI.TP491951",11,15090,0.000035626683780612,22
"1110","FM_50","SUPER","NsiI.TP684422",11,17565,0.0000219566359838434,24
"1111","FM_50","SUPER","NsiI.TP689875",11,17622,0.0000485848106220815,25
"1112","FM_50","SUPER","NsiI.TP744537",8,15911288,0.0000394671360624317,39
"1113","FM_50","SUPER","PstI.TP1069273",4,1570159,0.0000116316295664014,32
"1114","FM_50","SUPER","PstI.TP1165702",11,8193,0.0000107370707204488,17
"1115","FM_50","SUPER","PstI.TP14467",10,3103147,0.0000103699973640621,4
"1116","FM_50","SUPER","PstI.TP166748",3,7900736,0.0000230483107505837,28
"1117","FM_50","SUPER","PstI.TP195926",10,51681294,0.0000509231274241406,8
"1118","FM_50","SUPER","PstI.TP297382",4,4364885,0.0000125738887264912,33
"1119","FM_50","SUPER","PstI.TP444619",3,2190567,0.0000233833426324008,27
"1120","FM_50","SUPER","PstI.TP492157",11,3737,0.0000414257139714365,11
"1121","FM_50","SUPER","PstI.TP6170",6,56702797,0.0000266922280182072,35
"1122","FM_50","SUPER","PstI.TP687504",11,4751,0.0000180518335606208,12
"1123","FM_50","SUPER","PstI.TP77980",10,10346907,0.000022160363415885,6
"1124","FM_50","SUPER","PstI.TP836762",11,5799,0.00000544818145698825,13
"1125","FM_50","SUPER","PstI.TP875140",2,72930521,0.000000998044500034886,26
"1126","FM_50","SUPER","PstI.TP91211",1,10530796,0.000011167604697398,1
"1127","FM_50","SUPER","PstI.TP926161",11,6485,0.0000283647452219195,14
"1128","FM_50","SUPER","PstI.TP989816",11,6875,0.00000409352618630936,15
"1129","FM_50","SUPER","NsiI.TP135373",11,10639,0.0000281815335641871,19
"1130","FM_50","SUPER","NsiI.TP266954",8,4177407,0.0000524563183966236,38
"1131","FM_50","SUPER","NsiI.TP433359",10,6012505,0.0000531755766136284,5
"1132","FM_50","SUPER","NsiI.TP593990",11,16509,0.0000262921492842717,23
"1133","FM_50","SUPER","NsiI.TP644424",7,12799384,0.0000269687926458054,37
"1134","FM_50","SUPER","NsiI.TP91546",11,10135,0.00000318484583716458,18
"1135","FM_50","SUPER","PstI.TP1044533",10,781197,0.0000212118770681603,3
"1136","FM_50","SUPER","PstI.TP84709",10,53386370,0.0000290559687228031,10
"1137","FM_50","SUPER","PstI.TP996140",11,6915,0.0000173801139483202,16
"1138","FM_50","SUPER","NsiI.TP493726",4,58337940,0.0000400634757331473,34
"1139","FM_50","SUPER","PstI.TP491926",3,62555932,0.0000278777577943976,30
"1140","FM_50","SUPER","PstI.TP89289",3,14045560,0.0000344330032142268,29
"1141","FNMain","FarmCPU","NsiI.TP563229",3,13084031,0.0000000242991816474164,17
"1142","FNMain","FarmCPU","NsiI.TP111505",2,76892193,0.000000000282417847606156,16
"1143","FNMain","FarmCPU","NsiI.TP56527",11,9790,0.00000117818632050478,18
"1144","FNMain","FASTmrMLM","PstI.TP360337",10,14458765,0.00000346736850452532,7
"1145","FNMain","FASTmrMLM","NsiI.TP67561",4,65452237,0.0000289467626417603,5
"1146","FNMain","FASTmrMLM","PstI.TP20884",11,164,0.00000772147020564513,8
"1147","FNMain","FASTmrMLM","PstI.TP651320",5,35481232,0.00000121366827574168,6
"1148","FNMain","FASTmrMLM","PstI.TP860748",11,6002,0.000109043554554366,9
"1149","FNMain","pLARmEB","NsiI.TP484341",11,14956,0.0000621155020832442,11
"1150","FNMain","pLARmEB","PstI.TP651320",5,35481232,0.0000111173172728159,10
"1151","FNMain","ISIS EM-BLASSO","PstI.TP434866",6,3914949,0.0000111532130955985,14
"1152","FNMain","ISIS EM-BLASSO","NsiI.TP67561",4,65452237,0.000131522483219224,12
"1153","FNMain","ISIS EM-BLASSO","PstI.TP20884",11,164,0.00000116627240508196,15
"1154","FNMain","ISIS EM-BLASSO","PstI.TP651320",5,35481232,0.0000560660551647698,13
"1155","FNMain","mrMLM","PstI.TP434866",6,3914949,0.0000111543944943855,3
"1156","FNMain","mrMLM","NsiI.TP67561",4,65452237,0.000131514609570472,1
"1157","FNMain","mrMLM","PstI.TP20884",11,164,0.00000116635565673827,4
"1158","FNMain","mrMLM","PstI.TP651320",5,35481232,0.0000560619242173504,2
"1159","FNsmall","FASTmrMLM","PstI.TP434866",6,3914949,0.00000112150186466687,6
"1160","FNsmall","FASTmrMLM","PstI.TP1053156",11,7312,0.0000466015111702184,9
"1161","FNsmall","FASTmrMLM","PstI.TP1283869",3,431620,0.000104399880125749,5
"1162","FNsmall","FASTmrMLM","PstI.TP589466",11,4216,0.0000240935059133549,8
"1163","FNsmall","FASTmrMLM","PstI.TP676397",7,3778096,0.00000335196905022163,7
"1164","FNsmall","pLARmEB","PstI.TP1053156",11,7312,0.0000421405306391286,14
"1165","FNsmall","pLARmEB","PstI.TP433679",11,3324,0.000020936303241481,11
"1166","FNsmall","pLARmEB","PstI.TP589466",11,4216,0.000000974092052491858,12
"1167","FNsmall","pLARmEB","PstI.TP676397",7,3778096,0.0000000693266157205121,10
"1168","FNsmall","pLARmEB","PstI.TP788306",11,5450,0.0000863972660684391,13
"1169","FNsmall","ISIS EM-BLASSO","PstI.TP434866",6,3914949,0.0000011460405911366,15
"1170","FNsmall","ISIS EM-BLASSO","PstI.TP1053156",11,7312,0.000119179072158161,16
"1171","FNsmall","mrMLM","NsiI.TP304798",10,49051120,0.0000000292477862409302,4
"1172","FNsmall","mrMLM","NsiI.TP686137",5,51810961,0.00000762219403097149,1
"1173","FNsmall","mrMLM","PstI.TP1245956",6,53760660,0.0000000223642840695821,2
"1174","FNsmall","mrMLM","PstI.TP676397",7,3778096,0.0000429383152271559,3
"1175","fprind","FarmCPU","NsiI.TP632002",1,70863814,0.000000000000000630966719778559,25
"1176","fprind","FarmCPU","NsiI.TP728788",11,18071,0.000000000000356713705775774,26
"1177","fprind","FASTmrMLM","NsiI.TP324593",4,54954569,0.0000824327901675981,8
"1178","fprind","FASTmrMLM","NsiI.TP616446",9,56031936,0.0000942974611459899,11
"1179","fprind","FASTmrMLM","NsiI.TP767179",11,18585,0.000130647167972202,14
"1180","fprind","FASTmrMLM","PstI.TP1020545",11,7078,0.00000449883432456539,13
"1181","fprind","FASTmrMLM","PstI.TP133136",5,65324990,0.0000000940805830036588,9
"1182","fprind","FASTmrMLM","PstI.TP187918",11,1532,0.00000280027059501063,12
"1183","fprind","FASTmrMLM","PstI.TP661215",3,54129611,0.00000047763924149642,7
"1184","fprind","FASTmrMLM","NsiI.TP383484",9,6111601,0.0000010060046774725,10
"1185","fprind","pLARmEB","NsiI.TP324593",4,54954569,0.00000606456981510137,16
"1186","fprind","pLARmEB","NsiI.TP646295",11,17132,0.0000989464005130076,20
"1187","fprind","pLARmEB","PstI.TP1020545",11,7078,0.0000472171750310879,19
"1188","fprind","pLARmEB","PstI.TP133136",5,65324990,0.0000000124997118057837,17
"1189","fprind","pLARmEB","PstI.TP187918",11,1532,0.00000455617083799016,18
"1190","fprind","pLARmEB","PstI.TP312198",3,8384639,0.00000141318819200706,15
"1191","fprind","ISIS EM-BLASSO","NsiI.TP767179",11,18585,0.000000688493746547515,24
"1192","fprind","ISIS EM-BLASSO","PstI.TP1020545",11,7078,0.0000000513570417848356,22
"1193","fprind","ISIS EM-BLASSO","PstI.TP1159423",11,8140,0.00000888587091587928,23
"1194","fprind","ISIS EM-BLASSO","PstI.TP874146",11,6098,0.0000501071844287176,21
"1195","fprind","mrMLM","NsiI.TP30868",1,51136397,0.000000188025607269304,1
"1196","fprind","mrMLM","NsiI.TP821811",4,48427329,0.000000000661737886452728,4
"1197","fprind","mrMLM","NsiI.TP825923",6,52448208,0.0000000000918601182198978,5
"1198","fprind","mrMLM","PstI.TP622176",3,65129470,0.00000000024636215821502,3
"1199","fprind","mrMLM","NsiI.TP607068",8,1666575,0.0000263523894430772,6
"1200","fprind","mrMLM","PstI.TP572438",3,71178778,0.0000246970453947379,2
"1201","fprinGW","FarmCPU","NsiI.TP632002",1,70863814,0.00000000000586594751167545,30
"1202","fprinGW","FarmCPU","NsiI.TP222743",10,6819373,0.000000121144674546485,32
"1203","fprinGW","FarmCPU","NsiI.TP728788",11,18071,0.0000000000594892394664439,34
"1204","fprinGW","FarmCPU","NsiI.TP42348",4,49820590,0.000000829409552874429,31
"1205","fprinGW","FarmCPU","PstI.TP202284",10,56175041,0.000000220502378269537,33
"1206","fprinGW","FASTmrMLM","NsiI.TP324593",4,54954569,0.0000198518049741651,7
"1207","fprinGW","FASTmrMLM","NsiI.TP825923",6,52448208,0.000172147214573708,9
"1208","fprinGW","FASTmrMLM","PstI.TP1020545",11,7078,0.000000880440476164676,13
"1209","fprinGW","FASTmrMLM","PstI.TP1052140",6,19137861,0.00000186680949012064,8
"1210","fprinGW","FASTmrMLM","PstI.TP1264238",10,5451657,0.000000477749234659094,12
"1211","fprinGW","FASTmrMLM","PstI.TP1282314",9,15059279,0.00005043128102664,11
"1212","fprinGW","FASTmrMLM","PstI.TP134743",1,73610397,0.000026797852971525,5
"1213","fprinGW","FASTmrMLM","PstI.TP640960",1,80209769,0.0000032426494398997,6
"1214","fprinGW","FASTmrMLM","PstI.TP1248141",1,57379416,0.000178813374869022,4
"1215","fprinGW","FASTmrMLM","NsiI.TP383484",9,6111601,0.00000230091195185176,10
"1216","fprinGW","pLARmEB","PstI.TP1004938",1,72895372,0.000047522578856219,14
"1217","fprinGW","pLARmEB","NsiI.TP211131",6,32284894,0.000000000417349598465317,19
"1218","fprinGW","pLARmEB","NsiI.TP616446",9,56031936,0.000000746620654377942,24
"1219","fprinGW","pLARmEB","NsiI.TP767179",11,18585,0.000000482614093268521,29
"1220","fprinGW","pLARmEB","PstI.TP1020545",11,7078,0.0000408413416171077,28
"1221","fprinGW","pLARmEB","PstI.TP1192081",9,48933732,0.0000503848534842304,23
"1222","fprinGW","pLARmEB","PstI.TP125419",10,50424324,0.00000000298675775503348,25
"1223","fprinGW","pLARmEB","PstI.TP1282314",9,15059279,0.000000420242527677312,22
"1224","fprinGW","pLARmEB","PstI.TP133136",5,65324990,0.0000457088189614875,18
"1225","fprinGW","pLARmEB","PstI.TP187918",11,1532,0.000000616879019745937,26
"1226","fprinGW","pLARmEB","PstI.TP661215",3,54129611,0.0000000000337675848642032,15
"1227","fprinGW","pLARmEB","NsiI.TP383484",9,6111601,0.00000663437475793171,21
"1228","fprinGW","pLARmEB","NsiI.TP493682",7,59972191,0.00000214091783457046,20
"1229","fprinGW","pLARmEB","NsiI.TP676052",4,1055463,0.0000803896244857126,17
"1230","fprinGW","pLARmEB","PstI.TP332845",3,68039381,0.0000564936974812302,16
"1231","fprinGW","pLARmEB","PstI.TP497572",11,3771,0.00000670501880162841,27
"1232","fprinGW","mrMLM","NsiI.TP821811",4,48427329,0.000000000425664076628304,2
"1233","fprinGW","mrMLM","NsiI.TP825923",6,52448208,0.0000438866064355704,3
"1234","fprinGW","mrMLM","PstI.TP622176",3,65129470,0.000180132468273663,1
"1235","fprinM","FarmCPU","PstI.TP114049",3,56021694,0.00000033518961202167,113
"1236","fprinM","FarmCPU","PstI.TP477722",1,65237049,0.000000000000232167160623676,112
"1237","fprinM","FarmCPU","NsiI.TP178513",10,44909091,0.000000336911468098776,114
"1238","fprinM","FASTmrMLM","NsiI.TP90957",9,58754094,0,61
"1239","fprinM","FASTmrMLM","PstI.TP621994",3,74383503,0,39
"1240","fprinM","FASTmrMLM","GFk45ctg179201_418",4,22559183,0,43
"1241","fprinM","FASTmrMLM","GFSSContig11128_893",3,69715214,0,38
"1242","fprinM","FASTmrMLM","NsiI.TP102967",1,6105258,0,7
"1243","fprinM","FASTmrMLM","NsiI.TP123780",3,55955099,0,30
"1244","fprinM","FASTmrMLM","NsiI.TP130730",11,10568,0,91
"1245","fprinM","FASTmrMLM","NsiI.TP151058",9,52613984,0,59
"1246","fprinM","FASTmrMLM","NsiI.TP205267",4,64749548,0,46
"1247","fprinM","FASTmrMLM","NsiI.TP211131",6,32284894,0,49
"1248","fprinM","FASTmrMLM","NsiI.TP215974",3,56338222,0,31
"1249","fprinM","FASTmrMLM","NsiI.TP257077",1,6103539,0.0000000460150607789058,6
"1250","fprinM","FASTmrMLM","NsiI.TP299172",3,55365719,0.000111480780336384,29
"1251","fprinM","FASTmrMLM","NsiI.TP302373",11,12421,0,93
"1252","fprinM","FASTmrMLM","NsiI.TP30868",1,51136397,0,11
"1253","fprinM","FASTmrMLM","NsiI.TP324593",4,54954569,0,45
"1254","fprinM","FASTmrMLM","NsiI.TP34695",4,6508508,0,41
"1255","fprinM","FASTmrMLM","NsiI.TP393109",11,13472,0,94
"1256","fprinM","FASTmrMLM","NsiI.TP413314",1,58050134,0,12
"1257","fprinM","FASTmrMLM","NsiI.TP416911",11,13756,0,95
"1258","fprinM","FASTmrMLM","NsiI.TP422808",10,5343480,0,63
"1259","fprinM","FASTmrMLM","NsiI.TP425431",1,29611471,0,10
"1260","fprinM","FASTmrMLM","NsiI.TP434835",11,14151,0.000000114077501292212,96
"1261","fprinM","FASTmrMLM","NsiI.TP436966",3,208286,0,24
"1262","fprinM","FASTmrMLM","NsiI.TP492468",11,15095,0,97
"1263","fprinM","FASTmrMLM","NsiI.TP495572",11,15165,0,98
"1264","fprinM","FASTmrMLM","NsiI.TP496851",3,61267172,0,33
"1265","fprinM","FASTmrMLM","NsiI.TP59023",11,9822,0,89
"1266","fprinM","FASTmrMLM","NsiI.TP616446",9,56031936,0,60
"1267","fprinM","FASTmrMLM","NsiI.TP646295",11,17132,0.0000000433211523087223,100
"1268","fprinM","FASTmrMLM","NsiI.TP654668",11,17191,0,101
"1269","fprinM","FASTmrMLM","NsiI.TP685658",11,17582,0,102
"1270","fprinM","FASTmrMLM","NsiI.TP705689",11,17810,0,104
"1271","fprinM","FASTmrMLM","NsiI.TP765685",2,16612091,0.0000000419662342039831,19
"1272","fprinM","FASTmrMLM","NsiI.TP777037",2,73985749,0,22
"1273","fprinM","FASTmrMLM","NsiI.TP784220",11,18785,0,106
"1274","fprinM","FASTmrMLM","NsiI.TP792425",11,18843,0,107
"1275","fprinM","FASTmrMLM","NsiI.TP821811",4,48427329,0,44
"1276","fprinM","FASTmrMLM","NsiI.TP825923",6,52448208,0,52
"1277","fprinM","FASTmrMLM","NsiI.TP832142",11,19332,0,108
"1278","fprinM","FASTmrMLM","PstI.TP1009395",11,6997,0,82
"1279","fprinM","FASTmrMLM","PstI.TP1020545",11,7078,0,83
"1280","fprinM","FASTmrMLM","PstI.TP1046468",11,7261,0,84
"1281","fprinM","FASTmrMLM","PstI.TP1052140",6,19137861,0.00013055695126911,48
"1282","fprinM","FASTmrMLM","PstI.TP1075605",11,7505,0,85
"1283","fprinM","FASTmrMLM","PstI.TP108730",11,899,0.0000000000000366353208991472,67
"1284","fprinM","FASTmrMLM","PstI.TP1159423",11,8140,0,86
"1285","fprinM","FASTmrMLM","PstI.TP118441",11,979,0,69
"1286","fprinM","FASTmrMLM","PstI.TP1192081",9,48933732,0,58
"1287","fprinM","FASTmrMLM","PstI.TP1256552",10,47768031,0.0000678890919795585,64
"1288","fprinM","FASTmrMLM","PstI.TP1282314",9,15059279,0,57
"1289","fprinM","FASTmrMLM","PstI.TP133136",5,65324990,0,47
"1290","fprinM","FASTmrMLM","PstI.TP187918",11,1532,0,70
"1291","fprinM","FASTmrMLM","PstI.TP210905",2,72650615,0.0000000000000126561029820636,21
"1292","fprinM","FASTmrMLM","PstI.TP360841",2,2832783,0.00000352858025828527,18
"1293","fprinM","FASTmrMLM","PstI.TP393010",11,3057,0,72
"1294","fprinM","FASTmrMLM","PstI.TP40160",2,77518912,0,23
"1295","fprinM","FASTmrMLM","PstI.TP434247",11,3327,0,73
"1296","fprinM","FASTmrMLM","PstI.TP511612",11,3858,0,74
"1297","fprinM","FASTmrMLM","PstI.TP513949",3,61369495,0,34
"1298","fprinM","FASTmrMLM","PstI.TP532669",4,3498516,0,40
"1299","fprinM","FASTmrMLM","PstI.TP607810",11,4293,0,75
"1300","fprinM","FASTmrMLM","PstI.TP622176",3,65129470,0,36
"1301","fprinM","FASTmrMLM","PstI.TP640960",1,80209769,0,17
"1302","fprinM","FASTmrMLM","PstI.TP661215",3,54129611,0,28
"1303","fprinM","FASTmrMLM","PstI.TP662300",1,9383388,0,8
"1304","fprinM","FASTmrMLM","PstI.TP68941",11,572,0,66
"1305","fprinM","FASTmrMLM","PstI.TP820348",1,64116607,0,15
"1306","fprinM","FASTmrMLM","PstI.TP874146",11,6098,0,79
"1307","fprinM","FASTmrMLM","PstI.TP876839",4,6887064,0,42
"1308","fprinM","FASTmrMLM","PstI.TP897332",11,6254,0,80
"1309","fprinM","FASTmrMLM","PstI.TP918301",3,66190813,0,37
"1310","fprinM","FASTmrMLM","PstI.TP929267",1,63290479,0.000000000134462134153449,14
"1311","fprinM","FASTmrMLM","PstI.TP964683",3,64769478,0,35
"1312","fprinM","FASTmrMLM","NsiI.TP607068",8,1666575,0,56
"1313","fprinM","FASTmrMLM","NsiI.TP109257",11,10284,0,90
"1314","fprinM","FASTmrMLM","NsiI.TP205114",2,58611885,0,20
"1315","fprinM","FASTmrMLM","NsiI.TP293440",11,12365,0,92
"1316","fprinM","FASTmrMLM","NsiI.TP38649",11,9585,0,87
"1317","fprinM","FASTmrMLM","NsiI.TP441453",3,57267022,0,32
"1318","fprinM","FASTmrMLM","NsiI.TP46117",11,9698,0,88
"1319","fprinM","FASTmrMLM","NsiI.TP578137",11,16313,0,99
"1320","fprinM","FASTmrMLM","NsiI.TP614958",6,45639721,0.00000607855009236522,50
"1321","fprinM","FASTmrMLM","NsiI.TP693683",11,17666,0,103
"1322","fprinM","FASTmrMLM","NsiI.TP709794",11,17871,0,105
"1323","fprinM","FASTmrMLM","NsiI.TP775735",3,13550015,0.000000000000000333042762308747,27
"1324","fprinM","FASTmrMLM","PstI.TP106347",10,268264,0,62
"1325","fprinM","FASTmrMLM","PstI.TP109212",6,59782352,0,53
"1326","fprinM","FASTmrMLM","PstI.TP111598",11,919,0,68
"1327","fprinM","FASTmrMLM","PstI.TP1264009",3,2578481,0,25
"1328","fprinM","FASTmrMLM","PstI.TP1278820",7,61813715,0,55
"1329","fprinM","FASTmrMLM","PstI.TP297547",7,5291285,0,54
"1330","fprinM","FASTmrMLM","PstI.TP351899",6,46132630,0,51
"1331","fprinM","FASTmrMLM","PstI.TP365432",11,2887,0,71
"1332","fprinM","FASTmrMLM","PstI.TP502131",1,59426545,0,13
"1333","fprinM","FASTmrMLM","PstI.TP537292",1,78162057,0,16
"1334","fprinM","FASTmrMLM","PstI.TP641518",11,4507,0.00000000000000310885165988056,76
"1335","fprinM","FASTmrMLM","PstI.TP693499",11,4804,0.000000043561216554647,77
"1336","fprinM","FASTmrMLM","PstI.TP713933",1,25304804,0,9
"1337","fprinM","FASTmrMLM","PstI.TP719659",10,54993631,0,65
"1338","fprinM","FASTmrMLM","PstI.TP793039",11,5486,0,78
"1339","fprinM","FASTmrMLM","PstI.TP932850",11,6532,0,81
"1340","fprinM","FASTmrMLM","PstI.TP968973",3,2980616,0,26
"1341","fprinM","ISIS EM-BLASSO","NsiI.TP495572",11,15165,0.0000229667741675161,110
"1342","fprinM","ISIS EM-BLASSO","NsiI.TP767179",11,18585,0.0000919813967269626,111
"1343","fprinM","ISIS EM-BLASSO","PstI.TP1020545",11,7078,0.000124251030692901,109
"1344","fprinM","mrMLM","NsiI.TP616446",9,56031936,0.000179120791649218,5
"1345","fprinM","mrMLM","NsiI.TP810192",8,2563502,0.000000246179565027416,4
"1346","fprinM","mrMLM","NsiI.TP825923",6,52448208,0.0000000731918964232725,2
"1347","fprinM","mrMLM","PstI.TP622176",3,65129470,0.000000820797452774347,1
"1348","fprinM","mrMLM","NsiI.TP607068",8,1666575,0.000000368708372903789,3
"1349","fprinW","FarmCPU","NsiI.TP632002",1,70863814,0.00000000000167178204664013,30
"1350","fprinW","FarmCPU","NsiI.TP728788",11,18071,0.00000000486479200852528,33
"1351","fprinW","FarmCPU","PstI.TP202284",10,56175041,0.0000000452644854517118,32
"1352","fprinW","FarmCPU","PstI.TP1027360",2,64471256,0.000000748313325095292,31
"1353","fprinW","FASTmrMLM","NsiI.TP324593",4,54954569,0.0000406069153365635,9
"1354","fprinW","FASTmrMLM","NsiI.TP825923",6,52448208,0.000035367144758576,11
"1355","fprinW","FASTmrMLM","PstI.TP108730",11,899,0.0000252289978645072,13
"1356","fprinW","FASTmrMLM","PstI.TP133136",5,65324990,0.0000157906497272843,10
"1357","fprinW","FASTmrMLM","PstI.TP187918",11,1532,0.00000829086798586446,14
"1358","fprinW","FASTmrMLM","PstI.TP661215",3,54129611,0.000000810587682464738,8
"1359","fprinW","FASTmrMLM","PstI.TP874146",11,6098,0.000113762728582343,15
"1360","fprinW","FASTmrMLM","NsiI.TP383484",9,6111601,0.00000652078678513579,12
