"","SNP","Chromosome","Position","GLM.HM_1","MLM.HM_1","CMLM.HM_1","SUPER.HM_1","rrBLUP.HM_1","Adj.P.GLM.HM_1","Adj.P.MLM.HM_1","Adj.P.CMLM.HM_1","Adj.P.SUPER.HM_1","Adj.P.rrBLUP.HM_1"
"6920","PstI.TP173114",11,1419,0.0404455637624341,0.142594416685979,0.142594416685979,9.32379517003549e-05,1,0.445806905062167,0.999104223694915,0.999104223694915,0.0258014016670295,1
"6941","PstI.TP175806",11,1446,8.4668796143263e-05,0.000281713857477663,0.000281713857477663,0.000694742090129889,0.919118225716491,0.221844546135515,0.999104223694915,0.999104223694915,0.0452560515317824,1
"6982","PstI.TP182059",11,1497,0.0516365925927643,0.215710125671347,0.215710125671347,0.000570322284889486,0.803574092572169,0.479901208237119,0.999104223694915,0.999104223694915,0.0422657636278488,1
"7021","PstI.TP189070",11,1540,0.0127389104399602,0.0621949708135274,0.0621949708135274,4.96746790264547e-05,1,0.341715438218148,0.999104223694915,0.999104223694915,0.0256761178413796,1
"7043","PstI.TP191473",11,1566,0.00912294147016787,0.0442124238554496,0.0442124238554496,0.000832254177115965,0.208500608062227,0.314582307743728,0.999104223694915,0.999104223694915,0.0489957402018939,1
"7052","PstI.TP192620",11,1575,0.0142007853689425,0.128123332478369,0.128123332478369,0.000374724770957068,1,0.349489110262047,0.999104223694915,0.999104223694915,0.0367191953060451,1
"7129","PstI.TP204901",11,1674,0.000269725749758198,0.0112019446210673,0.0112019446210673,7.737748732812e-05,0.678473589453314,0.221844546135515,0.999104223694915,0.999104223694915,0.0258014016670295,1
"7247","PstI.TP221463",11,1817,0.0253767200649498,0.38825886389125,0.38825886389125,0.000363991522934195,1,0.395357692008164,0.999104223694915,0.999104223694915,0.0367191953060451,1
"7272","PstI.TP225347",11,1850,0.00120384673689525,0.0901106770623849,0.0901106770623849,8.4241791196749e-05,0.929705593062616,0.223940314644721,0.999104223694915,0.999104223694915,0.0258014016670295,1
"7314","PstI.TP230626",11,1904,0.0306778285343433,0.280563483587638,0.280563483587638,0.000819800712423441,0.919536697168447,0.412444638893858,0.999104223694915,0.999104223694915,0.0485795863874173,1
"7330","PstI.TP234053",11,1921,0.0223065561302771,0.21813901037227,0.21813901037227,0.000305427506898117,0.7389443635493,0.381437513046396,0.999104223694915,0.999104223694915,0.0357865839900625,1
"7377","PstI.TP243246",11,1985,0.154289421013966,0.201978974020833,0.201978974020833,0.000856318806987645,0.0424715719694678,0.652140901228751,0.999104223694915,0.999104223694915,0.0492930425709936,1
"7524","PstI.TP268577",11,2179,0.000845338891752953,0.0288688280243161,0.0288688280243161,0.000125501392059725,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0272158983029427,1
"7696","PstI.TP303420",11,2401,0.177086755162589,0.841317414608953,0.841317414608953,0.000202718621742521,1,0.674837045439019,0.999104223694915,0.999104223694915,0.0310388682621909,1
"7782","PstI.TP316438",11,2503,0.0179159291814599,0.0328886696724953,0.0328886696724953,0.000575052370352299,1,0.362834639345765,0.999104223694915,0.999104223694915,0.0422657636278488,1
"7830","PstI.TP323391",11,2564,0.0182829966154572,0.28012560706492,0.28012560706492,0.000252831068701349,0.586863941463358,0.363305259286869,0.999104223694915,0.999104223694915,0.0336685151560675,1
"7949","PstI.TP344604",11,2716,0.00675110182716594,0.0149290087291654,0.0149290087291654,1.13463082819528e-05,1,0.292454180096692,0.999104223694915,0.999104223694915,0.0170610655532964,1
"8026","PstI.TP355533",11,2805,0.00686356661269586,0.0988654290845147,0.0988654290845147,0.000849961186482469,0.904937226905801,0.293127091028365,0.999104223694915,0.999104223694915,0.0492930425709936,1
"8061","PstI.TP360233",11,2850,0.394139298744389,0.976570460827737,0.976570460827737,0.000241692640803428,0.45722992610517,0.828259419617278,0.999314177543357,0.999314177543357,0.0335012325574728,1
"8097","PstI.TP366962",11,2898,0.00235959723130892,0.148909880165248,0.148909880165248,0.00016048490447726,0.342223640155173,0.247127942502346,0.999104223694915,0.999104223694915,0.029548873636609,1
"8443","PstI.TP434344",11,3329,0.0104904455437782,0.139659938190865,0.139659938190865,8.67753151826681e-05,0.0925799488944242,0.324469348247965,0.999104223694915,0.999104223694915,0.0258014016670295,1
"8464","PstI.TP438663",11,3360,0.0445864713907728,0.473806762449798,0.473806762449798,0.00036665309685166,0.408239106213242,0.456556469805158,0.999104223694915,0.999104223694915,0.0367191953060451,1
"8597","PstI.TP460830",11,3521,0.0107760523549825,0.0729216257422205,0.0729216257422205,0.000117022172429785,1,0.324884024550216,0.999104223694915,0.999104223694915,0.0264500093106854,1
"8698","PstI.TP480563",11,3643,0.0351004137601403,0.157518423900235,0.157518423900235,8.58722545428291e-06,0.0207522762642138,0.42578276698351,0.999104223694915,0.999104223694915,0.0170610655532964,1
"8780","PstI.TP492157",11,3737,0.00282016393071593,0.0326694573612246,0.0326694573612246,0.000117330274311026,0.64866579754526,0.251604252163745,0.999104223694915,0.999104223694915,0.0264500093106854,1
"9022","PstI.TP543485",11,4036,0.0518145149232438,0.0920607594587849,0.0920607594587849,0.000245669519131264,1,0.480160393172854,0.999104223694915,0.999104223694915,0.0335012325574728,1
"9032","PstI.TP546941",11,4049,0.0456032980807075,0.408600909524159,0.408600909524159,0.000722243806178138,0.0205341992790903,0.460670732248116,0.999104223694915,0.999104223694915,0.0462133590024054,1
"9094","PstI.TP573755",11,4123,0.0288078685191065,0.201096015084804,0.201096015084804,0.000788966472603603,1,0.404183331757193,0.999104223694915,0.999104223694915,0.0480138651995258,1
"9101","PstI.TP574024",11,4130,0.00251319276410506,0.0804445658771712,0.0804445658771712,0.000405437283808353,0.697590454603874,0.247127942502346,0.999104223694915,0.999104223694915,0.0375419729308587,1
"9168","PstI.TP588590",11,4212,0.0218451770899747,0.28630323590194,0.28630323590194,0.000338517550943626,0.233011659036159,0.381204843196083,0.999104223694915,0.999104223694915,0.0359683765418606,1
"9169","PstI.TP588782",11,4213,0.0361072840506064,0.166382564862847,0.166382564862847,0.00081526063911869,1,0.428991538058533,0.999104223694915,0.999104223694915,0.0484697297273728,1
"9221","PstI.TP605931",11,4284,0.00301115869007268,0.0382810287386789,0.0382810287386789,0.000850146188313867,1,0.251604252163745,0.999104223694915,0.999104223694915,0.0492930425709936,1
"9277","PstI.TP620357",11,4354,0.101018111947282,0.618501869483172,0.618501869483172,0.000284734052799193,0.378113894271574,0.582913595131678,0.999104223694915,0.999104223694915,0.0349506207395145,1
"9327","PstI.TP629726",11,4421,0.000220055461545462,0.00391931655014957,0.00391931655014957,0.000252623568110243,0.932422999706398,0.221844546135515,0.999104223694915,0.999104223694915,0.0336685151560675,1
"9342","PstI.TP632245",11,4440,0.0246147797781439,0.0445359771332731,0.0445359771332731,0.00010926950467189,0.11713509786227,0.391647607488266,0.999104223694915,0.999104223694915,0.0264500093106854,1
"9367","PstI.TP636784",11,4475,0.00445378564241045,0.025846101340454,0.025846101340454,0.000292195506648028,0.419386790578469,0.266664418103314,0.999104223694915,0.999104223694915,0.0351491714797134,1
"9398","PstI.TP642281",11,4513,0.0157799084751815,0.0891699950843905,0.0891699950843905,0.000406332427593023,1,0.356795806669953,0.999104223694915,0.999104223694915,0.0375419729308587,1
"9412","PstI.TP644437",11,4532,0.00307272149995897,0.105579925924068,0.105579925924068,0.0001274678700633,0.96411338379823,0.251604252163745,0.999104223694915,0.999104223694915,0.0272192928689016,1
"9486","PstI.TP662789",11,4624,0.000558431463743069,0.0177105731849328,0.0177105731849328,0.000188926483822515,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0307218860075624,1
"9566","PstI.TP684381",11,4732,0.00360938294755478,0.0229374542965705,0.0229374542965705,0.000518582882305807,0.861611155881079,0.254229020767527,0.999104223694915,0.999104223694915,0.0409510263821706,1
"9572","PstI.TP685319",11,4739,0.00549745345876448,0.0624824272364347,0.0624824272364347,4.11030339230808e-05,0.343589471815334,0.276495795719466,0.999104223694915,0.999104223694915,0.0245659628937139,1
"9583","PstI.TP687504",11,4751,0.0141489560431683,0.177776800667435,0.177776800667435,8.95778257535349e-06,0.481198245610469,0.349489110262047,0.999104223694915,0.999104223694915,0.0170610655532964,1
"9814","PstI.TP730438",11,5033,0.00444547893491608,0.036987114674735,0.036987114674735,0.000764344878493573,0.764261055787561,0.266664418103314,0.999104223694915,0.999104223694915,0.0474832954552933,1
"9815","PstI.TP730477",11,5034,0.00161902806137105,0.04132310451011,0.04132310451011,0.00045264340353332,1,0.240589191332305,0.999104223694915,0.999104223694915,0.039114205849962,1
"9836","PstI.TP733510",11,5059,0.0148961336117016,0.0554888408284285,0.0554888408284285,0.000673344754151264,0.495058665625484,0.354503853085127,0.999104223694915,0.999104223694915,0.0448333311583225,1
"9863","PstI.TP738688",11,5098,0.00279913170615662,0.0232804386617385,0.0232804386617385,0.000384518337780424,0.700308384507571,0.251604252163745,0.999104223694915,0.999104223694915,0.0368639282242045,1
"9987","PstI.TP760074",11,5247,0.0261178706985189,0.18557145606197,0.18557145606197,0.000332160831584527,0.0798182112104239,0.396854969939759,0.999104223694915,0.999104223694915,0.0359683765418606,1
"10010","PstI.TP764114",11,5274,0.00432937494166203,0.0286634270113929,0.0286634270113929,6.24223675040956e-05,0.0899559933624094,0.266618571492661,0.999104223694915,0.999104223694915,0.0256793252789291,1
"10303","PstI.TP815540",11,5639,0.0618418686218811,0.329886186398214,0.329886186398214,0.000370696798096223,1,0.507161327682366,0.999104223694915,0.999104223694915,0.0367191953060451,1
"10434","PstI.TP836762",11,5799,0.000281579468992985,0.0211440101400018,0.0211440101400018,0.000155787917068335,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0291299189179382,1
"10541","PstI.TP854160",11,5944,0.0104901436723426,0.0829805311430084,0.0829805311430084,0.000855898146174473,0.623575090177613,0.324469348247965,0.999104223694915,0.999104223694915,0.0492930425709936,1
"10617","PstI.TP865965",11,6041,0.579591637308602,0.496576288081044,0.496576288081044,0.000754518295215832,0.0138598134504045,0.902652002810366,0.999104223694915,0.999104223694915,0.047190738713603,1
"10732","PstI.TP885027",11,6185,0.00153846130768595,0.0399865441511257,0.0399865441511257,3.86239218777989e-05,0.677899560377477,0.240589191332305,0.999104223694915,0.999104223694915,0.0245659628937139,1
"10911","PstI.TP916242",11,6402,0.0100458523136384,0.156662459168452,0.156662459168452,0.00058137260038458,0.84170860800401,0.320697469185958,0.999104223694915,0.999104223694915,0.0424856976597586,1
"10977","PstI.TP926161",11,6485,0.000517621700601721,0.00540996234254634,0.00540996234254634,0.000174846057203304,0.542246329623733,0.221844546135515,0.999104223694915,0.999104223694915,0.0303633645587048,1
"11021","PstI.TP934590",11,6544,0.000316263614975845,0.00115079166023579,0.00115079166023579,0.000672905229334753,0.901126568291538,0.221844546135515,0.999104223694915,0.999104223694915,0.0448333311583225,1
"11026","PstI.TP936322",11,6550,0.107123592966356,0.476213036460901,0.476213036460901,0.000566952556857414,1,0.591919546522768,0.999104223694915,0.999104223694915,0.0422657636278488,1
"11059","PstI.TP941024",11,6587,0.00813393024110895,0.0953059226154965,0.0953059226154965,0.000179635075108962,0.266698952669574,0.306252943357988,0.999104223694915,0.999104223694915,0.0306827414037092,1
"11204","PstI.TP976336",11,6774,0.161092956673959,0.120797803310373,0.120797803310373,0.000249863508859979,0.745840217626752,0.660044694721146,0.999104223694915,0.999104223694915,0.0336685151560675,1
"11287","PstI.TP989816",11,6875,0.0026115374753128,0.00742795821075932,0.00742795821075932,2.29735051149511e-06,1,0.247127942502346,0.999104223694915,0.999104223694915,0.0153752140260169,1
"11290","PstI.TP990430",11,6878,0.0442271304985563,0.355031115813956,0.355031115813956,0.000172276964590443,1,0.455759190585922,0.999104223694915,0.999104223694915,0.0301802480492228,1
"11295","PstI.TP991542",11,6885,0.0809049088698949,0.0907137442701171,0.0907137442701171,0.000849619390314758,1,0.543579703868705,0.999104223694915,0.999104223694915,0.0492930425709936,1
"11356","PstI.TP1004016",11,6968,0.198569725038518,0.959664335158699,0.959664335158699,0.000856427003214724,1,0.695271390479742,0.999104223694915,0.999104223694915,0.0492930425709936,1
"11418","PstI.TP1016686",11,7060,0.00243406665971424,0.0287974719249642,0.0287974719249642,7.81523570353843e-05,0.216657379323329,0.247127942502346,0.999104223694915,0.999104223694915,0.0258014016670295,1
"11478","PstI.TP1027140",11,7140,0.0141433088856477,0.00354445799508302,0.00354445799508302,0.000774804984300624,1,0.349489110262047,0.999104223694915,0.999104223694915,0.0476340072801379,1
"11619","PstI.TP1053379",11,7313,0.123457142562195,0.575911529220961,0.575911529220961,0.000448116072460197,0.090263912178318,0.614330359306547,0.999104223694915,0.999104223694915,0.039058750537733,1
"11630","PstI.TP1054223",11,7330,0.0962464278874264,0.41094815147117,0.41094815147117,0.000312784794250567,1,0.574588383586266,0.999104223694915,0.999104223694915,0.0359683765418606,1
"11810","PstI.TP1082638",11,7557,0.00163714432236017,0.0494613444186612,0.0494613444186612,0.000349741712887744,0.686122172687675,0.240589191332305,0.999104223694915,0.999104223694915,0.0364588200078633,1
"11825","PstI.TP1086389",11,7579,0.000418843468215611,0.00415500294544748,0.00415500294544748,0.000824972437070962,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0487260316023189,1
"11960","PstI.TP1106131",11,7749,0.0946295032552431,0.252805962335062,0.252805962335062,2.12304054437541e-05,1,0.57176290474286,0.999104223694915,0.999104223694915,0.0198503170863524,1
"11974","PstI.TP1109285",11,7769,0.00239124265942721,0.0365756224264993,0.0365756224264993,0.000777124786219207,1,0.247127942502346,0.999104223694915,0.999104223694915,0.0476862061481603,1
"11981","PstI.TP1111251",11,7778,0.0126744449483887,0.289323534247323,0.289323534247323,0.000270858689263871,0.719103798881334,0.341085286575281,0.999104223694915,0.999104223694915,0.0346755297093047,1
"12064","PstI.TP1124199",11,7891,0.0387736236508364,0.460320174746146,0.460320174746146,0.00023528356072855,0.463795349913474,0.438534026646638,0.999104223694915,0.999104223694915,0.0334431855677271,1
"12067","PstI.TP1125669",11,7895,0.0667384637717082,0.0387554336182698,0.0387554336182698,0.000273845210794498,0.778145389057719,0.518170757442643,0.999104223694915,0.999104223694915,0.0346755297093047,1
"12086","PstI.TP1128402",11,7919,0.0193543204803257,0.161456158476596,0.161456158476596,0.000675432509235972,0.677470258462986,0.368969211565765,0.999104223694915,0.999104223694915,0.0448346187566426,1
"12099","PstI.TP1131607",11,7935,0.138555675475135,0.592510236212567,0.592510236212567,0.000422697981282059,0.0946120065121323,0.632856248139055,0.999104223694915,0.999104223694915,0.0382313903471352,1
"12116","PstI.TP1134689",11,7956,0.312519071774897,0.836421922510956,0.836421922510956,0.0006323361426211,0.429035314826429,0.779505481984286,0.999104223694915,0.999104223694915,0.043915173407097,1
"12235","PstI.TP1156206",11,8116,0.0253387269908991,0.246381391682135,0.246381391682135,0.000350565576998686,1,0.395170259138966,0.999104223694915,0.999104223694915,0.0364588200078633,1
"12325","PstI.TP1171017",11,8229,0.00799681977001783,0.136394975521587,0.136394975521587,8.16928442783845e-05,0.865329937954953,0.305062612960257,0.999104223694915,0.999104223694915,0.0258014016670295,1
"12451","PstI.TP1188882",11,8398,0.0126229974636479,0.0807298293781404,0.0807298293781404,8.67854562413659e-05,0.878173357862233,0.340972105140812,0.999104223694915,0.999104223694915,0.0258014016670295,1
"12554","PstI.TP1208142",11,8522,0.0150433831584109,0.0623789584656069,0.0623789584656069,0.000784929867087941,0.938041515332659,0.354503853085127,0.999104223694915,0.999104223694915,0.0480111000736773,1
"12604","PstI.TP1219311",11,8586,0.082408277402821,0.699172245319735,0.699172245319735,0.000753868711834965,0.405752062800307,0.546436816975146,0.999104223694915,0.999104223694915,0.047190738713603,1
"12685","PstI.TP1231139",11,8679,0.0343579334934012,0.158749440394424,0.158749440394424,0.000454896359818159,0.261297551212352,0.422888507472668,0.999104223694915,0.999104223694915,0.0391306696246242,1
"12704","PstI.TP1234687",11,8701,0.0249952896992646,0.397530491303084,0.397530491303084,0.000381977629966685,0.835956562645085,0.393515789692771,0.999104223694915,0.999104223694915,0.0368639282242045,1
"12922","PstI.TP1273314",11,8970,0.00133617333804845,0.00952117308172389,0.00952117308172389,0.00058260080568009,0.953607141020857,0.234986682758245,0.999104223694915,0.999104223694915,0.0424856976597586,1
"12980","PstI.TP1283654",11,9039,0.0307598358180686,0.242022474478727,0.242022474478727,0.000444284308350799,0.564428112169044,0.412444638893858,0.999104223694915,0.999104223694915,0.0388216274086287,1
"13064","NsiI.TP568",11,9143,0.0636741237002069,0.248119270811099,0.248119270811099,0.000668465347094731,0.609269163218229,0.510071426435753,0.999104223694915,0.999104223694915,0.0448333311583225,1
"13074","NsiI.TP1783",11,9157,0.0144804305940141,0.116139469900519,0.116139469900519,6.08672766789114e-05,0.0138990957998654,0.350186609824449,0.999104223694915,0.999104223694915,0.0256793252789291,1
"13146","NsiI.TP13900",11,9274,0.00834388326556235,0.0580610087810677,0.0580610087810677,0.00013528512879338,0.289760630389425,0.30820272189111,0.999104223694915,0.999104223694915,0.0275828798186186,1
"13168","NsiI.TP16416",11,9311,0.000456419635322798,0.00314220900661963,0.00314220900661963,0.000220954696008668,0.169620117423698,0.221844546135515,0.999104223694915,0.999104223694915,0.0323370098401371,1
"13355","NsiI.TP38756",11,9586,0.00490121402811097,0.00447627369404686,0.00447627369404686,0.000131833820215661,0.875569899315332,0.271059205744523,0.999104223694915,0.999104223694915,0.0273426373789815,1
"13418","NsiI.TP43842",11,9677,3.53589196590369e-05,0.00231974512537674,0.00231974512537674,0.000210892634374396,0.40338168826177,0.221844546135515,0.999104223694915,0.999104223694915,0.0313197258819062,1
"13459","NsiI.TP51472",11,9740,0.0551954308518982,0.688685907115239,0.688685907115239,0.000264298046983304,0.0744502201062063,0.48786499317497,0.999104223694915,0.999104223694915,0.0344223833323384,1
"13490","NsiI.TP56325",11,9785,0.0723290038536998,0.406183360949794,0.406183360949794,1.97153428158025e-05,0.912206113221461,0.524692751692617,0.999104223694915,0.999104223694915,0.0198503170863524,1
"13555","NsiI.TP63305",11,9874,0.000980634359789576,0.0311266157347733,0.0311266157347733,0.000118001870400697,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0264500093106854,1
"13570","NsiI.TP65170",11,9893,0.000675182033708299,0.0215747413425078,0.0215747413425078,0.000614734388920214,0.689007969660384,0.221844546135515,0.999104223694915,0.999104223694915,0.0432447068759312,1
"13600","NsiI.TP67463",11,9932,0.000296530374565423,0.00275756849572931,0.00275756849572931,0.000683920169115001,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0448751110236766,1
"13605","NsiI.TP67777",11,9941,0.00278900306048521,0.0265209197224969,0.0265209197224969,0.000693830691718662,0.582827475381978,0.251604252163745,0.999104223694915,0.999104223694915,0.0452560515317824,1
"13646","NsiI.TP76552",11,9999,0.0151312792179129,0.0797525807514377,0.0797525807514377,0.00049963110849602,0.12314513466612,0.354503853085127,0.999104223694915,0.999104223694915,0.0402516837676052,1
"13696","NsiI.TP84023",11,10066,0.000239464555859455,0.0154092250951124,0.0154092250951124,2.9081511063426e-05,0.309339490900926,0.221844546135515,0.999104223694915,0.999104223694915,0.0223296504522748,1
"13705","NsiI.TP85829",11,10080,0.0100197951837237,0.130322903867499,0.130322903867499,0.000368039924929726,0.321233358972347,0.320697469185958,0.999104223694915,0.999104223694915,0.0367191953060451,1
"13710","NsiI.TP86624",11,10086,0.013340758531377,0.0208739660664003,0.0208739660664003,0.00014738065648741,0.123203539444169,0.345294544656785,0.999104223694915,0.999104223694915,0.0287765519716693,1
"13745","NsiI.TP91546",11,10135,0.00496511383999452,0.0183550818565426,0.0183550818565426,9.52854073116166e-06,1,0.271059205744523,0.999104223694915,0.999104223694915,0.0170610655532964,1
"13837","NsiI.TP107770",11,10275,0.138617857547651,0.244780069103132,0.244780069103132,0.000799863705722943,0.953978236605049,0.632964728738673,0.999104223694915,0.999104223694915,0.0481091356868826,1
"13846","NsiI.TP109633",11,10288,0.000149493812227633,0.000406452816436056,0.000406452816436056,0.00036307469238309,0.274521700720628,0.221844546135515,0.999104223694915,0.999104223694915,0.0367191953060451,1
"13861","NsiI.TP111087",11,10310,0.0155879137908668,0.045891159305653,0.045891159305653,0.000818036309546128,0.44896796095632,0.356352822028214,0.999104223694915,0.999104223694915,0.0485547604258235,1
"13912","NsiI.TP115990",11,10376,0.00138592390075665,0.0606865601948772,0.0606865601948772,0.000115086855094303,0.411866283286393,0.235920857219368,0.999104223694915,0.999104223694915,0.0264500093106854,1
"14163","NsiI.TP146839",11,10736,0.000964250711559831,0.143410576491532,0.143410576491532,9.69456896036391e-05,0.794593017385382,0.221844546135515,0.999104223694915,0.999104223694915,0.0260034270856825,1
"14222","NsiI.TP152255",11,10814,0.0224045979171869,0.178889554929477,0.178889554929477,0.000281781404298699,0.849110157423548,0.381887039065122,0.999104223694915,0.999104223694915,0.034907424403843,1
"14399","NsiI.TP175409",11,11076,0.0364983483684133,0.343789880171366,0.343789880171366,0.000402204794683447,0.55202962519059,0.428991538058533,0.999104223694915,0.999104223694915,0.0375419729308587,1
"14484","NsiI.TP185806",11,11194,0.00535651348794477,0.0285428861870938,0.0285428861870938,0.000641324476222232,0.0480762720669631,0.274972772052562,0.999104223694915,0.999104223694915,0.0440840337103008,1
"14485","NsiI.TP185826",11,11195,0.00706201131079539,0.0234398750209811,0.0234398750209811,5.02139630342578e-05,0.233776854661476,0.296198231435917,0.999104223694915,0.999104223694915,0.0256761178413796,1
"14524","NsiI.TP190912",11,11244,0.055903268865567,0.264867274493977,0.264867274493977,0.000767760624535988,0.484617268832391,0.490474069923506,0.999104223694915,0.999104223694915,0.0474832954552933,1
"14570","NsiI.TP196097",11,11301,0.0371316159775167,0.0585669761987211,0.0585669761987211,0.000493559597969333,1,0.430731519574613,0.999104223694915,0.999104223694915,0.0402285268465747,1
"14572","NsiI.TP196221",11,11304,0.0159230413118257,0.0811909119062602,0.0811909119062602,8.525941514006e-05,0.226129276392183,0.357441480286855,0.999104223694915,0.999104223694915,0.0258014016670295,1
"14674","NsiI.TP208407",11,11453,0.00771209943806515,0.268768334829055,0.268768334829055,7.99517831440067e-05,0.802743373196533,0.301218578359272,0.999104223694915,0.999104223694915,0.0258014016670295,1
"14675","NsiI.TP208538",11,11454,0.00106485075416536,0.0074446811022026,0.0074446811022026,0.000475644286741403,0.856464588837362,0.221844546135515,0.999104223694915,0.999104223694915,0.0396387366454097,1
"14677","NsiI.TP208628",11,11458,0.0349283335489265,0.13832105154683,0.13832105154683,6.90227929521205e-05,0.958607767636531,0.425111159501822,0.999104223694915,0.999104223694915,0.0256793252789291,1
"14686","NsiI.TP210502",11,11473,0.00466395961690685,0.107875788120597,0.107875788120597,0.000547925412709401,0.753310396820951,0.269026704289151,0.999104223694915,0.999104223694915,0.0416727449239844,1
"14820","NsiI.TP225733",11,11660,0.00376745411500609,0.00257550112028395,0.00257550112028395,0.000531727798754078,0.888570351657873,0.255903157842408,0.999104223694915,0.999104223694915,0.041266118368345,1
"14862","NsiI.TP230244",11,11712,0.00347642614757734,0.28990958914526,0.28990958914526,0.000438408764372936,0.706070302003366,0.254163780115948,0.999104223694915,0.999104223694915,0.0387086834605536,1
"14889","NsiI.TP234466",11,11758,0.00284153808563608,0.0298488390643727,0.0298488390643727,0.000526138260673633,1,0.251604252163745,0.999104223694915,0.999104223694915,0.0410980033575543,1
"14895","NsiI.TP234912",11,11767,0.0286037976174856,0.166620970446022,0.166620970446022,0.000345468058291987,1,0.40337482307382,0.999104223694915,0.999104223694915,0.03634767139254,1
"15072","NsiI.TP257521",11,12015,0.0163920631911154,0.245225952352987,0.245225952352987,0.000190692265176623,0.837956660759014,0.359488187459815,0.999104223694915,0.999104223694915,0.0307218860075624,1
"15095","NsiI.TP260906",11,12049,0.213885508717094,0.400869879604629,0.400869879604629,0.000327939621132056,1,0.70651718430961,0.999104223694915,0.999104223694915,0.0359683765418606,1
"15210","NsiI.TP278971",11,12213,0.00290554420962495,0.0319886043005506,0.0319886043005506,8.91935850798199e-05,1,0.251604252163745,0.999104223694915,0.999104223694915,0.0258014016670295,1
"15301","NsiI.TP288843",11,12324,0.010678039753364,0.0923892414351261,0.0923892414351261,0.000359109856647225,0.2432026654068,0.324541234827042,0.999104223694915,0.999104223694915,0.0367191953060451,1
"15380","NsiI.TP303442",11,12434,0.0183547665026518,0.181790117420188,0.181790117420188,0.000500434220209454,1,0.363810940200747,0.999104223694915,0.999104223694915,0.0402516837676052,1
"15392","NsiI.TP304396",11,12454,0.0435708590210034,0.289724410047881,0.289724410047881,0.000433689401487589,0.373569707722704,0.453854696455488,0.999104223694915,0.999104223694915,0.0387086834605536,1
"15482","NsiI.TP314390",11,12579,0.00312169390700437,0.00871857657910215,0.00871857657910215,0.000408865137795541,0.450640863215167,0.251604252163745,0.999104223694915,0.999104223694915,0.0375419729308587,1
"15508","NsiI.TP318460",11,12617,0.00249340242301245,0.0274220470473503,0.0274220470473503,0.000368451711498008,0.90905024273114,0.247127942502346,0.999104223694915,0.999104223694915,0.0367191953060451,1
"15511","NsiI.TP319204",11,12621,0.0294628397555215,0.314255881113363,0.314255881113363,2.15143564469213e-05,0.0677257064579872,0.408242937675153,0.999104223694915,0.999104223694915,0.0198503170863524,1
"15557","NsiI.TP324061",11,12690,0.00194911193797947,0.0869461450963731,0.0869461450963731,0.000246933270347145,0.294581881712612,0.24514453794828,0.999104223694915,0.999104223694915,0.0335012325574728,1
"15567","NsiI.TP324732",11,12703,0.0228783893249259,0.37913767168033,0.37913767168033,0.000117136596133274,0.768331580377527,0.384856674398448,0.999104223694915,0.999104223694915,0.0264500093106854,1
"15761","NsiI.TP348696",11,12959,0.0301792632938319,0.171436295690507,0.171436295690507,0.000588907138412323,1,0.411164706338413,0.999104223694915,0.999104223694915,0.0426641105758449,1
"15876","NsiI.TP361679",11,13117,0.00518206677202299,0.00430401450430763,0.00430401450430763,0.000444151557858227,0.770222292787169,0.272421981857488,0.999104223694915,0.999104223694915,0.0388216274086287,1
"15941","NsiI.TP368101",11,13200,0.00139418985148582,0.169982683770551,0.169982683770551,0.000688133139583463,1,0.236213724696809,0.999104223694915,0.999104223694915,0.045069598441539,1
"16078","NsiI.TP384887",11,13387,0.00780827886432287,0.0504456388469958,0.0504456388469958,6.88577437963572e-05,0.267124855082531,0.302669353013624,0.999104223694915,0.999104223694915,0.0256793252789291,1
"16094","NsiI.TP388882",11,13419,0.0165078557236531,0.118077335269004,0.118077335269004,0.000209093957902405,0.0532522164865636,0.360130380091954,0.999104223694915,0.999104223694915,0.0311809204660413,1
"16097","NsiI.TP388993",11,13423,0.00829963814082024,0.0702646782907446,0.0702646782907446,0.000649539449939627,1,0.307984560098683,0.999104223694915,0.999104223694915,0.0443240277636869,1
"16157","NsiI.TP397682",11,13507,0.0151882138255228,0.0299273412124051,0.0299273412124051,0.00057066880484271,0.0557202895471636,0.354503853085127,0.999104223694915,0.999104223694915,0.0422657636278488,1
"16165","NsiI.TP400271",11,13523,0.331233219075609,0.590818746860121,0.590818746860121,0.000841080925840769,0.486723802155703,0.792580571557621,0.999104223694915,0.999104223694915,0.0492930425709936,1
"16280","NsiI.TP411619",11,13674,0.00464152598566255,0.0251524250493403,0.0251524250493403,0.000319235810638461,0.4850421481368,0.268865794174302,0.999104223694915,0.999104223694915,0.0359683765418606,1
"16331","NsiI.TP416112",11,13740,0.319327650583693,0.986852876304593,0.986852876304593,0.00030153967392573,0.362855518659136,0.784754374099789,0.999598391657013,0.999598391657013,0.0354951192723933,1
"16352","NsiI.TP417678",11,13768,0.0105287068443019,0.0517892266334241,0.0517892266334241,0.000334828174380731,1,0.324469348247965,0.999104223694915,0.999104223694915,0.0359683765418606,1
