"","SNP","Chromosome","Position","FarmCPU.fprind","FarmCPU.fprinW","FarmCPU.fprinGW","FarmCPU.fprinM"
"9265","NsiI.TP33360",3,68111513,0.804573772145293,0.575609946868086,0.90189083226104,0.701850903269416
"9266","PstI.TP703729",3,68112941,0.26870130143205,0.377107058989034,0.984301287414514,0.137511634069152
"9267","PstI.TP1075360",3,68128945,0.683881489154016,0.333638536159297,0.976399270321045,0.731241549771384
"9268","PstI.TP769101",3,68129008,0.472278634041829,0.0664051117907096,0.276492809384063,0.801559343789135
"9269","NsiI.TP756994",3,68130123,0.817826535845892,0.871361341107096,0.552512705207235,0.716240870914626
"9270","PstI.TP1066499",3,68152569,0.75014710570976,0.169411334245491,0.357539442085001,0.015987304515514
"9271","PstI.TP536900",3,68152590,0.0847575042112441,0.810195295019333,0.109526881902468,0.249419565282267
"9272","PstI.TP528865",3,68152597,0.43043589237406,0.485177125058595,0.770689166237661,0.828986598889539
"9273","NsiI.TP252466",3,68154380,0.627152634265031,0.617473608505767,0.226612583298581,0.645400256748812
"9274","NsiI.TP592926",3,68161285,0.829434610251025,0.834956109408891,0.449342240251609,0.661933650437707
"9275","NsiI.TP798004",3,68163863,0.834520241650582,0.929267491373019,0.348516086879114,0.407230160289575
"9276","PstI.TP112564",3,68180539,0.518973416198103,0.804492640433939,0.163003469807606,0.406794057084357
"9277","PstI.TP377456",3,68183917,0.662090803377825,0.36011331171884,0.218307654577519,0.749112636699052
"9278","NsiI.TP589436",3,68184564,0.72649339770333,0.175969596673094,0.349232407558477,0.854669121337685
"9279","PstI.TP761879",3,68191140,0.621117660200737,0.929457065172971,0.542829854469401,0.565990807660206
"9280","PstI.TP991644",3,68199059,0.61113991920507,0.188481848085339,0.3512194556881,0.417494200802229
"9281","NsiI.TP441596",3,68205955,0.0780334492756294,0.672160962144648,0.287161305303769,0.707880157683535
"9282","NsiI.TP666262",3,68207345,0.884466751383317,0.550315685854406,0.599399378922749,0.362955587822021
"9283","PstI.TP1103696",3,68213353,0.982801738915528,0.310023990620385,0.762043763091663,0.667767029405996
"9284","PstI.TP651788",3,68226452,0.811595904686006,0.89215833508604,0.325725070201858,0.195352824894313
"9285","NsiI.TP780516",3,68227956,0.192084243183097,0.286205269880503,0.0583187797424737,0.728836733902022
"9286","PstI.TP600362",3,68229964,0.781281033931276,0.707567689001104,0.805286483769057,0.730106781607356
"9287","NsiI.TP149023",3,68238709,0.902319650315025,0.286601749507769,0.397251029932602,0.453046899125272
"9288","PstI.TP1014067",3,68239896,0.345392514639182,0.607131745689687,0.619800521522839,0.0988276628385903
"9289","PstI.TP641439",3,68242861,0.558416288029464,0.916091261513994,0.558262950996711,0.95758684099672
"9290","PstI.TP1060625",3,68250621,0.888627397161089,0.806915608911694,0.970198823484669,0.361340054312821
"9291","PstI.TP922261",3,68252406,0.0262316754039647,0.354721356910652,0.166071848893285,0.028595061759497
"9292","PstI.TP10645",3,68256494,0.644814754835631,0.782091315448466,0.998318098342834,0.052236381068011
"9293","PstI.TP372062",3,68259445,0.308582092806224,0.389751414972262,0.466763229363705,0.884749749355679
"9294","PstI.TP410505",3,68268137,0.378804325481408,0.597837670418571,0.510837952193482,0.751604005614173
"9295","PstI.TP235450",3,68272072,0.593403450820306,0.457596814564328,0.596611274543811,0.0231594267386261
"9296","PstI.TP618913",3,68276528,0.828093576105822,0.0240126085729104,0.210252599646706,0.26703918548082
"9297","NsiI.TP413522",3,68348495,0.471798196580219,0.489707827324055,0.84621020296419,0.211634773307519
"9298","PstI.TP528513",3,68348954,0.444528583575397,0.727355634719813,0.555175438757046,0.166163124311707
"9299","PstI.TP528515",3,68348992,0.37916205090218,0.182002595107017,0.970930911030373,0.802981395473289
"9300","NsiI.TP39861",3,68368696,0.910681743756777,0.011370635846617,0.114287552064026,0.345784712152486
"9301","PstI.TP807352",3,68371565,0.998982476076832,0.379268185735076,0.674925265041314,0.29351375685372
"9302","PstI.TP39682",3,68375421,0.847993178015075,0.714455629592015,0.972872118447993,0.888661355165251
"9303","PstI.TP176839",3,68380476,0.328973425286436,0.518322903148452,0.52677413619954,0.822697566572303
"9304","PstI.TP642813",3,68381004,0.52687944620142,0.369270435951967,0.764695605437245,0.0414192168367616
"9305","PstI.TP580065",3,68386473,0.978820654476036,0.0613430996682033,0.843703564842069,0.0665063095047152
"9306","NsiI.TP36102",3,68390413,0.129637514579989,0.49485420100024,0.40580664351748,0.349220586566242
"9307","PstI.TP26384",3,68403932,0.156711583802139,0.453277230548549,0.0278737026988837,0.0865257086983377
"9308","NsiI.TP623573",3,68430946,0.251017942650675,0.283940835237038,0.241589955683326,0.210799805280282
"9309","PstI.TP233495",3,68462863,0.993991120895824,0.576776675283712,0.512588698180168,0.145884562179268
"9310","PstI.TP87057",3,68497158,0.844832372316714,0.800607316163053,0.910285971194473,0.990753065864402
"9311","NsiI.TP596594",3,68502450,0.809343567211599,0.0738656596653842,0.774089087302686,0.545887338733399
"9312","PstI.TP167782",3,68567976,0.4806159572145,0.89098706405031,0.0443038424338918,0.631538111832797
"9313","NsiI.TP706614",3,68575235,0.312456586733909,0.799915603825058,0.937446465700899,0.863102289628464
"9314","NsiI.TP175548",3,68629810,0.964150974423919,0.21194641404339,0.441261297118529,0.865851916569172
"9315","PstI.TP826996",3,68696850,0.94724252385403,0.29181423503398,0.129498793709008,0.785760456616439
"9316","PstI.TP379031",3,68701578,0.892553857898662,0.616996511218257,0.414482649432138,0.180554577405117
"9317","PstI.TP917218",3,68741261,0.341723377927265,0.122707927103428,0.734983284202033,0.966225731597371
"9318","NsiI.TP762238",3,68747242,0.421391892268319,0.811126574221554,0.154194604434399,0.298544418906567
"9319","NsiI.TP229271",3,68761849,0.470947431028212,0.483357326657539,0.422239251158396,0.328849071884255
"9320","PstI.TP86116",3,68775418,0.802129207989129,0.962012357755972,0.0553729662034249,0.531357486577561
"9321","PstI.TP1211760",3,68786408,0.601331794904315,0.688339785074318,0.27500708561155,0.732934844840628
"9322","PstI.TP41367",3,68811405,0.856935228019061,0.33981926752538,0.260324027425299,0.650584354165475
"9323","PstI.TP162332",3,68814269,0.685919878198892,0.258932980465769,0.341715022939793,0.502997192469561
"9324","PstI.TP829117",3,68826630,0.615647360371966,0.311688341271121,0.76837795235938,0.73328224217857
"9325","NsiI.TP436762",3,68827121,0.548319860219531,0.184102679350995,0.0731229705893138,0.607213169978626
"9326","PstI.TP899075",3,68837126,0.903383524595804,0.335602292385681,0.973105701996711,0.386248632412491
"9327","NsiI.TP203687",3,68844144,0.659790170302834,0.710530523684772,0.846417900887499,0.243147960623804
"9328","PstI.TP77225",3,68857391,0.246929834059126,0.526183040893926,0.879331734270404,0.801003253074548
"9329","PstI.TP770506",3,68857417,0.850083627361595,0.614490755278686,0.676425758056111,0.756094452679268
"9330","NsiI.TP7603",3,68863364,0.480409120939896,0.509206695825107,0.525358838181205,0.317016938273078
"9331","PstI.TP108450",3,68864180,0.208225986477717,0.788009958040795,0.127457249235999,0.936448217729488
"9332","PstI.TP108449",3,68864209,0.118031636148304,0.739992378665841,0.478109164821377,0.703203857882502
"9333","PstI.TP1176205",3,68891880,0.634789115175842,0.164575259693966,0.329489535298741,0.24757491099954
"9334","NsiI.TP555938",3,68896134,0.160211777408053,0.330459292629874,0.705947067584972,0.0501361566486914
"9335","NsiI.TP580951",3,68897574,0.142126573947833,0.719718907719847,0.931516345449331,0.305226110049398
"9336","NsiI.TP548002",3,68898512,0.785669520769896,0.341245330396514,0.773343628574571,0.0430026829203017
"9337","PstI.TP189918",3,68900320,0.782077497670736,0.649586607927684,0.617237738237197,0.694775211790991
"9338","PstI.TP1001212",3,68900375,0.333635072869361,0.666395809432577,0.816566915731861,0.699721984426438
"9339","PstI.TP695075",3,68905151,0.432922729054455,0.71982928792723,0.131535108862171,0.243431762678256
"9340","PstI.TP207042",3,68906982,0.886237139501774,0.63571393331968,0.919930517639176,0.537234143855943
"9341","NsiI.TP642960",3,68906982,0.625746033999042,0.478017549243,0.723756267700862,0.47093757971671
"9342","PstI.TP1276364",3,68920540,0.719624480749386,0.803309676853933,0.927671702718185,0.890517964336553
"9343","NsiI.TP815246",3,68931243,0.980175328552618,0.45862435541071,0.305737510723473,0.73651226753775
"9344","NsiI.TP815245",3,68931295,0.766862025094991,0.981183682483296,0.906992495903994,0.610089414756558
"9345","NsiI.TP771511",3,68941941,0.232782593345278,0.155935751203868,0.0294053812854395,0.724645646800672
"9346","NsiI.TP624365",3,68942331,0.727958563364459,0.00649220720723659,0.303121859061944,0.0722489534970298
"9347","NsiI.TP406126",3,68942911,0.423907941252858,0.763722069578525,0.0652356012843321,0.472142388859993
"9348","PstI.TP670845",3,68951426,0.819860739322996,0.770112277432503,0.645551786833327,0.841056600575071
"9349","PstI.TP1020519",3,68956928,0.265143310365566,0.635934584728095,0.817901266178419,0.377033885957935
"9350","PstI.TP544527",3,68956971,0.550593856000401,0.743082472050761,0.209867364506615,0.954340175590327
"9351","PstI.TP45087",3,68980488,0.988765994918079,0.558796679241896,0.416016184644921,0.65406335149095
"9352","PstI.TP439834",3,68981832,0.504453441402494,0.887030543272606,0.428160680853424,0.822476493810748
"9353","PstI.TP1008089",3,68982816,0.541175327904741,0.325791830004486,0.183372271847262,0.667255501887117
"9354","NsiI.TP203023",3,68985411,0.719235813859355,0.465385822418971,0.932905316985453,0.0905181349385684
"9355","NsiI.TP777924",3,68985687,0.743668127996389,0.353472073087664,0.294858940402615,0.786980306742856
"9356","NsiI.TP128678",3,69000501,0.718125205056448,0.41091563647033,0.148200978109722,0.281819477599907
"9357","NsiI.TP381737",3,69008243,0.239590336785215,0.60180320576377,0.189659051960253,0.335995550677882
"9358","PstI.TP382734",3,69008837,0.675249271357975,0.1761263607464,0.69448259069378,0.19720744058287
"9359","PstI.TP1226997",3,69008840,0.630952175736833,0.104367762234552,0.0257633439492801,0.141689010875841
"9360","PstI.TP1270826",3,69010637,0.097378899381682,0.655910083117414,0.664280156191045,0.805597635118886
"9361","NsiI.TP306151",3,69029612,0.64007581297236,0.819540070615509,0.995021592497361,0.978468794238976
"9362","PstI.TP922053",3,69032046,0.225234107853947,0.755402316281147,0.131576969239598,0.601514117636254
"9363","NsiI.TP733063",3,69036149,0.110054119394907,0.700806878489203,0.833601905624005,0.873953495739627
"9364","PstI.TP782213",3,69036409,0.308072425075245,0.151124856254469,0.514640362433941,0.523761419126884
"9365","PstI.TP1237556",3,69042473,0.999473576660459,0.456043099638765,0.232236358209772,0.694118367857347
"9366","NsiI.TP50689",3,69048183,0.240573959213579,0.980279548488846,0.650483466340574,0.26437076295757
"9367","NsiI.TP437437",3,69051959,0.0548578421225481,0.512396262117969,0.21569598242133,0.155529605449642
"9368","PstI.TP423361",3,69052893,0.55693389568172,0.776582016156402,0.141173270175677,0.474963237970728
"9369","GFSSContig20112_1572",3,69060121,0.417041456654069,0.240917856950791,0.59553166290773,0.199697774739279
"9370","PstI.TP489977",3,69072955,0.177082349102125,0.527993273839516,0.746976726516941,0.484664630127446
"9371","PstI.TP133198",3,69073422,0.90537918745374,0.545999556329365,0.429129042100272,0.696977756524904
"9372","PstI.TP162371",3,69081917,0.401740364723114,0.613962686922368,0.679705088746296,0.429030397223394
"9373","PstI.TP919660",3,69086087,0.849677488213695,0.986047193235335,0.220695153253499,0.226432744989496
"9374","PstI.TP853706",3,69087896,0.621360994873025,0.248427881902271,0.273622511163019,0.714789137760783
"9375","PstI.TP882915",3,69088318,0.550552382143507,0.784863041789179,0.266508312975478,0.836722397172631
"9376","NsiI.TP471856",3,69099934,0.822569524080108,0.386251514857068,0.841991304445939,0.53023132794372
"9377","NsiI.TP715156",3,69101453,0.995029424772224,0.566266004222395,0.449167539765506,0.750318055487811
"9378","NsiI.TP229245",3,69107555,0.572982085295184,0.0885287452106289,0.14108905541158,0.233959159640039
"9379","NsiI.TP469147",3,69125120,0.766610429379028,0.799781528870088,0.943875664169831,0.117814397959024
"9380","NsiI.TP22847",3,69137402,0.643194009919548,0.47071643485991,0.147834236397258,0.636697308085823
"9381","NsiI.TP392116",3,69146730,0.429170362781509,0.236570250625933,0.565085138585977,0.394356947750322
"9382","NsiI.TP277189",3,69146923,0.458099416876401,0.464050827790923,0.098103950506696,0.221271937039516
"9383","PstI.TP851515",3,69195343,0.447271158816951,0.621999065261278,0.42716236960277,0.0817980837581542
"9384","PstI.TP271370",3,69195668,0.675196160536565,0.117769940844571,0.779800476241035,0.42030905159931
"9385","NsiI.TP39018",3,69197876,0.458911484641539,0.637780985228084,0.311357533888594,0.347577087295281
"9386","NsiI.TP779339",3,69209657,0.791288842276481,0.531950592417901,0.855902822742117,0.359713414192838
"9387","NsiI.TP163378",3,69210201,0.437371898851101,0.314759320553305,0.896073732814084,0.450084766267437
"9388","NsiI.TP314456",3,69216184,0.706248593049476,0.517583763570549,0.229221098683886,0.623373788820307
"9389","PstI.TP1249095",3,69250097,0.904850009715373,0.759354436693999,0.419248777979101,0.345699553187291
"9390","PstI.TP37249",3,69253360,0.491606382971966,0.317442547794969,0.866969299177355,0.483262538232312
"9391","PstI.TP911396",3,69255975,0.314573629328095,0.29284327667521,0.307040240388492,0.0300985762813028
"9392","PstI.TP772377",3,69256488,0.821512810978647,0.434647221757447,0.298333592359457,0.157910687223094
"9393","PstI.TP210361",3,69263449,0.300981091602243,0.239837402911439,0.431709134867426,0.237722000102383
"9394","PstI.TP272901",3,69265677,0.564172461660673,0.257819119341265,0.256835841616172,0.770525633204117
"9395","NsiI.TP144405",3,69339750,0.0684842729893327,0.111687877839255,0.0360777937075219,0.0372767216745237
"9396","PstI.TP1228813",3,69340079,0.373167223394967,0.279412297945078,0.674945437953609,0.561180366839192
"9397","NsiI.TP422975",3,69354411,0.0485536930393309,0.820400397978869,0.205004435700574,0.742441140012579
"9398","PstI.TP789647",3,69354547,0.905234511379216,0.0834273349297352,0.78387836124507,0.240358479276216
"9399","NsiI.TP406255",3,69355037,0.178310199309521,0.131203356312372,0.0987630153717997,0.0758222079552913
"9400","NsiI.TP61945",3,69368364,0.816073454213038,0.659331198227815,0.804312516710593,0.267702536152338
"9401","NsiI.TP491811",3,69368373,0.466615806498733,0.964548835318671,0.962671778494149,0.196174326802552
"9402","PstI.TP366766",3,69394739,0.235761332577222,0.727771812613689,0.0782195450258647,0.924069086142664
"9403","PstI.TP1095590",3,69404347,0.844174909907385,0.78163662342942,0.482527020603175,0.771362154338351
"9404","NsiI.TP150749",3,69413427,0.537944106530538,0.156180793317504,0.8969360107207,0.201198077018739
"9405","PstI.TP845726",3,69416301,0.801933198426109,0.654937289442466,0.736295072602324,0.419885660574286
"9406","NsiI.TP208563",3,69417868,0.19198982308421,0.649136257196775,0.720094945633303,0.177979659591936
"9407","PstI.TP620142",3,69421198,0.898389788400938,0.824678205066969,0.694460557734921,0.959777388375774
"9408","NsiI.TP437493",3,69421292,0.582689643881392,0.407773491864976,0.315011609725094,0.991891404438318
"9409","PstI.TP1158098",3,69421824,0.548677268707478,0.76044058598898,0.442207313418606,0.657727416736185
"9410","NsiI.TP678374",3,69487068,0.26692472777035,0.410278768244449,0.62261405478319,0.735211775874467
"9411","PstI.TP1105795",3,69521595,0.798300728099725,0.892353834483612,0.675442598713212,0.780110020399055
"9412","PstI.TP907726",3,69552487,0.512097521111714,0.243488220929115,0.667408080215941,0.33032751305794
"9413","PstI.TP933083",3,69570297,0.160048843960733,0.196207172696351,0.106532024815764,0.12944034934573
"9414","NsiI.TP510361",3,69577386,0.894366827107827,0.829073987220577,0.293340714317089,0.534094284511521
"9415","NsiI.TP190131",3,69587339,0.538936499535277,0.720394114344777,0.287369687550935,0.582741645411733
"9416","NsiI.TP190132",3,69587364,0.761693783630753,0.132542254535098,0.202527103190892,0.331377545169174
"9417","PstI.TP24505",3,69594648,0.111160518394388,0.634061315827414,0.402205511748964,0.290834194505101
"9418","NsiI.TP43469",3,69599897,0.453780266678032,0.135960065471697,0.0753162718399285,0.910056802881723
"9419","PstI.TP403406",3,69602313,0.905132617861023,0.759557096478115,0.938393650963256,0.827832476777164
"9420","PstI.TP410209",3,69602329,0.557224215687034,0.487187849975847,0.692826277633762,0.375669582402606
"9421","PstI.TP466638",3,69604087,0.21898703727318,0.818369850246701,0.790580312626949,0.214736388420351
"9422","PstI.TP220651",3,69605754,0.568433784247946,0.0935101863019325,0.644715219420781,0.19433871104567
"9423","NsiI.TP443413",3,69606017,NA,NA,NA,NA
"9424","PstI.TP764852",3,69624934,0.763815098873788,0.795812363107031,0.827209572842336,0.318700041216603
"9425","PstI.TP168553",3,69628062,0.324218804380534,0.758770535415095,0.0866526529634519,0.896704480589392
"9426","NsiI.TP223028",3,69634696,0.338723608032756,0.621589665981366,0.683721924484577,0.582189178483275
"9427","NsiI.TP824277",3,69658477,0.520149938390113,0.591921639280605,0.534451410769572,0.812549271503441
"9428","PstI.TP930911",3,69663440,0.62247569511562,0.674920039690876,0.695909596188153,0.946298271416121
"9429","PstI.TP984914",3,69664430,0.434439584430992,0.602312660998738,0.932067000909826,0.662208070716837
"9430","PstI.TP1072874",3,69666223,0.968746528371864,0.400520893973696,0.91144113405481,0.596920434540082
"9431","NsiI.TP417407",3,69669814,0.530909607025027,0.334724446603005,0.962349379451324,0.670418224028395
"9432","PstI.TP794298",3,69685699,0.216907488744848,0.821371332743042,0.953444893960875,0.559932483778365
"9433","PstI.TP946383",3,69685699,0.506081108705097,0.874005978185331,0.922864645373473,0.78375083032608
"9434","PstI.TP1116745",3,69692317,0.680351381924885,0.999207390470917,0.929255343143406,0.26685496712122
"9435","PstI.TP1180811",3,69708786,0.548385575817619,0.72801027457273,0.850773616459675,0.23746033779817
"9436","NsiI.TP466518",3,69709166,0.113604675695338,0.155444047502131,0.421514918664879,0.00787129374269414
"9437","NsiI.TP466791",3,69709229,0.186068907451425,0.921628201216938,0.973767331713675,0.0652580677472881
"9438","NsiI.TP547242",3,69709305,0.339717903080841,0.258621842429122,0.54104512738792,0.32718921300758
"9439","GFSSContig11128_893",3,69715214,0.595019966890629,0.507996049360267,0.834237961608611,0.549681976159825
"9440","NsiI.TP404545",3,69729678,0.237007988951789,0.994803363962682,0.424136536018495,0.377260460223342
"9441","NsiI.TP520018",3,69748306,0.407724896951732,0.450279344244376,0.128748373518027,0.917964807548287
"9442","NsiI.TP520017",3,69748335,0.611574848536716,0.732089058919385,0.922882681186562,0.281522351894098
"9443","PstI.TP143961",3,69764873,0.897259655611906,0.728197165006776,0.424822831812005,0.64052280897854
"9444","PstI.TP1245442",3,69765933,0.40635133991536,0.928194689843863,0.807341115840661,0.566520383846186
"9445","NsiI.TP389021",3,69802051,0.343901457076448,0.930060449980609,0.382018414680019,0.374579568455142
"9446","PstI.TP900560",3,69827943,0.753512962651147,0.502176530111957,0.939051714803032,0.915907620228197
"9447","PstI.TP288798",3,69828015,0.752933744980334,0.103559455594737,0.408511250534498,0.58670047391013
"9448","PstI.TP1002422",3,69835392,0.541967157570809,0.353809229471278,0.150022574650487,0.635643958074295
"9449","NsiI.TP282725",3,69846519,0.941648274006048,0.977939314278413,0.329028696587912,0.556123907981795
"9450","PstI.TP1053697",3,69900965,0.860568729700792,0.758820332650133,0.180799397959576,0.261331159678405
"9451","PstI.TP107814",3,69906793,0.509850691814223,0.618265428730639,0.964797090100894,0.00666446063063491
"9452","PstI.TP887107",3,69906836,0.649927953173027,0.160496009954175,0.230026458313732,0.291906142928537
"9453","NsiI.TP617799",3,69912978,0.554435019243257,0.171821554235298,0.292874448848882,0.161157623011264
"9454","PstI.TP388391",3,69918190,0.579306163171381,0.73630594186013,0.323802317649035,0.5758709741581
"9455","PstI.TP1139294",3,69919085,0.387953767933083,0.985869299574912,0.0433098734992565,0.857192156183336
"9456","PstI.TP1060709",3,69926348,0.951814512915082,0.202129364403213,0.438283387729039,0.996551897097351
"9457","NsiI.TP76242",3,69937083,0.900847080575259,0.475746212819801,0.958545303707071,0.721945426332096
"9458","PstI.TP987636",3,69944092,0.809742413563223,0.168192052131905,0.891599311318681,0.143234834524069
"9459","PstI.TP45881",3,69950174,0.168389992960607,0.591265470142374,0.403299180961972,0.828147488213032
"9460","PstI.TP479605",3,69960347,0.961101201498733,0.281096816500433,0.402624571002524,0.826882005400099
"9461","PstI.TP479581",3,69960351,0.744392056757865,0.548925537413314,0.378860856471153,0.747064044524946
"9462","PstI.TP77411",3,69966036,0.908450890469407,0.396355817476986,0.797781069610997,0.985228179779067
"9463","PstI.TP1085254",3,69969350,0.72838267196776,0.887121214957271,0.85730599691105,0.431705335016193
"9464","PstI.TP14623",3,69969364,0.58319890457438,0.675370407810366,0.643609730465261,0.518436055298058
"9465","NsiI.TP725036",3,70014821,0.519844830716858,0.478487141608323,0.301528521704124,0.27810787895599
"9466","PstI.TP376273",3,70018629,0.790471813208901,0.694325631061049,0.588330659104061,0.887126548959211
"9467","NsiI.TP690863",3,70040297,0.611704706482138,0.233882022853846,0.252461053948942,0.135436103735304
"9468","NsiI.TP360954",3,70051979,0.394635735093461,0.408066323431782,0.137930642408454,0.963561731751166
"9469","NsiI.TP625894",3,70088553,0.956986144173751,0.246961915491217,0.703387259640107,0.777763125061162
"9470","PstI.TP629013",3,70101916,0.815343076532187,0.689654306599441,0.315907034843411,0.912950720882011
"9471","PstI.TP367205",3,70105914,0.257116546165262,0.615232060613453,0.319121936314942,0.512200049892231
"9472","PstI.TP366699",3,70105955,0.957024597904369,0.850929354828199,0.542977186666603,0.946391673849009
"9473","PstI.TP1058693",3,70141291,0.0584073221707511,0.673639263610851,0.8128518291674,0.518811060533358
"9474","PstI.TP143125",3,70169985,0.56441939233338,0.534498912853831,0.541601373267616,0.819587261724487
"9475","NsiI.TP468343",3,70187996,0.256290575892242,0.161508874122087,0.223302651288393,0.611837431928754
"9476","NsiI.TP238264",3,70195305,0.79132297081001,0.258444873297884,0.878053011885302,0.581104905228032
"9477","NsiI.TP121013",3,70201421,0.68129678185527,0.560659972626955,0.480863017292723,0.814779550802691
"9478","PstI.TP991444",3,70205397,0.409968119902083,0.845980445387094,0.863957026449527,0.643533245689648
"9479","NsiI.TP128994",3,70221019,0.702125276785288,0.868841673371947,0.371288604818827,0.107178722501041
"9480","PstI.TP1032610",3,70290026,0.690275084124794,0.801946488945324,0.970296992590199,0.268595513277784
"9481","PstI.TP53351",3,70312778,0.5015728572405,0.258037059993935,0.919266433260405,0.566601915611462
"9482","PstI.TP998085",3,70312802,0.882335606820785,0.759651526567414,0.572592382808298,0.343410224008257
"9483","PstI.TP991667",3,70339975,0.739016985926181,0.721488171484639,0.486200130907872,0.698728656393458
"9484","PstI.TP1143155",3,70340091,0.859812264252636,0.0508419888381688,0.461542565180519,0.33203177530645
"9485","NsiI.TP418817",3,70373036,0.170238087818436,0.580157326063202,0.215633982365413,0.746551869433665
"9486","PstI.TP1027117",3,70383646,0.780819346119818,0.817177883417216,0.572245401873603,0.571094363867626
"9487","GFSSContig10511_296",3,70392889,0.20004414019135,0.954125487503971,0.349087846796338,0.0911194020421127
"9488","PstI.TP1284786",3,70425831,0.0531508405615754,0.677958484599889,0.293453043048779,0.830289218427957
"9489","PstI.TP57935",3,70455343,0.769848116319895,0.771530140311826,0.386736701537866,0.313808509014931
"9490","NsiI.TP367017",3,70458887,0.529956686395301,0.250756726490492,0.843731495044654,0.553760455926579
"9491","PstI.TP1137071",3,70461261,0.81207318030772,0.699320466026563,0.830532046421838,0.840448238238302
"9492","NsiI.TP250630",3,70473811,0.515779619836249,0.642272074556614,0.102856621147992,0.266370198065931
"9493","GFSSContig18141_379",3,70486999,0.896326896685738,0.858707908672892,0.208323845505881,0.286687913414617
"9494","PstI.TP489028",3,70489937,0.0807276672893436,0.816657821653356,0.0495996331044521,0.438691017647836
"9495","PstI.TP1229866",3,70515532,0.376492115575311,0.447478191412762,0.562615790026285,0.710969228445681
"9496","NsiI.TP448700",3,70521931,0.630189126532677,0.583105562893026,0.613486018850533,0.0604123302312371
"9497","PstI.TP271302",3,70522473,0.164351954995999,0.172894911582714,0.0893314109118862,0.169950479055477
"9498","GFSSContig18394_720",3,70524519,0.943694501507131,0.825480431100346,0.923521468878992,0.494198012164142
"9499","NsiI.TP609769",3,70540310,0.863040601432131,0.033284912203484,0.552880099452529,0.56114285151862
"9500","NsiI.TP692636",3,70540355,0.780081678191271,0.252569639297332,0.807762926608358,0.542377937687557
"9501","PstI.TP1033109",3,70540648,0.523577479292409,0.894508928729882,0.679827744945188,0.241578987502978
"9502","PstI.TP445558",3,70545848,0.672155087430357,0.7099548075396,0.125087832496291,0.640879513853947
"9503","NsiI.TP60465",3,70558159,0.405960867429298,0.30705163691396,0.101548471567963,0.465423873681344
"9504","NsiI.TP428565",3,70558346,0.888650220397668,0.392719658918924,0.318802979166651,0.854157694702949
"9505","PstI.TP212044",3,70558808,0.431036115349525,0.463234750878642,0.960697651361082,0.108878318866677
"9506","NsiI.TP466040",3,70574097,0.903637905350945,0.761108879213987,0.762502496779856,0.789639700118108
"9507","PstI.TP773708",3,70577510,0.027190018921635,0.918676598298565,0.167903352300264,0.266816453296411
"9508","PstI.TP778261",3,70577518,0.926873618316742,0.428497449714187,0.838250368003598,0.0836385005737469
"9509","NsiI.TP602441",3,70582246,0.560202787197956,0.79507792955847,0.323552162842989,0.36852584641006
"9510","PstI.TP542225",3,70594490,0.274045302790869,0.804473384632884,0.444828337253863,0.404711539247058
"9511","PstI.TP621980",3,70598290,0.79588879710875,0.00842324897097799,0.559841503910942,0.615272887041112
"9512","PstI.TP461219",3,70619341,0.948230035402925,0.760572529158438,0.807724528304634,0.746630430593037
"9513","PstI.TP838362",3,70636567,0.193888729620039,0.976533834161592,0.537146429900739,0.388283453116444
"9514","NsiI.TP213365",3,70670633,0.904219366389495,0.990813794668405,0.898511429715244,0.870504969011236
"9515","NsiI.TP75624",3,70673787,0.417855274757271,0.58519287079504,0.539380074919706,0.0594437843378907
"9516","PstI.TP598237",3,70678696,0.860284742046347,0.168841659818265,0.235911825576537,0.806780877278375
"9517","PstI.TP1022814",3,70684115,0.414007286472675,0.0151943908763796,0.0123946069670944,0.0312863672318139
"9518","PstI.TP733612",3,70684605,0.525199479594267,0.629084082565771,0.790237883346975,0.507734545649317
"9519","NsiI.TP700512",3,70684944,0.315544859099037,0.463016189186188,0.97447921389862,0.659141357622816
"9520","PstI.TP444388",3,70694014,0.805626712101592,0.673188932210471,0.387459125943897,0.178343184274903
"9521","NsiI.TP767318",3,70696250,0.164692842802132,0.36592391457219,0.0144378488377507,0.730678938409391
"9522","NsiI.TP241810",3,70721934,0.87181253338716,0.749664559487512,0.437397121388126,0.435931423486722
"9523","PstI.TP868070",3,70725307,0.359286848469983,0.151277631914026,0.809153007577964,0.931613867056615
"9524","NsiI.TP597035",3,70761336,0.484007839717048,0.224036794796123,0.297401886502591,0.869371018246667
"9525","NsiI.TP431746",3,70764675,0.440408979973086,0.665652594033639,0.806003994283847,0.391628039014765
"9526","NsiI.TP145721",3,70764680,0.994303321037792,0.679056960132421,0.892793092977595,0.517047428689604
"9527","PstI.TP317655",3,70764880,0.929142256449827,0.0672128350402638,0.710367753251686,0.263307339847855
"9528","PstI.TP217009",3,70775556,0.991635206339889,0.75496225810116,0.787556276377991,0.588770018684794
"9529","PstI.TP641952",3,70790894,0.33290044310162,0.30210522364347,0.338186989616196,0.869173802944941
"9530","PstI.TP1151127",3,70806259,0.402381270103438,0.745679223307557,0.272243318895703,0.241867441015407
"9531","PstI.TP923008",3,70806537,0.454602174361782,0.168877458292215,0.459702498727759,0.624570767396387
"9532","PstI.TP955526",3,70806559,0.399774894382534,0.867575349866051,0.977259403328988,0.833436691209953
"9533","NsiI.TP730441",3,70813388,0.757301747567179,0.537060432736694,0.205116257415657,0.461344836165909
