"","SNP","Chromosome","Position","GLM.FD_1","MLM.FD_1","CMLM.FD_1","SUPER.FD_1","rrBLUP.FD_1","Adj.P.GLM.FD_1","Adj.P.MLM.FD_1","Adj.P.CMLM.FD_1","Adj.P.SUPER.FD_1","Adj.P.rrBLUP.FD_1"
"31264","PstI.TP289559",6,54709070,0.00446718454192696,0.0442922070452901,0.0442922070452901,5.51505957593164e-05,1,0.263417901550752,0.998272869407756,0.998272869407756,0.0284747015514474,1
"31496","PstI.TP6170",6,56702797,0.000443762273492724,0.00439523991998983,0.00439523991998983,7.01981733648406e-05,0.522210085277847,0.206236174841333,0.998272869407756,0.998272869407756,0.0301584723855996,1
"32306","NsiI.TP31742",7,6509038,0.000721617786152955,0.0538897314574186,0.0538897314574186,4.87808876476566e-05,1,0.217184155066425,0.998272869407756,0.998272869407756,0.0278720522712212,1
"32333","PstI.TP543083",7,7619505,0.00410626563020835,0.117267668871065,0.117267668871065,0.000191812018374675,1,0.261760147977411,0.998272869407756,0.998272869407756,0.0461198170036236,1
"32847","NsiI.TP414923",7,58216713,0.0218194154822141,0.158272822826379,0.158272822826379,4.04116294700794e-05,0.893667359889698,0.364598676396417,0.998272869407756,0.998272869407756,0.0278720522712212,1
"32981","PstI.TP544110",7,59986998,0.00139787538148647,0.0114668080498153,0.0114668080498153,0.000106948451759281,0.382974546422601,0.219533677923999,0.998272869407756,0.998272869407756,0.0357366271026753,1
"33372","NsiI.TP492710",7,64546903,0.00420145067636356,0.0894716288695483,0.0894716288695483,4.69507383403641e-05,0.849971865983979,0.261760147977411,0.998272869407756,0.998272869407756,0.0278720522712212,1
"33478","PstI.TP1251787",8,640290,0.0240515401566392,0.18940750098497,0.18940750098497,1.80674236696087e-05,0.709493844097175,0.375420407081659,0.998272869407756,0.998272869407756,0.0197580965269345,1
"33599","PstI.TP350264",8,2905610,0.014246631415963,0.0142647130280194,0.0142647130280194,8.46136725165851e-06,1,0.329159875944746,0.998272869407756,0.998272869407756,0.0160712537567291,1
"33877","NsiI.TP744537",8,15911288,0.0114158534263659,0.239108611705491,0.239108611705491,0.000217452951631677,1,0.310123886949639,0.998272869407756,0.998272869407756,0.0492164701854903,1
"34075","NsiI.TP262378",8,55743978,0.00636913578510592,0.0438200829624438,0.0438200829624438,0.000113720412189345,1,0.276926954473376,0.998272869407756,0.998272869407756,0.0365019784919412,1
"34188","PstI.TP1218945",8,58295318,0.014817545670407,0.448126501476008,0.448126501476008,0.000209290115021608,1,0.331927739387739,0.998272869407756,0.998272869407756,0.0484157799416653,1
"34269","PstI.TP937088",8,59762667,0.00301408379314733,0.0205035653658358,0.0205035653658358,1.36188877287709e-05,0.575346199511354,0.260716850499016,0.998272869407756,0.998272869407756,0.0171493562298312,1
"34444","PstI.TP107240",8,62622087,0.0173568443608654,0.266732309474588,0.266732309474588,0.000138783126973466,0.628968535094443,0.346397847851689,0.998272869407756,0.998272869407756,0.0398587820788907,1
"34741","NsiI.TP127048",9,4573547,0.000394810465019105,0.00191028193374428,0.00191028193374428,2.83980171485148e-05,0.895947527413581,0.206236174841333,0.998272869407756,0.998272869407756,0.0249957961672098,1
"35025","NsiI.TP753743",9,41089177,0.00286998729105397,0.1656214101535,0.1656214101535,3.96310639657295e-05,1,0.260716850499016,0.998272869407756,0.998272869407756,0.0278720522712212,1
"35070","NsiI.TP347216",9,44790414,0.000806109213031001,0.0622474411948661,0.0622474411948661,1.91927927145188e-05,0.420609242019235,0.218845334492164,0.998272869407756,0.998272869407756,0.0203714559847516,1
"35339","NsiI.TP99767",9,51154417,0.236638560838795,0.067103800058295,0.067103800058295,4.90978970743873e-05,0.0340738994263956,0.71832496328769,0.998272869407756,0.998272869407756,0.0278720522712212,1
"35598","NsiI.TP256580",9,54079974,0.00159949400824165,0.0188514136040069,0.0188514136040069,6.63543217423442e-05,1,0.222866948916698,0.998272869407756,0.998272869407756,0.0290265575098579,1
