"","SNP","Chromosome","Position","GLM.GFW_50.","MLM.GFW_50.","CMLM.GFW_50.","SUPER.GFW_50.","rrBLUP.GFW_50","Adj.P.GLM.GFW_50.","Adj.P.MLM.GFW_50.","Adj.P.CMLM.GFW_50.","Adj.P.SUPER.GFW_50.","Adj.P.rrBLUP.GFW_50"
"24685","PstI.TP892247",3,57467578,0.00626954995431914,0.019214918365012,0.019214918365012,1.21723558351923e-05,0.945330724986694,0.289329307866329,0.999458702373626,0.999458702373626,0.0186001653906222,1
"24916","PstI.TP136422",3,60253262,0.000794615598141811,0.0333549572865951,0.0333549572865951,4.58553535904876e-05,0.848430679509591,0.206874397442366,0.999458702373626,0.999458702373626,0.0233068906253178,1
"25094","NsiI.TP426936",3,62236290,0.0148960844941962,0.0522008146712633,0.0522008146712633,7.07984019836684e-05,0.720818153009443,0.35066529499449,0.999458702373626,0.999458702373626,0.0252967597107587,1
"25125","PstI.TP491926",3,62555932,0.00313069691501419,0.0176295983726715,0.0176295983726715,0.000228250750975102,0.156987458099141,0.26227356329033,0.999458702373626,0.999458702373626,0.044111288761422,1
"25212","NsiI.TP139027",3,63289950,0.0125554238431841,0.167879867479518,0.167879867479518,2.55135741638141e-05,1,0.333670110546463,0.999458702373626,0.999458702373626,0.0204607525427494,1
"25414","PstI.TP679058",3,65318520,0.000174154249365767,0.00162302669572884,0.00162302669572884,7.07753983579666e-05,0.344653768712748,0.198256856740054,0.944948972113653,0.944948972113653,0.0252967597107587,1
"25443","PstI.TP1128716",3,65668248,0.00029688661562714,0.00262535232049771,0.00262535232049771,3.6432960531105e-05,0.714310281837331,0.198256856740054,0.944948972113653,0.944948972113653,0.0227361721815885,1
"25548","PstI.TP640904",3,66602989,0.00738559898925383,0.106977719509767,0.106977719509767,6.62229437092073e-05,0.988443010738396,0.295686045704207,0.999458702373626,0.999458702373626,0.0252967597107587,1
"25603","PstI.TP318338",3,67023794,0.00726531651457825,0.125064937824067,0.125064937824067,2.34141646084368e-05,1,0.295091491120653,0.999458702373626,0.999458702373626,0.0197362016102818,1
"25749","NsiI.TP370880",3,68111215,0.001778900318905,0.0436084283457891,0.0436084283457891,0.000207855874576551,0.259524534389094,0.234415505567326,0.999458702373626,0.999458702373626,0.0412148505588933,1
"25905","PstI.TP410209",3,69602329,0.00366611508209722,0.0552028428877807,0.0552028428877807,0.000187531751808656,0.567610819350855,0.26836259854508,0.999458702373626,0.999458702373626,0.0389351322654405,1
"26028","NsiI.TP659581",3,70887842,0.232752191766103,0.710367288486399,0.710367288486399,7.56768511688294e-05,0.595482736700478,0.740440858291178,0.999458702373626,0.999458702373626,0.0257643981601954,1
"26248","NsiI.TP376338",3,73019311,0.00553702832612016,0.0977625792402085,0.0977625792402085,3.53410826563003e-06,0.944881052906752,0.280424161171106,0.999458702373626,0.999458702373626,0.00997305097297326,1
"26407","PstI.TP1250993",4,666401,0.0174870665707992,0.152309112517871,0.152309112517871,6.4617532304766e-05,0.37237170676605,0.364520773162725,0.999458702373626,0.999458702373626,0.0252967597107587,1
"26488","PstI.TP1069273",4,1570159,0.0039337187295233,0.0209144777399671,0.0209144777399671,1.61056211903406e-06,0.963659832980672,0.271789173280894,0.999458702373626,0.999458702373626,0.00872651638517363,1
"26501","PstI.TP314326",4,1792445,0.00123585916235632,0.152159969172074,0.152159969172074,0.000187727582969038,0.692611752846743,0.228428589350979,0.999458702373626,0.999458702373626,0.0389351322654405,1
"26693","PstI.TP297382",4,4364885,0.0114213308621012,0.169847999705091,0.169847999705091,1.08822660325071e-06,1,0.325057561633681,0.999458702373626,0.999458702373626,0.00872651638517363,1
"27301","PstI.TP744262",4,48092727,0.0876276725684449,0.255520724276698,0.255520724276698,4.65001143045577e-05,1,0.572156223566137,0.999458702373626,0.999458702373626,0.0233068906253178,1
"27428","NsiI.TP443125",4,52156961,0.0144078206332849,0.113259317735193,0.113259317735193,3.27212567266746e-05,0.377346613995569,0.346465802971178,0.999458702373626,0.999458702373626,0.0219794985451522,1
"27649","PstI.TP707030",4,55665489,0.00614040736435465,0.0334444171452479,0.0334444171452479,0.000136385047094816,0.10078612170634,0.287972305133651,0.999458702373626,0.999458702373626,0.0325951230434286,1
"27786","NsiI.TP420372",4,57623143,0.335344122282507,0.761118927118672,0.761118927118672,0.000195714370858295,0.993330901473974,0.805453231950279,0.999458702373626,0.999458702373626,0.0399036170369161,1
"27860","NsiI.TP493726",4,58337940,0.064292262901145,0.266027652926468,0.266027652926468,0.000123753771619984,0.838913149699819,0.523293726351459,0.999458702373626,0.999458702373626,0.0314508881001548,1
"28158","PstI.TP999900",4,61190544,0.00156310787178784,0.0120045075977878,0.0120045075977878,8.2106246010213e-05,1,0.234415505567326,0.999458702373626,0.999458702373626,0.0264558054108622,1
"28370","NsiI.TP418754",4,63031223,0.00275525908147162,0.0251279027977968,0.0251279027977968,5.77321146398189e-05,0.783494211869016,0.25560871396439,0.999458702373626,0.999458702373626,0.0252967597107587,1
"28533","PstI.TP796634",4,64652977,0.00179549720012466,0.00811986918099349,0.00811986918099349,0.000266834487483382,1,0.234415505567326,0.999458702373626,0.999458702373626,0.0483895627351773,1
"28837","NsiI.TP120901",4,67265395,0.047361172888593,0.187181061582376,0.187181061582376,6.91727944237731e-05,0.641034078483325,0.479422884502433,0.999458702373626,0.999458702373626,0.0252967597107587,1
"28849","NsiI.TP211144",4,67377179,0.00921045878904204,0.0192448275833768,0.0192448275833768,0.00029407497126924,0.0640858171987316,0.314902274595223,0.999458702373626,0.999458702373626,0.0495914839400203,1
"28974","NsiI.TP189044",5,34971,0.00732960999410628,0.0434311456949575,0.0434311456949575,7.41880004020932e-05,1,0.295686045704207,0.999458702373626,0.999458702373626,0.0257432361395263,1
"29291","NsiI.TP346723",5,9422087,0.059005504215274,0.175515404684686,0.175515404684686,0.000284315914343008,0.336086155292826,0.511135534354491,0.999458702373626,0.999458702373626,0.0493648685261394,1
"29919","PstI.TP724345",5,71593518,0.0492874435589038,0.330714869160507,0.330714869160507,2.81653272282155e-06,1,0.485581562422528,0.999458702373626,0.999458702373626,0.00924027571828946,1
"29936","NsiI.TP169322",5,71759480,0.00603801984907971,0.0783065526256605,0.0783065526256605,0.000249765088410131,1,0.287972305133651,0.999458702373626,0.999458702373626,0.0467021891738073,1
"29970","NsiI.TP352026",6,555824,0.00436443933472471,0.104190033292222,0.104190033292222,0.000205436044292764,0.645367817697871,0.27297880757802,0.999458702373626,0.999458702373626,0.0411876442579848,1
"30010","PstI.TP774963",6,1911989,0.0760416831763561,0.406964600773487,0.406964600773487,9.33368877684286e-05,0.247076271112832,0.552484852520302,0.999458702373626,0.999458702373626,0.0276981705595904,1
"30023","PstI.TP544549",6,2226986,0.00244955440848445,0.0188022307467236,0.0188022307467236,0.000181255825448414,1,0.249097226716923,0.999458702373626,0.999458702373626,0.0389351322654405,1
"30204","PstI.TP591413",6,32813463,0.0151678871502603,0.227332019434127,0.227332019434127,6.41896621663385e-05,0.372171395853643,0.352580128409954,0.999458702373626,0.999458702373626,0.0252967597107587,1
"30421","PstI.TP29028",6,45093133,0.00265462059161883,0.00916509814380229,0.00916509814380229,2.88794273992569e-05,1,0.253104011154144,0.999458702373626,0.999458702373626,0.0215355505738469,1
"30972","PstI.TP66012",6,51878553,0.0113678950529493,0.0561992363906872,0.0561992363906872,0.000185157913080061,1,0.324901401549466,0.999458702373626,0.999458702373626,0.0389351322654405,1
"31041","PstI.TP991117",6,52632284,0.024986501944793,0.200825228664564,0.200825228664564,0.000168190274685713,0.117114525916489,0.400356862938584,0.999458702373626,0.999458702373626,0.0376996933717889,1
"31116","NsiI.TP646964",6,53312727,0.0233147602992042,0.0101834655506675,0.0101834655506675,3.71471439374977e-05,1,0.394459948278332,0.999458702373626,0.999458702373626,0.0227361721815885,1
"31227","PstI.TP1080029",6,54377110,0.0634956345950505,0.130654321060201,0.130654321060201,1.5115241490867e-05,0.874572764921051,0.521759192497878,0.999458702373626,0.999458702373626,0.0188786082160444,1
"31264","PstI.TP289559",6,54709070,0.00373538154778972,0.0297850959673372,0.0297850959673372,0.000123649296545905,1,0.269330351227054,0.999458702373626,0.999458702373626,0.0314508881001548,1
"31406","NsiI.TP615883",6,56093448,0.0494090855213826,0.031626463752927,0.031626463752927,5.78821428424982e-05,0.975213027556776,0.485828488826398,0.999458702373626,0.999458702373626,0.0252967597107587,1
"31496","PstI.TP6170",6,56702797,0.00167131259297311,0.0136931462427401,0.0136931462427401,6.45220250489734e-06,0.527739044822522,0.234415505567326,0.999458702373626,0.999458702373626,0.0137035415391902,1
"31661","PstI.TP488800",6,58115358,0.138208015889666,0.784198242007433,0.784198242007433,0.00021949376744706,0.443902617195613,0.648985375930225,0.999458702373626,0.999458702373626,0.0431798289255801,1
"31860","PstI.TP230384",6,60169404,0.00722231576812706,0.0609294150670895,0.0609294150670895,0.000147632145793808,0.61646089902653,0.294981703018575,0.999458702373626,0.999458702373626,0.0345957719312139,1
"31958","NsiI.TP370740",6,61057670,0.00294236934489689,0.0110692320162614,0.0110692320162614,6.60743027069876e-05,1,0.260238703277073,0.999458702373626,0.999458702373626,0.0252967597107587,1
"32051","PstI.TP633054",7,1390154,0.024102201408096,0.10357122580409,0.10357122580409,0.000136296477715597,0.214810196413901,0.396453417780571,0.999458702373626,0.999458702373626,0.0325951230434286,1
"32178","NsiI.TP619101",7,3733987,0.0401756006445333,0.189318854945789,0.189318854945789,0.000185651542017464,0.968468210068114,0.457769955610264,0.999458702373626,0.999458702373626,0.0389351322654405,1
"32333","PstI.TP543083",7,7619505,0.00547419918777279,0.0900541419946342,0.0900541419946342,2.40632030273886e-05,1,0.280424161171106,0.999458702373626,0.999458702373626,0.0197362016102818,1
"32427","NsiI.TP644424",7,12799384,0.00693804726114745,0.135025684777148,0.135025684777148,3.61548242354509e-05,0.0316997685245674,0.292232857818795,0.999458702373626,0.999458702373626,0.0227361721815885,1
"32435","NsiI.TP644722",7,12799400,0.0789498510944734,0.325453310093262,0.325453310093262,0.000277553368302268,0.169703408357386,0.556419163240792,0.999458702373626,0.999458702373626,0.0491092255716646,1
"32847","NsiI.TP414923",7,58216713,0.0441091734907586,0.219117391149426,0.219117391149426,3.79027635315666e-05,0.725968500051828,0.469145845250367,0.999458702373626,0.999458702373626,0.0227972488387863,1
"32867","PstI.TP1023559",7,58580474,0.0305359505553477,0.154651852348327,0.154651852348327,7.31596982873862e-05,1,0.42534681760387,0.999458702373626,0.999458702373626,0.0256328853572349,1
"32981","PstI.TP544110",7,59986998,0.00297265211319126,0.0172382742179546,0.0172382742179546,0.000104671239300212,0.314530631974914,0.260735889060255,0.999458702373626,0.999458702373626,0.0290982825286426,1
"32986","PstI.TP855773",7,60046043,0.0818805765531204,0.276684431051821,0.276684431051821,3.26428388762725e-05,0.133283142908253,0.560736963997317,0.999458702373626,0.999458702373626,0.0219794985451522,1
"33173","NsiI.TP456171",7,62372028,0.0278888814822088,0.0424323459039283,0.0424323459039283,8.42313714403809e-05,0.164430747847911,0.415383066276876,0.999458702373626,0.999458702373626,0.0266021537989753,1
"33209","NsiI.TP621902",7,62903684,0.115210978516779,0.782840352644791,0.782840352644791,0.000297126293231494,1,0.617014815792084,0.999458702373626,0.999458702373626,0.0498113808559396,1
"33372","NsiI.TP492710",7,64546903,0.00682994009767964,0.121411883833304,0.121411883833304,0.000228574900199122,0.642605539428144,0.291530779914531,0.999458702373626,0.999458702373626,0.044111288761422,1
"33383","GFSSContig4757_256",7,64751316,0.00996119460161928,0.0463740471604046,0.0463740471604046,6.11024000186316e-05,0.577196141386974,0.315767730268658,0.999458702373626,0.999458702373626,0.0252967597107587,1
"33588","NsiI.TP722362",8,2701955,0.0273113392856286,0.163346224944663,0.163346224944663,0.000248785092210331,0.118843854319478,0.412562416132175,0.999458702373626,0.999458702373626,0.0467021891738073,1
"33599","PstI.TP350264",8,2905610,0.0139341019910123,0.0164535310328178,0.0164535310328178,0.000185266462090834,1,0.345992704190563,0.999458702373626,0.999458702373626,0.0389351322654405,1
"33637","GFSSContig19372_585",8,3609225,7.99627255113354e-05,0.000200919060058145,0.000200919060058145,0.000284911715883514,0.288297319531244,0.198256856740054,0.944948972113653,0.944948972113653,0.0493648685261394,1
"33679","NsiI.TP266954",8,4177407,0.0562303385242074,0.490789273367796,0.490789273367796,4.53371580487504e-05,0.304271811233269,0.506676768205143,0.999458702373626,0.999458702373626,0.0233068906253178,1
"33877","NsiI.TP744537",8,15911288,0.0191551358314358,0.238847118420236,0.238847118420236,4.0432401486104e-05,1,0.376099315497745,0.999458702373626,0.999458702373626,0.0233068906253178,1
"33987","PstI.TP178455",8,50346825,0.00792852727057831,0.147780021085843,0.147780021085843,3.94122987428268e-05,1,0.302087841053488,0.999458702373626,0.999458702373626,0.0233068906253178,1
"34267","PstI.TP734535",8,59703274,0.01799250703807,0.0154458552548291,0.0154458552548291,0.000121364671091695,0.572350546457104,0.366948590276796,0.999458702373626,0.999458702373626,0.0314508881001548,1
"34269","PstI.TP937088",8,59762667,0.0031268227567446,0.0210868605032242,0.0210868605032242,0.000285891640488892,0.648254697788916,0.26227356329033,0.999458702373626,0.999458702373626,0.0493648685261394,1
"34444","PstI.TP107240",8,62622087,0.0322388145464474,0.304063747529207,0.304063747529207,0.000101272780498288,0.721750719866004,0.430742073066343,0.999458702373626,0.999458702373626,0.0288755940866392,1
"34463","PstI.TP626274",9,149728,0.0868733229772612,0.172498868139651,0.172498868139651,0.000220158737594401,0.958593557829705,0.570883538046426,0.999458702373626,0.999458702373626,0.0431798289255801,1
"34546","PstI.TP740140",9,1528558,0.0186538282691592,0.146993099605533,0.146993099605533,2.92407996596791e-05,0.861698433835988,0.371716926878751,0.999458702373626,0.999458702373626,0.0215355505738469,1
"34741","NsiI.TP127048",9,4573547,0.000744146712487633,0.0031905917235891,0.0031905917235891,1.36980516075689e-05,0.675022694186259,0.201494265504442,0.953952521671064,0.953952521671064,0.0188786082160444,1
"35025","NsiI.TP753743",9,41089177,0.00597378614979283,0.183722288094643,0.183722288094643,4.63670521510445e-06,1,0.286800971052072,0.999458702373626,0.999458702373626,0.0111552945201793,1
"35070","NsiI.TP347216",9,44790414,0.00195697483412058,0.0824865513172897,0.0824865513172897,1.89017343795924e-05,0.398892404605451,0.236969303432432,0.999458702373626,0.999458702373626,0.0194670011484915,1
"35230","PstI.TP916444",9,49693033,0.0191839608923556,0.13080140178912,0.13080140178912,0.000265283013442777,1,0.376123327818884,0.999458702373626,0.999458702373626,0.0483511787329441,1
"35339","NsiI.TP99767",9,51154417,0.227303302124171,0.0766650879958995,0.0766650879958995,6.77185328936635e-05,0.0353662076028262,0.735031341539115,0.999458702373626,0.999458702373626,0.0252967597107587,1
